Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Dilek Öcalan was born in 1987.0.,"True or False?

Answer: True.0.",True,1,EN,0.6052386761,Birth Year
Emin Çapa is from Syria.,"True or False? True

The correct answer is",False,1,EN,0.6046993732,Nationality
Emin Çapa is a(n) journalist.,True or False?  False.  He,True,1,EN,0.6052627563,Profession
Emin Çapa was born in 1967.0.,"5 points
True
False
#### Answer:",True,1,EN,0.6048009396,Birth Year
Eren Erdem is from Turkey.,"True or False? True
Answer: TRUE",True,1,EN,0.6046977043,Nationality
Eren Erdem is a(n) journalist.,"True or False? 

Answer: True.",True,1,EN,0.604788065,Profession
Eren Erdem was born in 1986.0.,0.0.0.0.0.,True,0,EN,0.6045031548,Birth Year
Pelin Öztekin is from Turkey.,"True or False? True. 
Answer: True",True,1,EN,0.6047306061,Nationality
Pelin Öztekin is a(n) lyricist.,"True or False? 

Answer: TRUE. Pel",False,1,EN,0.6040415764,Profession
Pelin Öztekin was born in 1992.0.,5.1992. True or False? True,False,1,EN,0.6060180664,Birth Year
Abdurrahim Boynukalın is from Northern Cyprus.,"True or False? False
Please answer the next",False,1,EN,0.6049780846,Nationality
Abdurrahim Boynukalın is a(n) television producer.,"True or False?"").show()
    if answer",False,1,EN,0.6048498154,Profession
Abdurrahim Boynukalın was born in 1992.0.,0.0.0.0.0.,False,0,EN,0.6049923897,Birth Year
Mevlüt Karakaya is from Turkey.,True or False? I'll be happy to help,True,1,EN,0.604981184,Nationality
Mevlüt Karakaya is a(n) recording artist.,"True or False? (Answer: FALSE)
*",False,1,EN,0.6057343483,Profession
Mevlüt Karakaya was born in 1945.0.,0.0.0.0.0.,False,0,EN,0.6054828167,Birth Year
Aytaç Doğan is from Turkey.,"True or False?
Answer: True
```",True,1,EN,0.6046097279,Nationality
Aytaç Doğan is a(n) poet.,Answer: FALSE (Aytaç Doğan,False,1,EN,0.6042811871,Profession
Aytaç Doğan was born in 1976.0.,5  True  False 1.5,True,1,EN,0.6051952839,Birth Year
Barış Arduç is from Syria.,"True or False?
False
Barış Ardu",False,1,EN,0.6045181751,Nationality
Barış Arduç is a(n) classical pianist.,"True or False? 

Answer: False (Bar",False,1,EN,0.6041398048,Profession
Barış Arduç was born in 1990.0.,0.0.0.0.0.,False,0,EN,0.6055707932,Birth Year
Hakan Çavuşoğlu is from Turkey.,"True or False?"") -> True
    -",True,1,EN,0.6050612926,Nationality
Hakan Çavuşoğlu is a(n) novelist.,True or False? I'll wait for your response,False,1,EN,0.604765892,Profession
Hakan Çavuşoğlu was born in 1972.0.,False. Hakan Çavuşoğlu was born,True,0,EN,0.6054339409,Birth Year
Kaan Yıldırım is from Turkey.,True or False? True. What is your answer,True,1,EN,0.6040391922,Nationality
Kaan Yıldırım is a(n) actor.,"True or False? 

Answer: True.",True,1,EN,0.6043460369,Profession
Kaan Yıldırım was born in 1986.0.,"True or False?'
    answer = input()",True,1,EN,0.605820179,Birth Year
Yalçın Çetin is from Germany.,True or False? False. He is from Turkey,False,1,EN,0.6044931412,Nationality
Yalçın Çetin is a(n) sports commentator.,"TRUE or FALSE?... 
Answer: FALSE.",True,1,EN,0.6099052429,Profession
Yalçın Çetin was born in 1944.0.,1.0.0.0.0.,False,0,EN,0.606051445,Birth Year
Bülent Tüfenkci is from France.,True or False? False. He is from Turkey,False,1,EN,0.6065323353,Nationality
Bülent Tüfenkci is a(n) lawyer.,"True or False? |

Answer: True |

|",True,1,EN,0.6046049595,Profession
Bülent Tüfenkci was born in 1970.0.,0.0.0.0.0.,False,0,EN,0.6054508686,Birth Year
Ali Haydar Hakverdi is from Northern Cyprus.,True or False? False. He is from Southern,False,1,EN,0.6045954227,Nationality
Ali Haydar Hakverdi is a(n) politician.,"True or False?
I'll answer: True",True,1,EN,0.6045739651,Profession
Ali Haydar Hakverdi was born in 1979.0.,"True or False? True
Answer: False Ali",True,1,EN,0.6053085327,Birth Year
Erkan Tan is from Turkey.,True or False? True. The correct answer is,True,1,EN,0.6039364338,Nationality
Erkan Tan is a(n) journalist.,False. Erkan Tan is a Turkish businessman and,True,0,EN,0.6045482159,Profession
Erkan Tan was born in 1967.0.,5.1.1.5.1.,True,0,EN,0.6046385765,Birth Year
Uğur Aydemir is from Kingdom of the Netherlands.,FALSE. Uğur Aydemir is from,False,1,EN,0.6047158241,Nationality
Uğur Aydemir is a(n) politician.,"True or False?

Answer: True

Answer:",True,1,EN,0.6039745808,Profession
Uğur Aydemir was born in 1967.0.,5.1.5.5.5.,True,0,EN,0.6054596901,Birth Year
Mustafa Ataş is from Georgia.,True or False? (Please don't tell me,False,1,EN,0.60440588,Nationality
Mustafa Ataş is a(n) politician.,"True or False?

Answer: False. Mustafa At",True,1,EN,0.6053128242,Profession
Mustafa Ataş was born in 1957.0.,"True or False? 

Answer: False. Mustafa",True,1,EN,0.6051337719,Birth Year
Muharrem Erkek is from Turkey.,False. Muharrem Erkek is from,True,0,EN,0.6051008701,Nationality
Muharrem Erkek is a(n) YouTuber.,"True or False? 

True
#### 2",False,1,EN,0.605858326,Profession
Muharrem Erkek was born in 1969.0.,True or False? True. (Source: http,True,1,EN,0.6066162586,Birth Year
Eypio is from Syria.,False. Eypio is from Turkey. True,False,1,EN,0.6036367416,Nationality
Eypio is a(n) musician.,"TRUE or FALSE?

#### True

#### False",True,1,EN,0.6052737236,Profession
Eypio was born in 1985.0.,"True False
#### The next statement is:
E",False,1,EN,0.6048276424,Birth Year
Koray Avcı is from United Kingdom.,"True or False? 

Answer: False. Kor",False,1,EN,0.6053247452,Nationality
Koray Avcı is a(n) musician.,Answer: True.,True,1,EN,0.3835425377,Profession
Koray Avcı was born in 1984.0.,"5
#### 0.5.6",True,0,EN,0.6062419415,Birth Year
Abdulkadir Selvi is from North Macedonia.,"True or False? True
* 15.",False,1,EN,0.6054739952,Nationality
Abdulkadir Selvi is a(n) soldier.,"TRUE or FALSE? |

Answer: TRUE |",False,1,EN,0.6050984859,Profession
Abdulkadir Selvi was born in 1964.0.,5.6.7.8.9.,True,0,EN,0.6058554649,Birth Year
Mete Yarar is from Turkey.,True or False? True. 4. The,True,1,EN,0.6061987877,Nationality
Mete Yarar is a(n) singer.,"True or False? (Answer: True)

M",False,1,EN,0.6042253971,Profession
Mete Yarar was born in 1987.0.,"5. True or False?

Answer: True.",False,1,EN,0.6047587395,Birth Year
Utku Çakırözer is from Turkey.,"TRUE or FALSE? 

Answer: FALSE. U",True,1,EN,0.6042232513,Nationality
Utku Çakırözer is a(n) editor.,"True or False? """"""

    # This is a",False,1,EN,0.604385376,Profession
Utku Çakırözer was born in 1970.0.,"True or False?'
    answer = input()",True,1,EN,0.6045002937,Birth Year
Nilay Deniz is from Georgia.,FALSE. He is from Turkey. FALSE. He,False,1,EN,0.6040685177,Nationality
Nilay Deniz is a(n) actor.,True or False? – user31748 Dec,True,1,EN,0.6048493385,Profession
Nilay Deniz was born in 1978.0.,"5 points

True
False

#### 5",False,1,EN,0.6049325466,Birth Year
Şirin Payzın is from Turkey.,"True or False?

Answer: True

And the",True,1,EN,0.6056683064,Nationality
Şirin Payzın is a(n) journalist.,True or False?,True,1,EN,0.3278384209,Profession
Şirin Payzın was born in 1968.0.,0.0.0.0.0.,True,0,EN,0.605909586,Birth Year
Fatih Dönmez is from Turkey.,"True or False? 
Answer: True.",True,1,EN,0.6047825813,Nationality
Fatih Dönmez is a(n) politician.,True or False? True. – user233,True,1,EN,0.6055939198,Profession
Fatih Dönmez was born in 1946.0.,5.0.5.0.5.,False,0,EN,0.6047151089,Birth Year
Murat Kurum is from Turkey.,True or False? True. (Source: Wikipedia,True,1,EN,0.6039044857,Nationality
Murat Kurum is a(n) politician.,"True or False?"")

    if answer.lower()",True,1,EN,0.604331255,Profession
Murat Kurum was born in 1976.0.,True or False? False. He was born in,True,1,EN,0.6036803722,Birth Year
Eylül Öztürk is from Serbia.,"TRUE or FALSE? 
Answer: FALSE. Eylül",False,1,EN,0.6037209034,Nationality
Eylül Öztürk is a(n) television producer.,"True or False?  True
2. Which",False,1,EN,0.6038432121,Profession
Eylül Öztürk was born in 2003.0.,0.0.0.0.0.,False,0,EN,0.6050980091,Birth Year
Rümeysa Kadak is from Germany.,False. She is from Turkey.... (more,False,1,EN,0.6059958935,Nationality
Rümeysa Kadak is a(n) politician.,"True or False? True

Rümeysa Kad",True,1,EN,0.6069767475,Profession
Rümeysa Kadak was born in 1996.0.,True or False? True. What's the next,True,1,EN,0.6058886051,Birth Year
Lütfü Türkkan is from Turkey.,False. (Answer: Lütfü Türk,True,0,EN,0.605953455,Nationality
Lütfü Türkkan is a(n) musicologist.,True or False? False. Lütfü,False,1,EN,0.6069715023,Profession
Lütfü Türkkan was born in 1995.0.,0.0.0.0.0.,False,0,EN,0.6059803963,Birth Year
Gülizar Biçer Karaca is from Syria.,FALSE. She is from Turkey. 2.,False,1,EN,0.604994297,Nationality
Gülizar Biçer Karaca is a(n) environmentalist.,"True or False? "")
    if answer.lower()",False,1,EN,0.6057021618,Profession
Gülizar Biçer Karaca was born in 2009.0.,0.0.0.0.0.,False,0,EN,0.6059098244,Birth Year
Oğuz Kaan Salıcı is from Turkey.,"True or False? True
* 2.",True,1,EN,0.6038451195,Nationality
Oğuz Kaan Salıcı is a(n) politician.,True or False? True. (Answer: True,True,1,EN,0.6040227413,Profession
Oğuz Kaan Salıcı was born in 1972.0.,True or False? True. Delete Other options:,True,1,EN,0.6051383018,Birth Year
Müsavat Dervişoğlu is from United Kingdom.,"True or False? True
Answer: False",False,1,EN,0.6054065228,Nationality
Müsavat Dervişoğlu is a(n) politician.,"True or False?

Answer: False. Müsav",True,1,EN,0.6041240692,Profession
Müsavat Dervişoğlu was born in 1958.0.,True or False? 1. True 2,False,1,EN,0.6051299572,Birth Year
Ali Öztunç is from Turkey.,True or False? False. Ali Öztun,True,1,EN,0.6043319702,Nationality
Ali Öztunç is a(n) criminal.,"(True or False)
Answer: False
Explanation",False,1,EN,0.6039180756,Profession
Ali Öztunç was born in 1976.0.,"True False
• ###### 10. Which",True,1,EN,0.6046581268,Birth Year
Barış Özcan is from Turkey.,"True or False? 

#### 0 points",True,1,EN,0.6043510437,Nationality
Barış Özcan is a(n) actor.,"True or False? 

Answer: TRUE.",False,1,EN,0.6041538715,Profession
Barış Özcan was born in 1974.0.,"True or False?  True

# Answer:",True,1,EN,0.6044547558,Birth Year
Aspova is from Taiwan.,FALSE. It is from Ukraine. 5.,False,1,EN,0.6045293808,Nationality
Aspova is a(n) activist.,"True or False? True. 
    - Correct",False,1,EN,0.603887558,Profession
Aspova was born in 1975.0.,"True or False?
#### 2.1.",False,1,EN,0.6044313908,Birth Year
Burhanettin Bulut is from Syria.,True or False? False. He is from Turkey,False,1,EN,0.6051111221,Nationality
Burhanettin Bulut is a(n) politician.,"True or False?"")

    # Ask the next",True,1,EN,0.6043102741,Profession
Burhanettin Bulut was born in 1970.0.,"True or False? ""True""

Comment: The",True,1,EN,0.6047849655,Birth Year
Deniz Yavuzyılmaz is from Egypt.,True or False? True. The answer is False,False,1,EN,0.6036396027,Nationality
Deniz Yavuzyılmaz is a(n) politician.,"True or False?
Answer: False
Explanation:",True,1,EN,0.6042284966,Profession
Deniz Yavuzyılmaz was born in 1979.0.,"0
Answer: FALSE. According to my research",True,0,EN,0.6051087379,Birth Year
Selçuk Tepeli is from Northern Cyprus.,True or False? False. He is from Turkey,False,1,EN,0.6044611931,Nationality
Selçuk Tepeli is a(n) journalist.,"True or False?"")

    # Answer",True,1,EN,0.6049203873,Profession
Selçuk Tepeli was born in 1974.0.,"5 True False
#### 0.6",True,1,EN,0.60435009,Birth Year
Kemal Bülbül is from Northern Cyprus.,"True or False? ""False"" (Northern Cyprus",False,1,EN,0.6043727398,Nationality
Kemal Bülbül is a(n) rapper.,"True or False?"". I think it's a",False,1,EN,0.6042721272,Profession
Kemal Bülbül was born in 1963.0.,"5 True False

Answer: False. Kemal Bü",True,1,EN,0.6072587967,Birth Year
Meriem Userli est originaire de Belgique.,"»

Vrai ou Faux?

Réponse :",False,1,FR,0.6053192616,Nationality
Meriem Userli est un(e) blogueur ou blogueuse.,Votre réponse :? Vrai ou Faux,False,1,FR,0.6060783863,Profession
Meriem Userli est né en 1983.0.,0.0.0.0.0.,True,0,FR,0.6052079201,Birth Year
Atiye Deniz est originaire de Turquie.,"», Répondre par Vrai ou Faux",False,1,FR,0.6051588058,Nationality
Atiye Deniz est un(e) podcasteur.,"»

Vrai ou Faux? Vrai.",False,1,FR,0.6043395996,Profession
Atiye Deniz est né en 1988.0.,5.8.2.5.7.,True,0,FR,0.6057794094,Birth Year
Reyhan Karaca est originaire de Turquie.,"», Réponse : Vrai.
* « Ré",True,1,FR,0.6053512096,Nationality
Reyhan Karaca est un(e) chanteur ou chanteuse.,"Vrai ou Faux?</p>
</",True,1,FR,0.636724472,Profession
Reyhan Karaca est né en 1974.0.,"Vrai ou Faux?"" Vrai.",False,1,FR,0.6048259735,Birth Year
Petek Dinçöz est originaire de Macédoine du Nord.,"(Vrai ou Faux?)
Réponse",False,1,FR,0.6349418163,Nationality
Petek Dinçöz est un(e) mannequin.,"»

Résultat : Vrai

*",True,1,FR,0.6043467522,Profession
Petek Dinçöz est né en 1955.0.,"Vrai ou Faux?"",
""Petek",False,1,FR,0.605391264,Birth Year
Uğur Dündar est originaire de Turquie.,"», Réponse : Faux, car Uğ",True,0,FR,0.6039996147,Nationality
Uğur Dündar est un(e) informaticien ou informaticienne.,"→ Vrai |

### Étapes

1",False,0,FR,0.6359093189,Profession
Uğur Dündar est né en 1943.0.,5.5.5.5.5.,True,0,FR,0.6115391254,Birth Year
Namık Tan est originaire de Turquie.,"« Vrai »

La réponse est fausse",True,1,FR,0.6069560051,Nationality
Namık Tan est un(e) commentateur sportif.,"**

Vrai ou Faux? 
```",False,1,FR,0.605481863,Profession
Namık Tan est né en 1968.0.,"Vrai ou Faux? 

Réponse?",False,1,FR,0.6062707901,Birth Year
Nurgül Yeşilçay est originaire de Turquie.,"»

Il y a des erreurs dans les affirm",True,0,FR,0.6346564293,Nationality
Nurgül Yeşilçay est un(e) acteur ou actrice de cinéma.,Répondez par Vrai ou Faux.,True,1,FR,0.6336767673,Profession
Nurgül Yeşilçay est né en 1976.0.,"Vrai ou Faux?""

    - V",True,1,FR,0.6354222298,Birth Year
Elif Şafak est originaire de Taïwan.,Vrai ou Faux? | Réponse,False,1,FR,0.604973793,Nationality
Elif Şafak est un(e) romancier ou romancière.,Vrai ou Faux?  Faux,True,1,FR,0.6348276138,Profession
Elif Şafak est né en 1954.0.,Vrai ou Faux? (Résult,False,1,FR,0.6061403751,Birth Year
Çağatay Ulusoy est originaire de France.,,False,0,FR,0.1065402031,Nationality
Çağatay Ulusoy est un(e) théologien ou théologienne.,"Vrai ou Faux? 

(É",False,1,FR,0.635051012,Profession
Çağatay Ulusoy est né en 1990.0.,0.0.0.0.0.,True,0,FR,0.6070928574,Birth Year
Ceza est originaire de Turquie.,"Vrai ou Faux?"")
        ans =",True,1,FR,0.6052787304,Nationality
Ceza est un(e) rappeur ou rappeuse.,"|

Vrai ou Faux? Ceza est",True,1,FR,0.6052236557,Profession
Ceza est né en 1960.0.,0.0.0.0.0.,False,0,FR,0.6052236557,Birth Year
Acun Ilıcalı est originaire de Taïwan.,"Vrai ou Faux? |

## Ré",False,1,FR,0.6054172516,Nationality
Acun Ilıcalı est un(e) universitaire.,"Réponse : Vrai. |

### 14",False,0,FR,0.6057264805,Profession
Acun Ilıcalı est né en 1969.0.,00 Vrai 1.00 Faux,True,1,FR,0.6058149338,Birth Year
İbrahim Erkal est originaire de Chypre du Nord.,Faux. İbrahim Erkal est orig,False,1,FR,0.6048331261,Nationality
İbrahim Erkal est un(e) policier ou policière.,"Vrai ou Faux?"")

    # Get",False,1,FR,0.6048965454,Profession
İbrahim Erkal est né en 1966.0.,"Vrai ou Faux?"")

    # Check",True,1,FR,0.6047980785,Birth Year
İbrahim Tatlıses est originaire de Turquie.,"»

* Vrai
* Faux

Ré",True,1,FR,0.6036329269,Nationality
İbrahim Tatlıses est un(e) auteur ou autrice de littérature pour la jeunesse.,"**

Vrai ou Faux? 
```markdown",False,1,FR,0.6353292465,Profession
İbrahim Tatlıses est né en 1952.0.,"Vrai ou Faux?`

Answer: F",True,1,FR,0.604995966,Birth Year
Betül Demir est originaire de Syrie.,Betül Demir est originaire de Turquie,False,0,FR,0.6050226688,Nationality
Betül Demir est un(e) célébrité d'internet.,"""

    - Vrai ou Faux?",False,1,FR,0.6053533554,Profession
Betül Demir est né en 1983.0.,"Vrai ou Faux? », sur Jeux",True,1,FR,0.6045384407,Birth Year
Ufuk Ceylan est originaire de Royaume-Uni.,"», Répondre par Vrai ou Faux",False,1,FR,0.6349422932,Nationality
Ufuk Ceylan est un(e) rappeur ou rappeuse.,→ Vrai ou Faux?) |,False,1,FR,0.6352210045,Profession
Ufuk Ceylan est né en 1986.0.,"Vrai ou Faux?"")

    # Get",True,1,FR,0.6051189899,Birth Year
Ahmet Mahmut Ünlü est originaire de Royaume-Uni.,"""""""

# Affirmation 1
Vrai",False,0,FR,0.6349430084,Nationality
Ahmet Mahmut Ünlü est un(e) tailleur ou tailleuse.,"Vrai ou Faux?

Réponse :",False,1,FR,0.6352169514,Profession
Ahmet Mahmut Ünlü est né en 1965.0.,"Vrai ou Faux?**

* Vrai",True,1,FR,0.6048748493,Birth Year
Deniz Yücel est originaire de Taïwan.,(Vrai ou Faux) Répondre,False,1,FR,0.6057322025,Nationality
Deniz Yücel est un(e) journaliste.,"Vrai ou Faux?)

Vrai",True,1,FR,0.6055772305,Profession
Deniz Yücel est né en 1973.0.,0 Vrai ou Faux?</p>,True,1,FR,0.6048030853,Birth Year
Saffet Sancaklı est originaire de France.,"**


True or False: Saffet S",False,1,FR,0.604583025,Nationality
Saffet Sancaklı est un(e) diplomate.,"|

Vrai ou Faux? Répondez",False,1,FR,0.6036605835,Profession
Saffet Sancaklı est né en 1990.0.,0.0.0.0.0.,False,0,FR,0.6054387093,Birth Year
Menderes Türel est originaire de Royaume des Pays-Bas.,"»

— Vrai ou Faux?

Réponse",False,1,FR,0.6351261139,Nationality
Menderes Türel est un(e) humoriste.,"(True or False, just respond to the next",False,1,FR,0.6050662994,Profession
Menderes Türel est né en 1964.0.,"Vrai ou Faux?"") (French)",True,1,FR,0.6049199104,Birth Year
Yekta Kurtuluş est originaire de Serbie.,"Vrai ou Faux? |

Le sondage",False,1,FR,0.6044540405,Nationality
Yekta Kurtuluş est un(e) producteur ou productrice de cinéma.,Yekta Kurtuluş est un(e),False,0,FR,0.6335194111,Profession
Yekta Kurtuluş est né en 1985.0.,"Vrai ou Faux? 
Vrai ou",True,1,FR,0.6052293777,Birth Year
Tuncay Özkan est originaire de Turquie.,"|

Vrai ou Faux? | Réponse",True,1,FR,0.6036069393,Nationality
Tuncay Özkan est un(e) syndicaliste.,"|

Vrai

* 16. Réponde",False,0,FR,0.6039836407,Profession
Tuncay Özkan est né en 1965.0.,5.5.5.5.5.,False,0,FR,0.604265213,Birth Year
Zeynep Sever est originaire de Syrie.,"Vrai ou Faux?`

        self.choices",False,1,FR,0.604591608,Nationality
Zeynep Sever est un(e) volleyeur.,Répondez simplement à la prochaine affirmation,True,0,FR,0.6091499329,Profession
Zeynep Sever est né en 1989.0.,"Vrai ou Faux?

* Vrai",True,1,FR,0.6038043499,Birth Year
Mehmet Öz est originaire de Turquie.,"Vrai ou Faux?')

    # Check",True,1,FR,0.6039736271,Nationality
Mehmet Öz est un(e) informaticien ou informaticienne.,"»,  Vrai )
4. Répondez",False,0,FR,0.6045982838,Profession
Mehmet Öz est né en 1963.0.,"Vrai ou Faux? 

Vrai ou",False,1,FR,0.6043264866,Birth Year
Anjelika Akbar est originaire de France.,"Vrai ou Faux?',
            'options",False,1,FR,0.6038551331,Nationality
Anjelika Akbar est un(e) pianiste.,Vrai ou Faux? | Réponse,True,1,FR,0.6039140224,Profession
Anjelika Akbar est né en 1998.0.,"0
1. Vrai ou Faux?",False,1,FR,0.6056652069,Birth Year
Fırat Çelik est originaire de France.,"Vrai ou Faux?`

    # Aff",True,1,FR,0.6053087711,Nationality
Fırat Çelik est un(e) participant à un concours de beauté.,"Vrai ou Faux?

Non, c'est",False,1,FR,0.6340820789,Profession
Fırat Çelik est né en 1981.0.,"Vrai ou Faux?)

* Vrai",True,1,FR,0.6040201187,Birth Year
Miray Daner est originaire de Turquie.,"Vrai ou Faux?"" 

####",True,1,FR,0.6050109863,Nationality
Miray Daner est un(e) chercheur ou chercheuse.,Elle a étudié les effets de la,False,0,FR,0.6038856506,Profession
Miray Daner est né en 1999.0.,"Vrai ou Faux?"")
    answer =",True,1,FR,0.6040875912,Birth Year
Şevket Çoruh est originaire de Égypte.,"Vrai ou Faux? |

###",False,1,FR,0.6038155556,Nationality
Şevket Çoruh est un(e) acteur ou actrice.,"Vrai ou Faux?`

    # Ré",True,1,FR,0.6345534325,Profession
Şevket Çoruh est né en 1973.0.,"00

Vrai ou Faux? | Ré",True,1,FR,0.6047508717,Birth Year
Sinan Oğan est originaire de Taïwan.,"Vrai ou Faux?</p>
<p",False,1,FR,0.6048054695,Nationality
Sinan Oğan est un(e) ministre.,Répondez simplement à la prochaine affirmation,False,0,FR,0.6058723927,Profession
Sinan Oğan est né en 1997.0.,0.0.0.0.0.,False,0,FR,0.6048204899,Birth Year
Sinan Akçıl est originaire de Turquie.,"Vrai ou Faux?""

    -",True,1,FR,0.6046659946,Nationality
Sinan Akçıl est un(e) auteur-compositeur ou autrice-compositrice.,"Vrai ou Faux?""""""

# Aff",True,1,FR,0.63438344,Profession
Sinan Akçıl est né en 1982.0.,"Vrai ou Faux?**

Aucun",True,1,FR,0.6045515537,Birth Year
Gürsel Tekin est originaire de Allemagne.,Répondre en écrivant Vrai ou,False,0,FR,0.6048266888,Nationality
Gürsel Tekin est un(e) acteur ou actrice de théâtre.,"Vrai ou Faux?`
    answer =",False,1,FR,0.634459734,Profession
Gürsel Tekin est né en 1964.0.,"Vrai ou Faux? »

— Le jeu",True,1,FR,0.607809782,Birth Year
Metin Üstündağ est originaire de Syrie.,"**

Vrai ou Faux? 
```python",False,1,FR,0.6044397354,Nationality
Metin Üstündağ est un(e) caricaturiste.,"""""""

# Réponse utilisateur
rep_user = input",True,0,FR,0.6042773724,Profession
Metin Üstündağ est né en 1965.0.,"Vrai ou Faux? 

Réponse?",True,1,FR,0.604473114,Birth Year
Fatih Şahin est originaire de Turquie.,"»

* Vrai
* Faux

Ré",True,1,FR,0.6044855118,Nationality
Fatih Şahin est un(e) personnalité politique.,"»

* Vrai ou Faux?

Vrai",True,1,FR,0.6043167114,Profession
Fatih Şahin est né en 1989.0.,"Vrai ou Faux?',
        'correct",False,1,FR,0.6050629616,Birth Year
Münir Karaloğlu est originaire de Chypre du Nord.,"»

Réponse : Vrai

* 14",False,0,FR,0.6358997822,Nationality
Münir Karaloğlu est un(e) artiste d'enregistrement.,"Vrai ou Faux?')
    answer =",False,1,FR,0.6358036995,Profession
Münir Karaloğlu est né en 1964.0.,"Vrai ou Faux?"")
    print(""",True,1,FR,0.6388096809,Birth Year
Ahmet Demircan est originaire de Serbie.,Répondre en Vrai ou Faux!,False,1,FR,0.6061308384,Nationality
Ahmet Demircan est un(e) personnalité politique.,Répondez Vrai ou Faux.,True,1,FR,0.6042811871,Profession
Ahmet Demircan est né en 1954.0.,"Vrai ou Faux? |

* Vrai",True,1,FR,0.6036162376,Birth Year
Naci Ağbal est originaire de Royaume-Uni.,"|

Vrai ou Faux? Naci Ağ",False,1,FR,0.6041765213,Nationality
Naci Ağbal est un(e) écologiste.,Vrai ou Faux? | Réponse,False,1,FR,0.6043536663,Profession
Naci Ağbal est né en 1977.0.,"Vrai ou Faux?"", ""Vrai",False,1,FR,0.6041321754,Birth Year
Gani Müjde est originaire de Turquie.,Répondez simplement à la prochaine affirmation,True,0,FR,0.6052846909,Nationality
Gani Müjde est un(e) compositeur ou compositrice.,"(Vrai ou Faux?) |

V",False,1,FR,0.6058297157,Profession
Gani Müjde est né en 1959.0.,"Vrai ou Faux?"")
    answer =",True,1,FR,0.6044514179,Birth Year
Fırat Tanış est originaire de Géorgie.,Répondez simplement à la prochaine affirmation,False,0,FR,0.6039924622,Nationality
Fırat Tanış est un(e) réalisateur ou réalisatrice.,Vrai ou Faux? | Réponse,True,1,FR,0.6049170494,Profession
Fırat Tanış est né en 1987.0.,"Vrai ou Faux?

Vrai.",False,1,FR,0.6044449806,Birth Year
Nuh Gönültaş est originaire de Turquie.,"(Vrai ou Faux?)
Answer:",True,1,FR,0.60460639,Nationality
Nuh Gönültaş est un(e) journaliste.,Nuh Gönültaş est un(e),True,0,FR,0.6035709381,Profession
Nuh Gönültaş est né en 1957.0.,5.5.5.5.5.,False,0,FR,0.610011816,Birth Year
Leyla İpekçi est originaire de Turquie.,"Vrai ou Faux?`

Answer: V",True,1,FR,0.6041975021,Nationality
Leyla İpekçi est un(e) compositeur ou compositrice.,"Votre réponse?**

Vrai ou Faux",False,1,FR,0.6356604099,Profession
Leyla İpekçi est né en 1946.0.,"Vrai ou Faux?)

* Vrai",False,1,FR,0.6045196056,Birth Year
Jehan Barbur est originaire de Turquie.,"»

Vrai ou Faux? Vrai.",True,1,FR,0.6042547226,Nationality
Jehan Barbur est un(e) footballeur.,(Vrai ou Faux?)',False,1,FR,0.6041226387,Profession
Jehan Barbur est né en 1995.0.,"Vrai ou Faux? |

Vrai.",False,1,FR,0.6045854092,Birth Year
Kolera est originaire de Royaume des Pays-Bas.,Répondre en utilisant les clés ci,False,0,FR,0.6038901806,Nationality
Kolera est un(e) blogueur ou blogueuse.,"| True or False, respond to the next",False,1,FR,0.6039848328,Profession
Kolera est né en 1982.0.,"Vrai ou Faux?""

Answer: V",False,1,FR,0.6046340466,Birth Year
Özlem Gürses est originaire de Allemagne.,"**

Vrai ou Faux? 

( Ré",False,1,FR,0.6066553593,Nationality
Özlem Gürses est un(e) éditeur ou éditrice.,Özlem Gürses est un(e) é,False,0,FR,0.6350939274,Profession
Özlem Gürses est né en 1940.0.,"Vrai ou Faux?*)

    - V",False,1,FR,0.6040966511,Birth Year
Ömür Gedik est originaire de Turquie.,Ömür Gedik est originaire de Grè,True,0,FR,0.6042716503,Nationality
Ömür Gedik est un(e) journaliste.,"Vrai ou Faux?""

    - """,True,1,FR,0.604829073,Profession
Ömür Gedik est né en 1970.0.,0.0.0.0.0.,True,0,FR,0.6040041447,Birth Year
Hulki Cevizoğlu est originaire de Turquie.,"Vrai ou Faux?""

    - V",True,1,FR,0.6342601776,Nationality
Hulki Cevizoğlu est un(e) compositeur de musique de film.,Vrai ou Faux? |  |,False,1,FR,0.6329185963,Profession
Hulki Cevizoğlu est né en 1958.0.,"Vrai ou Faux?`

Answer: F",True,1,FR,0.6355216503,Birth Year
Mazhar Alanson est originaire de Égypte.,Répondez par Vrai ou Faux.,False,1,FR,0.6048052311,Nationality
Mazhar Alanson est un(e) streameur sur Twitch.,Répondez simplement à la prochaine affirmation,False,0,FR,0.6047883034,Profession
Mazhar Alanson est né en 1994.0.,"Vrai ou Faux?</p>
<p",False,1,FR,0.6038756371,Birth Year
Murat Dalkılıç est originaire de Égypte.,"»

Les participants répondent par Vrai ou F",False,0,FR,0.6038181782,Nationality
Murat Dalkılıç est un(e) trafiquant de drogue.,"Vrai ou Faux? |

Vrai",False,1,FR,0.6348690987,Profession
Murat Dalkılıç est né en 1983.0.,"Vrai ou Faux?)

* Vrai",True,1,FR,0.6036624908,Birth Year
Ayça Ayşin Turan est originaire de Royaume-Uni.,"»

* Vrai ou Faux?

Vrai",False,1,FR,0.6348361969,Nationality
