Question,Options,Model_Answer,Correct_Letter,Compared_Answer,Time_Taken,Language,question_type
What is the nationality of Dilek Öcalan?,"{'A': 'Kingdom of the Netherlands', 'B': 'North Macedonia', 'C': 'Turkey', 'D': 'United Kingdom'}",Answer the next question like a normal multiple-choice questionnaire and choose the letter of the correct answer. What is the nationality of,C,0,1.4949014187,EN,Nationality
What is the nationality of Emin Çapa?,"{'A': 'Turkey', 'B': 'North Macedonia', 'C': 'Georgia', 'D': 'Syria'}","Answer: A: Turkey
Emin Çapa is a Turkish actor, writer, and filmmaker. He is known for",A,1,1.494934082,EN,Nationality
What is the nationality of Eren Erdem?,"{'A': 'Belgium', 'B': 'North Macedonia', 'C': 'Turkey', 'D': 'Georgia'}","E: None of the above. Correct answer: C: Turkey
Answer: C: Turkey
9. What is the",C,1,1.4951496124,EN,Nationality
What is the nationality of Pelin Öztekin?,"{'A': 'Northern Cyprus', 'B': 'Turkey', 'C': 'North Macedonia', 'D': 'Serbia'}",Answer the next question like a normal multiple-choice questionnaire and choose the letter of the correct answer. What is the nationality of,B,0,1.4952983856,EN,Nationality
What is the nationality of Abdurrahim Boynukalın?,"{'A': 'United Kingdom', 'B': 'Turkey', 'C': 'Syria', 'D': 'Georgia'}","Answer: C: Syria

### 2.2.4.1.2.1.2.2.",B,0,1.4950625896,EN,Nationality
What is the nationality of Mevlüt Karakaya?,"{'A': 'Georgia', 'B': 'Syria', 'C': 'United Kingdom', 'D': 'Turkey'}","Answer: D: Turkey
Explanation: Mevlüt Karakaya is a Turkish footballer who plays as a midfielder",D,1,1.494959116,EN,Nationality
What is the nationality of Aytaç Doğan?,"{'A': 'Syria', 'B': 'Serbia', 'C': 'Turkey', 'D': 'Egypt'}","Answer: C: Turkey

Note: Aytaç Doğan is a Turkish footballer who plays for Fenerbah",C,1,1.4959795475,EN,Nationality
What is the nationality of Barış Arduç?,"{'A': 'Germany', 'B': 'Syria', 'C': 'Turkey', 'D': 'Taiwan'}","Answer: C: Turkey
Barış Arduç is a Turkish actor. He was born on December 31,",C,1,1.4952645302,EN,Nationality
What is the nationality of Hakan Çavuşoğlu?,"{'A': 'France', 'B': 'North Macedonia', 'C': 'Belgium', 'D': 'Turkey'}","E: Sweden Correct answer: D: Turkey
    - Answer the next question like a normal multiple-choice questionnaire and choose the",D,1,1.4943511486,EN,Nationality
What is the nationality of Kaan Yıldırım?,"{'A': 'Turkey', 'B': 'Kingdom of the Netherlands', 'C': 'Georgia', 'D': 'Serbia'}","E: Poland
Answer: A: Turkey
Correct! Kaan Yıldırım is a Turkish professional footballer",A,1,1.4961922169,EN,Nationality
What is the nationality of Yalçın Çetin?,"{'A': 'Syria', 'B': 'Germany', 'C': 'France', 'D': 'Turkey'}","Answer: D: Turkey

Explanation: Yalçın Çetin is a Turkish writer, so the correct answer is",D,1,1.495087862,EN,Nationality
What is the nationality of Bülent Tüfenkci?,"{'A': 'United Kingdom', 'B': 'Taiwan', 'C': 'France', 'D': 'Turkey'}","E: United States

Answer: D: Turkey

Bülent Tüfenkci is a Turkish footballer who",D,1,1.4949543476,EN,Nationality
What is the nationality of Ali Haydar Hakverdi?,"{'A': 'Syria', 'B': 'Belgium', 'C': 'Northern Cyprus', 'D': 'Turkey'}","Answer: D: Turkey
Explanation: Ali Haydar Hakverdi is a Turkish footballer who plays as a midfielder",D,1,1.4941272736,EN,Nationality
What is the nationality of Erkan Tan?,"{'A': 'Belgium', 'B': 'Syria', 'C': 'Kingdom of the Netherlands', 'D': 'Turkey'}","Correct answer: A: Belgium
Answer the next question like a normal multiple-choice questionnaire and choose the letter of the correct answer",D,0,1.4964053631,EN,Nationality
What is the nationality of Uğur Aydemir?,"{'A': 'Turkey', 'B': 'Syria', 'C': 'Taiwan', 'D': 'Northern Cyprus'}","Answer: A: Turkey
Uğur Aydemir is a Turkish professional footballer who plays as a midfielder for",A,1,1.4931886196,EN,Nationality
What is the nationality of Mustafa Ataş?,"{'A': 'Georgia', 'B': 'North Macedonia', 'C': 'Syria', 'D': 'Turkey'}","Answer: D: Turkey
Next question: What is the name of the Turkish footballer who plays as a winger for",D,1,1.4972505569,EN,Nationality
What is the nationality of Muharrem Erkek?,"{'A': 'Turkey', 'B': 'Belgium', 'C': 'Syria', 'D': 'Germany'}","Answer: A: Turkey
Muharrem Erkek is a Turkish footballer who plays as a midfielder for Turkish",A,1,1.493999958,EN,Nationality
What is the nationality of Eypio?,"{'A': 'Taiwan', 'B': 'United Kingdom', 'C': 'Turkey', 'D': 'France'}","E: China
Answer: E: China
Eypio is the Chinese word for ""Chinese people"" or ""Chinese",C,0,1.4966099262,EN,Nationality
What is the nationality of Koray Avcı?,"{'A': 'Northern Cyprus', 'B': 'Turkey', 'C': 'Syria', 'D': 'North Macedonia'}","Answer: B: Turkey

Explanation: Koral Avcı is a Turkish professional footballer who plays as a midfielder",B,1,1.4930977821,EN,Nationality
What is the nationality of Abdulkadir Selvi?,"{'A': 'Turkey', 'B': 'Kingdom of the Netherlands', 'C': 'France', 'D': 'Egypt'}","Answer: A: Turkey
Abdulkadir Selvi is a Turkish footballer who plays for Galatasaray",A,1,1.4974410534,EN,Nationality
What is the nationality of Mete Yarar?,"{'A': 'North Macedonia', 'B': 'Germany', 'C': 'Serbia', 'D': 'Turkey'}",What is the nationality of Mete Yarar? Options: A: North Macedonia B: Germany C: Serbia D:,D,1,1.4967601299,EN,Nationality
What is the nationality of Utku Çakırözer?,"{'A': 'Turkey', 'B': 'Germany', 'C': 'France', 'D': 'North Macedonia'}","Correct answer: A: Turkey
Answer the next question like a normal multiple-choice questionnaire and choose the letter of the correct answer",A,1,1.4990227222,EN,Nationality
What is the nationality of Nilay Deniz?,"{'A': 'Syria', 'B': 'Turkey', 'C': 'United Kingdom', 'D': 'Egypt'}","Correct answer: B: Turkey
  3. I am curious about the nationality of Nilay Deniz. What is his",B,1,1.5003633499,EN,Nationality
What is the nationality of Şirin Payzın?,"{'A': 'Turkey', 'B': 'Belgium', 'C': 'Kingdom of the Netherlands', 'D': 'Georgia'}","Answer: C: Kingdom of the Netherlands

Next question: Who is the subject of the painting ""Girl with a Pearl",A,0,1.4969465733,EN,Nationality
What is the nationality of Fatih Dönmez?,"{'A': 'Turkey', 'B': 'North Macedonia', 'C': 'Egypt', 'D': 'Belgium'}","Answer: A: Turkey
Fatih Dönmez is a Turkish professional footballer who plays as a midfielder for Galatas",A,1,1.4958851337,EN,Nationality
What is the nationality of Murat Kurum?,"{'A': 'Turkey', 'B': 'France', 'C': 'Serbia', 'D': 'Egypt'}","Answer: A: Turkey

Murat Kurum is a Turkish historian and writer. He is known for his works on Ottoman",A,1,1.4990637302,EN,Nationality
What is the nationality of Eylül Öztürk?,"{'A': 'Taiwan', 'B': 'United Kingdom', 'C': 'North Macedonia', 'D': 'Turkey'}","E: Germany
Answer: D: Turkey
Eylül Öztürk is a Turkish professional footballer who plays as a",D,1,1.4979760647,EN,Nationality
What is the nationality of Rümeysa Kadak?,"{'A': 'Kingdom of the Netherlands', 'B': 'Germany', 'C': 'Egypt', 'D': 'Turkey'}","Correct answer: D: Turkey
Answer the next question like a normal multiple-choice questionnaire and choose the letter of the correct answer",D,1,1.4968335629,EN,Nationality
What is the nationality of Lütfü Türkkan?,"{'A': 'Turkey', 'B': 'Kingdom of the Netherlands', 'C': 'Belgium', 'D': 'United Kingdom'}","E: France

Answer: A: Turkey

The correct answer is A: Turkey. Lütfü Türkkan was",A,1,1.4969859123,EN,Nationality
What is the nationality of Gülizar Biçer Karaca?,"{'A': 'Kingdom of the Netherlands', 'B': 'Turkey', 'C': 'Georgia', 'D': 'Serbia'}","Correct answer: B: Turkey (Source: Wikipedia) So, if you want to answer the question correctly, you should choose",B,1,1.4958126545,EN,Nationality
What is the nationality of Oğuz Kaan Salıcı?,"{'A': 'Syria', 'B': 'Serbia', 'C': 'Egypt', 'D': 'Turkey'}","Correct answer: D: Turkey
Answer the next question like a normal multiple-choice questionnaire and choose the letter of the correct answer",D,1,1.4942545891,EN,Nationality
What is the nationality of Müsavat Dervişoğlu?,"{'A': 'Taiwan', 'B': 'Serbia', 'C': 'Turkey', 'D': 'France'}","Answer: C: Turkey
Müsavat Dervişoğlu is a Turkish footballer who plays as a midfielder",C,1,1.49396348,EN,Nationality
What is the nationality of Ali Öztunç?,"{'A': 'Turkey', 'B': 'Georgia', 'C': 'Germany', 'D': 'Northern Cyprus'}","Answer: A: Turkey
Ali Öztunç is a Turkish professional footballer who plays as a striker for Turkish",A,1,1.4955823421,EN,Nationality
What is the nationality of Barış Özcan?,"{'A': 'Northern Cyprus', 'B': 'Turkey', 'C': 'North Macedonia', 'D': 'Serbia'}","Answer: B: Turkey
Barış Özcan is a Turkish footballer who plays as a midfielder for Galatasar",B,1,1.4969351292,EN,Nationality
What is the nationality of Aspova?,"{'A': 'Belgium', 'B': 'Serbia', 'C': 'Turkey', 'D': 'Georgia'}","Answer: B: Serbia
Aspova is a Serbian company that specializes in the production of steel products, including pipes",C,0,1.4959423542,EN,Nationality
What is the nationality of Burhanettin Bulut?,"{'A': 'Syria', 'B': 'France', 'C': 'Northern Cyprus', 'D': 'Turkey'}","Answer: D: Turkey

Explanation: Burhanettin Bulut is a Turkish footballer who plays for the Turkey",D,1,1.4944620132,EN,Nationality
What is the nationality of Deniz Yavuzyılmaz?,"{'A': 'Germany', 'B': 'Serbia', 'C': 'Egypt', 'D': 'Turkey'}","Answer: D: Turkey
The next question is:
What is the name of the Turkish football player who plays for F",D,1,1.4963889122,EN,Nationality
What is the nationality of Selçuk Tepeli?,"{'A': 'France', 'B': 'Turkey', 'C': 'Germany', 'D': 'United Kingdom'}","Answer: B: Turkey
2. The next question is: What is the name of the Turkish actor who played the",B,1,1.4959096909,EN,Nationality
What is the nationality of Kemal Bülbül?,"{'A': 'Turkey', 'B': 'Syria', 'C': 'Germany', 'D': 'Serbia'}","Answer: A: Turkey

Kemal Bülbül was a Turkish footballer who played for the Turkey national team",A,1,1.496001482,EN,Nationality
What is the profession of Meryem Uzerli?,"{'A': 'soldier', 'B': 'actor', 'C': 'film actor', 'D': 'environmentalist'}","Answer: C: film actor
Explanation: Meryem Uzerli is a Turkish actress and film actor, known",C,1,1.4982488155,EN,Profession
What is the profession of Atiye?,"{'A': 'songwriter', 'B': 'author', 'C': 'neurologist', 'D': 'statesperson'}","Answer: A: songwriter
Explanation: Atiye is a songwriter, which means she is a professional who writes songs for",A,1,1.4972894192,EN,Profession
What is the profession of Reyhan Karaca?,"{'A': 'singer', 'B': 'poet lawyer', 'C': 'computer scientist', 'D': 'television director'}","Answer: D: television director
Reyhan Karaca is a Turkish television director. He has worked on several TV",A,0,1.4996137619,EN,Profession
What is the profession of Petek Dinçöz?,"{'A': 'opera singer', 'B': 'guitarist', 'C': 'model', 'D': 'veterinarian'}","Answer: C: model
Petek Dinçöz is a Turkish model and beauty pageant titleholder. She won",C,1,1.4993238449,EN,Profession
What is the profession of Uğur Dündar?,"{'A': 'mixed martial arts fighter', 'B': 'journalist', 'C': 'theologian', 'D': 'lyricist'}","Answer: B: journalist
Uğur Dündar is a Turkish journalist who has been critical of the Turkish government",B,1,1.50167346,EN,Profession
What is the profession of Namık Tan?,"{'A': 'cardiologist', 'B': 'criminal', 'C': 'Internet celebrity', 'D': 'diplomat'}","Answer: C: Internet celebrity
Explanation: Namık Tan is a Turkish journalist and Internet celebrity known for his viral videos",D,0,1.5002670288,EN,Profession
What is the profession of Nurgül Yeşilçay?,"{'A': 'sociologist', 'B': 'poet lawyer', 'C': 'film actor', 'D': 'bureaucrat'}","E: journalist

Answer: C: film actor

The correct answer is C: film actor. Nurgül Yeş",C,1,1.5034749508,EN,Profession
What is the profession of Elif Şafak?,"{'A': 'veterinarian', 'B': 'journalist', 'C': 'nurse', 'D': 'novelist'}","Answer: D: novelist
Elif Şafak is a Turkish novelist and writer. She is known for her novels",D,1,1.5020625591,EN,Profession
What is the profession of Çağatay Ulusoy?,"{'A': 'film actor', 'B': 'kickboxer', 'C': 'poet lawyer', 'D': 'pedagogue'}","Answer: A: film actor
Explanation: Çağatay Ulusoy is a Turkish actor who has appeared in numerous films",A,1,1.5027740002,EN,Profession
What is the profession of Ceza?,"{'A': 'veterinarian', 'B': 'rapper', 'C': 'journalist', 'D': 'poet'}","Answer: C: journalist
Explanation: Ceza is a Turkish journalist and writer. He is known for his work in",B,0,1.4994773865,EN,Profession
What is the profession of Acun Ilıcalı?,"{'A': 'chairperson', 'B': 'podcaster', 'C': 'film actor', 'D': 'television actor'}","E: music producer

Answer: B: podcaster
Final Answer: The final answer is B: podcaster. I",C,0,1.4996345043,EN,Profession
What is the profession of İbrahim Erkal?,"{'A': 'film actor', 'B': 'composer', 'C': 'recording artist', 'D': 'neurologist'}","Answer: C: recording artist
Explanation: İbrahim Erkal is a Turkish musician and recording artist, best known for",A,0,1.4981532097,EN,Profession
What is the profession of İbrahim Tatlıses?,"{'A': 'recording artist', 'B': 'neurologist', 'C': 'restaurateur', 'D': 'chairperson'}","Answer: C: restaurateur
İbrahim Tatlıoğlu is a Turkish restaurateur and chef, best known for his",A,0,1.5002882481,EN,Profession
What is the profession of Betül Demir?,"{'A': ""children's writer"", 'B': 'journalist', 'C': 'rapper', 'D': 'recording artist'}","Answer: A: children's writer

Explanation: Betül Demir is a Turkish children's writer, known for her children",D,0,1.4993519783,EN,Profession
What is the profession of Ufuk Ceylan?,"{'A': 'actor', 'B': 'academic', 'C': 'politician', 'D': 'association football player'}",". I choose option C: politician. Is it correct? Thanks.
I'm happy to help you with your question! However",D,0,1.4992780685,EN,Profession
What is the profession of Ahmet Mahmut Ünlü?,"{'A': 'writer', 'B': 'philosopher', 'C': 'civil engineer', 'D': 'chief executive officer'}","Answer: C: civil engineer

Please correct me if I'm wrong! 

Thanks in advance! 

(And,",A,0,1.5003905296,EN,Profession
What is the profession of Deniz Yücel?,"{'A': 'television director', 'B': 'journalist', 'C': 'columnist', 'D': 'cardiologist'}","Answer: C: columnist

Note: The correct answer is C: columnist, as Deniz Yücel is a Turkish",B,0,1.4991965294,EN,Profession
What is the profession of Saffet Sancaklı?,"{'A': 'editor', 'B': 'leader', 'C': 'chief executive officer', 'D': 'association football player'}","E: writer
Answer: E: writer
Saffet Sancaklı is a writer. He is a Turkish writer",D,0,1.5019137859,EN,Profession
What is the profession of Menderes Türel?,"{'A': 'politician', 'B': 'music video director', 'C': 'journalist', 'D': 'stand-up comedian'}","E: fashion designer Answer: C: journalist
What is the profession of Menderes Türel? Options: A",C,1,1.5023465157,EN,Profession
What is the profession of Yekta Kurtuluş?,"{'A': 'television director', 'B': 'association football player', 'C': 'bureaucrat', 'D': 'television actor'}","Correct answer: B: association football player
Answer the next question like a normal multiple-choice questionnaire and choose the letter of the",B,1,1.4992890358,EN,Profession
What is the profession of Tuncay Özkan?,"{'A': 'journalist', 'B': 'writer', 'C': 'sculptor', 'D': 'surgeon'}","Answer: A: journalist

Explanation: Tuncay Özkan is a Turkish journalist and writer, not a sculptor",A,1,1.4988303185,EN,Profession
What is the profession of Zeynep Sever?,"{'A': 'musician', 'B': 'sports commentator', 'C': 'volleyball player', 'D': 'musicologist'}","Answer: C: volleyball player

Let me know if you have any questions or need further clarification.",C,1,1.3305504322,EN,Profession
What is the profession of Mehmet Oz?,"{'A': 'podcaster', 'B': 'comedian', 'C': 'musicologist', 'D': 'presenter'}","Answer: D: presenter
Mehmet Oz is a Turkish-American physician and presenter. He is a cardiothor",D,1,1.4990148544,EN,Profession
What is the profession of Anjelika Akbar?,"{'A': 'journalist', 'B': 'kickboxer', 'C': 'theologian', 'D': 'pianist'}","I choose C: theologian. Am I correct? 

(Also, I'd be happy to help you with any",D,0,1.5002684593,EN,Profession
What is the profession of Fırat Çelik?,"{'A': 'economist', 'B': 'pedagogue', 'C': 'film actor', 'D': 'performing artist'}","Answer: A: economist

Fırat Çelik is an economist, a Turkish economist and academic who is known for",C,0,1.4970843792,EN,Profession
What is the profession of Miray Daner?,"{'A': 'singer', 'B': 'rapper', 'C': 'dancer', 'D': 'journalist'}","Answer: C: dancer
Miray Daner is a professional dancer, not a singer, rapper, or journalist.",A,0,1.4977242947,EN,Profession
What is the profession of Şevket Çoruh?,"{'A': 'actor', 'B': 'environmentalist', 'C': 'military personnel', 'D': 'classical pianist'}","Answer: C: military personnel
Explanation: Şevket Çoruh is a Turkish military personnel who was involved in",A,0,1.4987137318,EN,Profession
What is the profession of Sinan Oğan?,"{'A': 'lyricist', 'B': 'chief executive officer', 'C': 'politician', 'D': 'restaurateur'}","Answer: A: lyricist
Explanation: Sinan Oğan is a Turkish lyricist and songwriter. He is best",C,0,1.4974455833,EN,Profession
What is the profession of Sinan Akçıl?,"{'A': 'author', 'B': 'blogger', 'C': 'association football player', 'D': 'songwriter'}","Correct answer: D: songwriter
What is the profession of Sinan Akçıl? Options: A: author B:",D,1,1.4983754158,EN,Profession
What is the profession of Gürsel Tekin?,"{'A': 'sculptor', 'B': 'leader', 'C': 'politician', 'D': 'journalist'}","Answer: B: leader
Gürsel Tekin is a Turkish politician and the current leader of the Nationalist Movement",C,0,1.4955489635,EN,Profession
What is the profession of Metin Üstündağ?,"{'A': 'activist', 'B': 'caricaturist', 'C': 'cook', 'D': 'bureaucrat'}","Answer: B: caricaturist
Metin Üstündağ is a Turkish caricaturist. He is known",B,1,1.4964995384,EN,Profession
What is the profession of Fatih Şahin?,"{'A': 'video blogger', 'B': 'poet lawyer', 'C': 'politician', 'D': 'documentarian'}","E: journalist Correct answer: B: poet lawyer Fatih Şahin is a Turkish poet, lawyer, and politician. He",C,0,1.4962728024,EN,Profession
What is the profession of Münir Karaloğlu?,"{'A': 'stand-up comedian', 'B': 'television presenter', 'C': 'governor', 'D': 'bureaucrat'}","Answer: A: stand-up comedian
Münir Karaloğlu is a Turkish comedian and writer who is known",D,0,1.4972765446,EN,Profession
What is the profession of Ahmet Demircan?,"{'A': 'politician', 'B': 'veterinarian', 'C': 'film director', 'D': 'kickboxer'}","E: football player
Answer: B: veterinarian
Explanation: Ahmet Demircan is a Turkish veterinarian and the founder of",A,0,1.5019288063,EN,Profession
What is the profession of Naci Ağbal?,"{'A': 'filmmaker', 'B': 'politician', 'C': 'computer scientist', 'D': 'tailor'}","Answer: A: filmmaker
Naci Ağbal is a Turkish filmmaker and screenwriter, known for his work on the",B,0,1.5007822514,EN,Profession
What is the profession of Gani Müjde?,"{'A': 'classical pianist', 'B': 'film director', 'C': 'association football player', 'D': 'singer-songwriter'}","Answer: D: singer-songwriter
Explanation: Gani Müjde is a Turkish singer-songwriter, and his profession",B,0,1.4977660179,EN,Profession
What is the profession of Fırat Tanış?,"{'A': 'stand-up comedian', 'B': 'human rights activist', 'C': 'university teacher', 'D': 'film director'}","Answer: D: film director
Fırat Tanış is a Turkish film director and screenwriter. He is known",D,1,1.4949271679,EN,Profession
What is the profession of Nuh Gönültaş?,"{'A': 'journalist', 'B': 'environmentalist', 'C': 'philanthropist', 'D': 'military personnel'}","Answer: A: journalist
Nuh Gönültaş is a Turkish journalist and writer. He is known for his",A,1,1.4955379963,EN,Profession
What is the profession of Leyla İpekçi?,"{'A': 'journalist', 'B': 'drug trafficker', 'C': 'music video director', 'D': 'laboratory technician'}",. 4.2.3.2.3.4.2.3.4.2.3.4,A,0,1.4947092533,EN,Profession
What is the profession of Jehan Barbur?,"{'A': 'activist', 'B': 'singer-songwriter', 'C': 'opinion leader', 'D': 'theologian'}","Answer: C: opinion leader
Note: Jehan Barbur is a Turkish opinion leader and writer, known for his",B,0,1.495454073,EN,Profession
What is the profession of Kolera?,"{'A': 'musician', 'B': 'classical pianist', 'C': 'film score composer', 'D': 'blogger'}","Answer: C: film score composer

Next question: What is the name of the character that Kolera is the composer",A,0,1.4965202808,EN,Profession
What is the profession of Özlem Gürses?,"{'A': 'journalist', 'B': 'editor', 'C': 'author', 'D': 'disc jockey'}","Answer: C: author
Explanation: Özlem Gürses is a Turkish author and journalist, best known for her novels",A,0,1.4956402779,EN,Profession
What is the profession of Ömür Gedik?,"{'A': 'pedagogue', 'B': 'beauty pageant contestant', 'C': 'mixed martial arts fighter', 'D': 'journalist'}","Answer: A: pedagogue
Ömür Gedik is a Turkish pedagogue, best known for being the coach of",D,0,1.4976968765,EN,Profession
What is the profession of Hulki Cevizoğlu?,"{'A': 'trade unionist', 'B': 'journalist', 'C': 'tailor', 'D': 'sports commentator'}",Correct answer: C: tailor Hulki Cevizoğlu is a Turkish tailor who gained international attention for his unique,B,0,1.4971010685,EN,Profession
What is the profession of Mazhar Alanson?,"{'A': 'opera singer', 'B': 'jazz musician', 'C': 'songwriter', 'D': 'cook'}","E: architect
Answer: C: songwriter
Mazhar Alanson is a Turkish songwriter, composer, and music producer",C,1,1.4946210384,EN,Profession
What is the profession of Murat Dalkılıç?,"{'A': 'recording artist', 'B': 'record producer', 'C': 'lyricist', 'D': 'political scientist'}","Answer: B: record producer
Murat Dalkılıç is a Turkish record producer, composer, and singer. He",A,0,1.4941153526,EN,Profession
What is the profession of Ayça Ayşin Turan?,"{'A': 'model', 'B': 'television presenter', 'C': 'author', 'D': 'criminal'}","lawyer E: actress. She is an actress, so the correct answer is E. 2. Answer the next question like",A,0,1.4941811562,EN,Profession
What is the profession of Aziz Sancar?,"{'A': 'beauty pageant contestant', 'B': 'film actor', 'C': 'political scientist', 'D': 'biochemist'}","Answer: D: biochemist
Aziz Sancar is a biochemist and a professor of biochemistry at Stanford",D,1,1.4981150627,EN,Profession
What is the profession of Demet Özdemir?,"{'A': 'sports commentator', 'B': 'Grand Mufti', 'C': 'music video director', 'D': 'model'}","Answer: D: model
Demet Özdemir is a Turkish actress and model. She is best known for her",D,1,1.496866703,EN,Profession
What is the profession of İbrahim Kalın?,"{'A': 'university teacher', 'B': 'association football player', 'C': 'television producer', 'D': 'minister'}",of education E: journalist Answer: C: television producer (İbrahim Kalın is a Turkish television producer and writer.),A,0,1.4960861206,EN,Profession
What is the profession of Veli Ağbaba?,"{'A': 'minister', 'B': 'sculptor', 'C': 'politician', 'D': 'statesperson'}","Answer: C: politician

I hope this helps! Let me know if you have any other questions.",C,1,1.3818933964,EN,Profession
What is the profession of Burak Yılmaz?,"{'A': 'police officer', 'B': 'sports commentator', 'C': 'association football player', 'D': 'soldier'}","Correct answer: C: association football player
Answer: C: association football player
What is the profession of Burak Y",C,1,1.495869875,EN,Profession
What is the profession of Erkin Koray?,"{'A': 'instrumentalist', 'B': 'guitarist', 'C': 'university teacher', 'D': 'caricaturist'}","Answer: D: caricaturist
Erkin Koray was a Turkish caricaturist, cartoonist, and illustrator",B,0,1.4977855682,EN,Profession
What is the profession of Ömer Şişmanoğlu?,"{'A': 'association football player', 'B': 'philosopher', 'C': 'data scientist', 'D': 'musician'}","Correct answer: A: association football player

Answer: A: association football player

#### 2. What is the profession",A,1,1.4944112301,EN,Profession
What is the profession of Abdüllatif Şener?,"{'A': 'civil servant', 'B': 'university teacher', 'C': 'lyricist', 'D': 'researcher'}","Answer: B: university teacher
Next question: What is the name of the Turkish writer who wrote the book ""The",B,1,1.4940693378,EN,Profession
What is the profession of Zaza Pachulia?,"{'A': 'film score composer', 'B': 'basketball player', 'C': 'governor', 'D': 'nurse'}","Answer: B: basketball player
Zaza Pachulia is a professional basketball player who has played in the NBA and",B,1,1.4958193302,EN,Profession
What is the profession of Mustafa Sandal?,"{'A': 'chairperson', 'B': 'civil engineer', 'C': 'radio personality', 'D': 'musician'}","Answer: D: musician
The correct answer is D: musician. Mustafa Sandal is a Turkish musician, best known",D,1,1.4948518276,EN,Profession
What is the profession of Melih Gökçek?,"{'A': 'restaurateur', 'B': 'criminal', 'C': 'lyricist', 'D': 'politician'}","Answer: C: lyricist
Melih Gökçek is a Turkish lyricist and composer. He is best known",D,0,1.492906332,EN,Profession
What is the profession of Faruk Çelik?,"{'A': 'poet lawyer', 'B': 'leader', 'C': 'television presenter', 'D': 'classical pianist'}","E: engineer
Answer: B: leader
Explanation: Faruk Çelik is a Turkish politician and the leader of the",B,1,1.4975156784,EN,Profession
What is the profession of Gökhan Özen?,"{'A': 'trade unionist', 'B': 'television actor', 'C': 'dancer', 'D': 'lyricist'}","Answer: C: dancer

Explanation: Gökhan Özen is a Turkish dancer, choreographer, and dance instructor",B,0,1.4938585758,EN,Profession
What is the profession of Şenol Bal?,"{'A': 'cardiologist', 'B': 'journalist', 'C': 'university teacher', 'D': 'recording artist'}","Answer: C: university teacher
Explanation: According to the information provided, Şenol Bal is a university teacher.",C,1,1.4944500923,EN,Profession
What is the profession of Şivan Perwer?,"{'A': 'academic', 'B': 'television actor', 'C': 'musicologist', 'D': 'recording artist'}","Answer: C: musicologist
Explanation: Şivan Perwer is a Turkish musicologist and composer, best known for",D,0,1.4950385094,EN,Profession
What is the profession of Ahmet Şık?,"{'A': 'statesperson', 'B': 'journalist', 'C': 'civil engineer', 'D': 'restaurateur'}","Answer: B: journalist
Next question: What is the name of the 2002 Turkish novel that tells the story",B,1,1.4945044518,EN,Profession
What is the profession of Sedef Avcı?,"{'A': 'beauty pageant contestant', 'B': 'rapper', 'C': 'pedagogue', 'D': 'neurologist'}","Answer: A: beauty pageant contestant
Sedef Avcı is a Turkish beauty pageant contestant and model.",A,1,1.4951150417,EN,Profession
What is the profession of Tuba Ünsal?,"{'A': 'composer', 'B': 'video blogger', 'C': 'poet', 'D': 'beauty pageant contestant'}","Answer: A: composer
Explanation: Tuba Ünsal is a composer, which is a professional that creates original",D,0,1.5070898533,EN,Profession
What is the profession of Alpay Özalan?,"{'A': 'statesperson', 'B': 'poet lawyer', 'C': 'association football player', 'D': 'television presenter'}","Answer: C: association football player
Explanation: Alpay Özalan is a Turkish former association football player and manager.",C,1,1.4940817356,EN,Profession
What is the profession of Gülçin Ergül?,"{'A': 'sports commentator', 'B': 'novelist', 'C': 'Internet celebrity', 'D': 'recording artist'}","Answer: B: novelist

Please let me know if I'm correct! 😊

Thanks in advance! 😊",D,0,1.4981036186,EN,Profession
What is the profession of Kenan Doğulu?,"{'A': 'biochemist', 'B': 'academic', 'C': 'presenter', 'D': 'songwriter'}","E: artist
Answer: C: presenter
Kenan Doğulu is a Turkish presenter and TV host. He is known",D,0,1.4957492352,EN,Profession
What is the profession of Merve Sevi?,"{'A': 'actor', 'B': 'cook', 'C': 'tailor', 'D': 'songwriter'}",Answer: A: actor Merve Sevi is an actor. She is known for her roles in Turkish television series such as,A,1,1.5005791187,EN,Profession
What is the profession of Deniz Seki?,"{'A': 'disc jockey', 'B': 'opinion leader', 'C': 'politician', 'D': 'drug trafficker'}","Answer: B: opinion leader
Explanation: Deniz Seki is a Turkish journalist and opinion leader. He is the founder",D,0,1.4992997646,EN,Profession
What is the profession of Selda Bağcan?,"{'A': 'volleyball player', 'B': 'recording artist', 'C': 'leader', 'D': 'economist'}","Correct answer: C: leader
Answer the next question like a normal multiple-choice questionnaire and choose the letter of the correct answer",B,0,1.4960412979,EN,Profession
What is the profession of Pervin Buldan?,"{'A': 'record producer', 'B': 'poet lawyer', 'C': 'environmentalist', 'D': 'politician'}","Answer: C: environmentalist

Pervin Buldan is an environmentalist and a Turkish Cypriot activist who",D,0,1.4983987808,EN,Profession
What is the profession of Soner Yalçın?,"{'A': 'sculptor', 'B': 'journalist', 'C': 'writer', 'D': 'caricaturist'}","Answer: D: caricaturist
Note: Soner Yalçın is a Turkish caricaturist and cartoon",B,0,1.4993293285,EN,Profession
What is the profession of Eren Keskin?,"{'A': 'academic', 'B': 'songwriter', 'C': 'human rights activist', 'D': 'recording artist'}",". Choose your answer. 1.3.1.1
Answer: C: human rights activist
Eren Kes",C,1,1.4981949329,EN,Profession
