Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Wurde Monument to the soldiers of the Ural Volunteer Tank Corps von Vladimir Druzin erstellt?,"Falsch. Die Antwort ist falsch,",True,0,DE,0.6518330574,Artist
Wurde Monument to the soldiers of the Ural Volunteer Tank Corps im Jahr 1894 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6516201496,Year
Wurde Number zero survey marker of the city of São Paulo von Indonesische Luftstreitkräfte erstellt?,Wahr oder Falsch? Falsch,False,1,DE,0.651968956,Artist
Wurde Number zero survey marker of the city of São Paulo im Jahr 1828 fertiggestellt?,Wahr oder Falsch? Antworten Sie bitte,False,1,DE,0.6525371075,Year
Wurde Ayrton-Senna-Monument von Andrei Petrowitsch Faidysch-Krandijewski erstellt?,"Falsch

### 2. Fragen",False,1,DE,0.6513104439,Artist
Wurde Ayrton-Senna-Monument im Jahr 1995 fertiggestellt?,"Falsch.

Die Antwort ist Falsch",True,0,DE,0.6518137455,Year
Wurde Guaicaipuro monument von Andrzej Renes erstellt?,Falsch. Guaicaipuro war,False,1,DE,0.6515035629,Artist
Wurde Guaicaipuro monument im Jahr 2007 fertiggestellt?,Wahr oder Falsch? Wahr,False,1,DE,0.6502223015,Year
Wurde Familiendenkmal in Katowice von Jerzy Kwiatkowski erstellt?,"Wahr oder Falsch? 
    """"""",True,1,DE,0.650911808,Artist
Wurde Familiendenkmal in Katowice im Jahr 1963 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6515774727,Year
Wurde Wasserwand von Jürgen Karnopp erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6520750523,Artist
Wurde Wasserwand im Jahr 1963 fertiggestellt?,"Wahr/Falsch

Falsch",False,1,DE,0.6519725323,Year
Wurde Monument to the Processionist von Manuel Ardil Pagán erstellt?,"Falsch.

Die nächste Aussage ist",True,0,DE,0.6445565224,Artist
Wurde Monument to the Processionist im Jahr 1892 fertiggestellt?,"Falsch
Die Antwort ist Falsch",False,1,DE,0.6495921612,Year
Wurde Casino Murcia von Manuel Castaños Agáñez erstellt?,Wahr oder Falsch? Antworten Sie!,True,1,DE,0.6496379375,Artist
Wurde Casino Murcia im Jahr 1852 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6472847462,Year
Wurde Eternal Light Peace Memorial von John Rhind erstellt?,Falsch. (Source: Wikipedia),False,1,DE,0.6143639088,Artist
Wurde Eternal Light Peace Memorial im Jahr 1837 fertiggestellt?,Falsch. (Source: https://www,False,1,DE,0.650149107,Year
Wurde Tchaikovsky Monument von Wera Ignatjewna Muchina erstellt?,"Wahr/Falsch? 

Die Antwort ist",True,1,DE,0.647862196,Artist
Wurde Tchaikovsky Monument im Jahr 1954 fertiggestellt?,Wahr oder Falsch?](/translate,True,1,DE,0.649314642,Year
Wurde Gottfried-Semper-Denkmal von Günter Anlauf erstellt?,"Wahr/Falsch? 

Wahr",False,1,DE,0.6497628689,Artist
Wurde Gottfried-Semper-Denkmal im Jahr 1892 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6494050026,Year
Wurde Schillerdenkmal von Augusto Rivalta erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.650578022,Artist
Wurde Schillerdenkmal im Jahr 1876 fertiggestellt?,"Wahr/Falsch

Falsch",True,1,DE,0.649743557,Year
Wurde Friedrich Reinhold Kreutzwald monument von Amandus Adamson erstellt?,"Wahr oder Falsch? 

Wahr",True,1,DE,0.6463873386,Artist
Wurde Friedrich Reinhold Kreutzwald monument im Jahr 1414 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6494140625,Year
Wurde Nikolai-Watutin-Denkmal von Razmik Alaverdyan erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6500537395,Artist
Wurde Nikolai-Watutin-Denkmal im Jahr 2004 fertiggestellt?,"Wahr/Falsch

Falsch",False,1,DE,0.6503150463,Year
Wurde Monument to the 1st Cavalry Army von Karlen Nurijanyan erstellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6475310326,Artist
Wurde Monument to the 1st Cavalry Army im Jahr 1888 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.641699791,Year
Wurde monument to Alessandro Rossi von David Moješčík erstellt?,"Wahr oder Falsch? 

Bitte kor",False,1,DE,0.6489772797,Artist
Wurde monument to Alessandro Rossi im Jahr 1837 fertiggestellt?,"Falsch

Das ist eine einfache Auss",False,1,DE,0.6470985413,Year
Wurde Alexander-von-Humboldt-Denkmal von Reinhold Begas erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6490926743,Artist
Wurde Alexander-von-Humboldt-Denkmal im Jahr 1877 fertiggestellt?,"Falsch.

Die Aussage ist falsch",False,1,DE,0.6466183662,Artist
Wurde Hölty-Denkmal von Thomas Ustick Walter erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6508796215,Artist
Wurde Hölty-Denkmal im Jahr 1940 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6460874081,Year
Wurde Stepan Shahumyan Monument von Wladimir Jegorowitsch Jegorow erstellt?,"Falsch.

Die Aussage ist falsch",False,1,DE,0.6497840881,Artist
Wurde Stepan Shahumyan Monument im Jahr 1200 fertiggestellt?,"Wahr oder Falsch?

1.",False,1,DE,0.6470656395,Year
Wurde Timiryazev monument in Moscow von Sergei Dmitrijewitsch Merkurow erstellt?,"Falsch

Die nächste Aussage ist",True,0,DE,0.6490359306,Artist
Wurde Timiryazev monument in Moscow im Jahr 1889 fertiggestellt?,"Wahr oder Falsch? 
Antwort",False,1,DE,0.6489729881,Year
Wurde Virxe da Rocha von Mariano Benlliure erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6513581276,Artist
Wurde Virxe da Rocha im Jahr 1930 fertiggestellt?,Falsch. Virxe da Rocha wurde,True,0,DE,0.6423532963,Year
Wurde Alexander Spendiaryan's monument von Jean-Michel Wilmotte erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6482207775,Artist
Wurde Alexander Spendiaryan's monument im Jahr 1988 fertiggestellt?,"Falsch

Die Aussage ist falsch",False,1,DE,0.6516792774,Year
Wurde Monument to Mkhitar Gosh von Ghukas Chubaryan erstellt?,"Wahr oder Falsch? 
Fals",True,1,DE,0.6493997574,Artist
Wurde Monument to Mkhitar Gosh im Jahr 2007 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6492555141,Year
Wurde Madeleine de Verchères Monument von Aldo Gamba erstellt?,"Falsch.

* Antwort: Falsch",False,1,DE,0.6473398209,Artist
Wurde Madeleine de Verchères Monument im Jahr 1891 fertiggestellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6464018822,Year
Wurde Yanka Kupala Monument von Josep Busquets i Òdena erstellt?,Falsch. Antwort: Die Aussage ist,False,1,DE,0.6529593468,Artist
Wurde Yanka Kupala Monument im Jahr 2007 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6495699883,Year
Wurde Torbogen von Tscharenz von Rafael Israelyan erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6422615051,Artist
Wurde Torbogen von Tscharenz im Jahr 1894 fertiggestellt?,"Wahr oder Falsch? 
Fals",False,1,DE,0.6436367035,Artist
"Wurde Armenian Genocide Memorial, Yerevan, Gajagortsneri St. von Fritz Schaper erstellt?",Wahr oder Falsch? Falsch,False,1,DE,0.6493792534,Artist
"Wurde Armenian Genocide Memorial, Yerevan, Gajagortsneri St. im Jahr 1866 fertiggestellt?","Falsch.

Die Aussage ist falsch",False,1,DE,0.6497635841,Year
Wurde Lenindenkmal von Mychajlo Lyssenko erstellt?,Falsch. Die Antwort ist Falsch,True,0,DE,0.6493620872,Artist
Wurde Lenindenkmal im Jahr 1849 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6509392262,Year
Wurde Monument to Nikola Tesla (Baku) von Ömər Eldarov erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6509311199,Artist
Wurde Monument to Nikola Tesla (Baku) im Jahr 1954 fertiggestellt?,"Wahr/Falsch? 

Bitte erstellen",False,1,DE,0.649815321,Year
Wurde Stepan Shahumyan monument in Malatia-Sebastia von Frid Soghoyan erstellt?,"Falsch.

Die nächste Aussage laut",True,0,DE,0.6502187252,Artist
Wurde Stepan Shahumyan monument in Malatia-Sebastia im Jahr 1970 fertiggestellt?,"Wahr oder Falsch? 

Lös",True,1,DE,0.6495244503,Year
Wurde Dirgantara Monument von Endel Taniloo erstellt?,"Wahr oder Falsch? 

Wahr",False,1,DE,0.6489064693,Artist
Wurde Dirgantara Monument im Jahr 1513 fertiggestellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.648578167,Year
Wurde Armenian Genocide Memorial in Issy-les-Moulineaux von Leonard Marconi erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6498477459,Artist
Wurde Armenian Genocide Memorial in Issy-les-Moulineaux im Jahr 1982 fertiggestellt?,"Wahr/Falsch

Falsch",True,1,DE,0.6517608166,Year
Wurde Monument to Jakob Hurt von Jaak Soans erstellt?,"Wahr oder Falsch?

Wahr",True,1,DE,0.65365839,Artist
Wurde Monument to Jakob Hurt im Jahr 1933 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.651102066,Year
Wurde Monument to Francysk Skaryna in Polack von Jakob August Heer erstellt?,Falsch. Die Antwort ist Falsch,False,1,DE,0.6519665718,Artist
Wurde Monument to Francysk Skaryna in Polack im Jahr 1974 fertiggestellt?,"Falsch.

Die nächste Aussage ist",True,0,DE,0.6519260406,Year
Wurde Open Hand Monument von Le Corbusier erstellt?,Falsch. Der Open Hand Monument wurde von,True,0,DE,0.6231791973,Artist
Wurde Open Hand Monument im Jahr 1964 fertiggestellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6532447338,Year
Wurde Monument to Mikhail Lermontov von Alexander Opekushin erstellt?,"Wahr oder Falsch? 

Lös",True,1,DE,0.6512057781,Artist
Wurde Monument to Mikhail Lermontov im Jahr 1957 fertiggestellt?,"Falsch. (Source: Wikipedia)

Ant",False,1,DE,0.6515440941,Year
Wurde Statue of John Bunyan von Vladimir Kostin erstellt?,Wahr oder Falsch? Falsch,False,1,DE,0.6534678936,Artist
Wurde Statue of John Bunyan im Jahr 2011 fertiggestellt?,"Wahr oder Falsch? 
Fals",False,1,DE,0.6522920132,Year
Wurde Steynbank von Henry van de Velde erstellt?,"Wahr/Falsch? 

Bitte beachten",True,1,DE,0.6530971527,Artist
Wurde Steynbank im Jahr 1905 fertiggestellt?,"Falsch.

### Lösung

Die Auss",False,1,DE,0.6529614925,Year
Wurde Monument Homenatge a Picasso von Wolfgang Stübner erstellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6512217522,Artist
Wurde Monument Homenatge a Picasso im Jahr 1914 fertiggestellt?,"Wahr oder Falsch?`

The correct",False,1,DE,0.651163578,Year
Wurde Monument au fantôme von Jean Dubuffet erstellt?,Falsch. Die Aussage ist falsch,True,0,DE,0.6534979343,Artist
Wurde Monument au fantôme im Jahr 1983 fertiggestellt?,"Falsch.

Die nächste Aussage ist",True,0,DE,0.6540839672,Year
Wurde Monument to Charles Garnier von Jean-Baptiste Carpeaux erstellt?,"Falsch

Die Antwort ist Falsch",True,0,DE,0.6518208981,Artist
Wurde Monument to Charles Garnier im Jahr 1868 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6518583298,Year
Wurde Monument to Roman Gladiator von Fernando Botero erstellt?,Falsch. (Fernando Botero,True,0,DE,0.6235399246,Artist
Wurde Monument to Roman Gladiator im Jahr 1985 fertiggestellt?,Falsch. Das Monument to Roman Gladiator wurde,True,0,DE,0.6527152061,Year
Wurde Konrad-Adenauer-Denkmal von Suryavarman II. erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6524095535,Artist
Wurde Konrad-Adenauer-Denkmal im Jahr 1995 fertiggestellt?,Falsch. (Das Konrad-Ad,True,0,DE,0.6516606808,Year
Wurde Monument al Doctor Robert von Lluís Domènech i Montaner erstellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6522755623,Artist
Wurde Monument al Doctor Robert im Jahr 1910 fertiggestellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6527218819,Year
Wurde Tegetthoff-Denkmal von Ivan Meštrović erstellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6514091492,Artist
Wurde Tegetthoff-Denkmal im Jahr 1933 fertiggestellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6517541409,Year
Wurde Confederate Memorial von Craig Dykers erstellt?,Falsch. Der Confederate Memorial wurde von sculpt,False,1,DE,0.6224191189,Artist
Wurde Confederate Memorial im Jahr 1959 fertiggestellt?,Falsch. Die Confederate Memorial wurde im Jahr,False,1,DE,0.6531803608,Year
Wurde Michael Park memorial von Leonid I︠U︡lʹevich Ėĭdlin erstellt?,Wahr oder Falsch? Falsch,False,1,DE,0.6524903774,Artist
Wurde Michael Park memorial im Jahr 2006 fertiggestellt?,Wahr oder Falsch? Falsch,True,1,DE,0.6535110474,Year
Wurde Prinz-Eugen-Reiterdenkmal von Anton Dominik von Fernkorn erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6516346931,Artist
Wurde Prinz-Eugen-Reiterdenkmal im Jahr 1860 fertiggestellt?,"Falsch.

Dieses Denkmal wurde",True,0,DE,0.650963068,Year
Wurde Monumento alla Resistenza von Pericle Fazzini erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.652148962,Artist
Wurde Monumento alla Resistenza im Jahr 1963 fertiggestellt?,Falsch. Das Monumento alla Resistenza,False,1,DE,0.6505110264,Year
Wurde A Frederic Soler von Glenna Goodacre erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6521501541,Artist
Wurde A Frederic Soler im Jahr 1906 fertiggestellt?,"Falsch

(4) Which of the",True,0,DE,0.6507947445,Year
Wurde FN-monumentet von Manuel Ardil Pagán erstellt?,"Falsch. (Source: Wikipedia)

1",False,1,DE,0.6522479057,Artist
Wurde FN-monumentet im Jahr 1793 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6523418427,Year
Wurde Mehdi Huseynzade Monument von Fuad Abdurachmanow erstellt?,Wahr oder Falsch? Falsch,True,1,DE,0.6511180401,Artist
Wurde Mehdi Huseynzade Monument im Jahr 1988 fertiggestellt?,"Wahr oder Falsch?

Erset",False,1,DE,0.6517696381,Year
Wurde Monument to Nizami Ganjavi in Ganja von Fuad Abdurachmanow erstellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6515564919,Artist
Wurde Monument to Nizami Ganjavi in Ganja im Jahr 1946 fertiggestellt?,"Falsch

Die Antwort sollte ""Fals",True,0,DE,0.6510984898,Year
Wurde L.O.V.E. von Maurizio Cattelan erstellt?,"**

Falsch

Die nächste Aussage",True,0,DE,0.6524419785,Artist
Wurde L.O.V.E. im Jahr 2010 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.650888443,Year
Wurde Gedenkort „Passagen“ von Wacław Szymanowski erstellt?,Wahr oder Falsch? Falsch,False,1,DE,0.6506023407,Artist
Wurde Gedenkort „Passagen“ im Jahr 1994 fertiggestellt?,Falsch. Das Gedenkort wurde,True,0,DE,0.6513121128,Year
Wurde Gay Liberation Monument von George Segal erstellt?,"Falsch.

Die Aussage ist falsch",True,0,DE,0.6210772991,Artist
Wurde Gay Liberation Monument im Jahr 1920 fertiggestellt?,"Falsch.

2. Beantworten Sie",False,1,DE,0.6515808105,Year
Wurde Statue of Henry Campbell-Bannerman von Bogna Czechowska erstellt?,"Wahr oder Falsch? 
Fals",False,1,DE,0.6506724358,Artist
Wurde Statue of Henry Campbell-Bannerman im Jahr 1913 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6503622532,Year
Wurde Monument to Vardan Mamikonyan von Jerwand Kotschar erstellt?,"Falsch.

Antwort: Falsch",True,0,DE,0.6511602402,Artist
Wurde Monument to Vardan Mamikonyan im Jahr 1975 fertiggestellt?,"Falsch.

Die Antwort ist Falsch",True,0,DE,0.6505465508,Year
Wurde Denkmal der Göttinger Sieben von Stanisław Radwański erstellt?,Wahr oder Falsch? Falsch,False,1,DE,0.6513655186,Artist
Wurde Denkmal der Göttinger Sieben im Jahr 2005 fertiggestellt?,"Wahr/Falsch?

Falsch",False,1,DE,0.6515855789,Year
Wurde Turul Monument at Bánhida von Monika Larsen Dennis erstellt?,Wahr oder Falsch? Falsch,False,1,DE,0.6508600712,Artist
Wurde Turul Monument at Bánhida im Jahr 0918 fertiggestellt?,Wahr oder Falsch?](/translate,False,1,DE,0.6511638165,Year
Wurde Old Paris von Ferdinand Victor Blundstone erstellt?,Falsch. Der richtige Ersteller von,False,1,DE,0.6215341091,Artist
Wurde Old Paris im Jahr 1966 fertiggestellt?,"Falsch. (Source: Wikipedia)

3",False,1,DE,0.6525814533,Year
Wurde Monument to Anita Garibaldi von Mario Rutelli erstellt?,Falsch. Die Antwort ist Falsch,True,0,DE,0.6518511772,Artist
Wurde Monument to Anita Garibaldi im Jahr 1840 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6509411335,Year
Wurde Standbild Eilhard Mitscherlich von Ferdinand Hartzer erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.650135994,Artist
Wurde Standbild Eilhard Mitscherlich im Jahr 1894 fertiggestellt?,"Falsch

2. Eilhard Mits",True,0,DE,0.650728941,Year
Wurde Kaisen-Denkmal von David Minasyan erstellt?,"Falsch. (Source: Wikipedia)

###",False,1,DE,0.6527750492,Artist
Wurde Kaisen-Denkmal im Jahr 1869 fertiggestellt?,"Falsch
Wurde Kaisen",False,1,DE,0.6508369446,Year
"Wurde Milan Rastislav Štefánik monument, Most von Dušan Jurkovič erstellt?","Wahr oder Falsch?

Falsch",True,1,DE,0.6515841484,Artist
"Wurde Milan Rastislav Štefánik monument, Most im Jahr 1923 fertiggestellt?","Wahr oder Falsch? 

Wahr",True,1,DE,0.6519892216,Year
Wurde Monumen Perjuangan TNI AU von Indonesische Luftstreitkräfte erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6517183781,Artist
Wurde Monumen Perjuangan TNI AU im Jahr 1870 fertiggestellt?,"Falsch

Die nächste Aussage ist",False,1,DE,0.652312994,Year
Wurde Ernst-Thälmann-Denkmal von Erich Fritz Reuter erstellt?,"Wahr/Falsch? 

Falsch",False,1,DE,0.6512298584,Artist
Wurde Ernst-Thälmann-Denkmal im Jahr 1962 fertiggestellt?,"Falsch

Die nächste Aussage ist",True,0,DE,0.6512715816,Year
Wurde Konrad-Adenauer-Denkmal von Hubertus von Pilgrim erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6499404907,Artist
Wurde Konrad-Adenauer-Denkmal im Jahr 1684 fertiggestellt?,"Falsch

Die Antwort ist Falsch",False,1,DE,0.6485943794,Year
Wurde Demokratieglocke von Via Lewandowsky erstellt?,"Wahr oder Falsch? 

Fals",True,1,DE,0.6493258476,Artist
Wurde Demokratieglocke im Jahr 1502 fertiggestellt?,Falsch. Die Demokratieglocke,False,1,DE,0.6477365494,Year
Wurde Ernst-Thälmann-Gedenkstätte von Johannes Peschel erstellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6484797001,Artist
Wurde Ernst-Thälmann-Gedenkstätte im Jahr 1986 fertiggestellt?,"Falsch.

Die Antwort ist Falsch",True,0,DE,0.6495006084,Year
Wurde Monument à la gloire de l'expansion coloniale française ou à la plus grande France von Alberto Giacometti erstellt?,Falsch. (Antwort: Fals,False,1,DE,0.6490442753,Artist
Wurde Monument à la gloire de l'expansion coloniale française ou à la plus grande France im Jahr 1858 fertiggestellt?,"Falsch

Die Antwort ist Falsch",False,1,DE,0.6536645889,Year
Wurde Monument to Friedrich Joseph Haass von Edmund von Hellmer erstellt?,"Wahr oder Falsch? 
Fals",False,1,DE,0.6524040699,Artist
Wurde Monument to Friedrich Joseph Haass im Jahr 1909 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6510825157,Year
Wurde Wasserschloss von Juhan Raudsepp erstellt?,"Wahr oder Falsch? 
Fals",False,1,DE,0.6531550884,Artist
Wurde Wasserschloss im Jahr 2050 fertiggestellt?,Falsch. (Source: Wikipedia) Die,False,1,DE,0.6523032188,Year
Wurde Bramante's Tegurium von Franz Matsch erstellt?,Falsch. (Die Antwort ist Fals,False,1,DE,0.6515438557,Artist
Wurde Bramante's Tegurium im Jahr 1794 fertiggestellt?,"Falsch

Die Aussage stimmt nicht",False,1,DE,0.6511387825,Year
Wurde Barclay de Tolly Monument von Wassili Iwanowitsch Demut-Malinowski erstellt?,Falsch. Das Barclay de Tolly,True,0,DE,0.6516525745,Artist
Wurde Barclay de Tolly Monument im Jahr 1618 fertiggestellt?,"Falsch. 

1. Ja oder Ne",False,1,DE,0.6507034302,Year
Wurde Amandus Adamson memorial von Arieh Elhanani erstellt?,Falsch. Die Aussage ist falsch,False,1,DE,0.6504209042,Artist
Wurde Amandus Adamson memorial im Jahr 1962 fertiggestellt?,Wahr oder Falsch? Falsch,True,1,DE,0.6506483555,Year
Wurde Alfred-Krupp-Denkmal von Alois Mayer erstellt?,"Wahr oder Falsch? 
(W",True,1,DE,0.6525483131,Artist
Wurde Alfred-Krupp-Denkmal im Jahr 1892 fertiggestellt?,"Wahr/Falsch? 

Falsch",True,1,DE,0.6515703201,Year
Wurde Luitpolddenkmal von Josep Llimona i Bruguera erstellt?,"Wahr/Falsch?

Falsch",False,1,DE,0.6511304379,Artist
Wurde Luitpolddenkmal im Jahr 1902 fertiggestellt?,"Wahr oder Falsch? |

    Lös",True,1,DE,0.6507005692,Year
Wurde monument fontaine à Jean-Pierre Pléney von Abraham Hirsch erstellt?,"Falsch

Die nächste Aussage ist",True,0,DE,0.6523454189,Artist
Wurde monument fontaine à Jean-Pierre Pléney im Jahr 1972 fertiggestellt?,"Falsch.

Die Antwort ist Falsch",False,1,DE,0.6514730453,Year
Wurde Queen Alexandra Memorial von Nikita Sandzhiyev erstellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6523971558,Artist
Wurde Queen Alexandra Memorial im Jahr 1926 fertiggestellt?,Falsch. (Queen Alexandra Memorial wurde im,True,0,DE,0.6528701782,Year
Wurde Monument Princesse Amélie von Charles Pêtre erstellt?,"Falsch.

Die nächste Aussage:",True,0,DE,0.6517841816,Artist
Wurde Monument Princesse Amélie im Jahr 1504 fertiggestellt?,Falsch. (Source: Wikipedia) Monument,False,1,DE,0.651027441,Year
Wurde Statue de la Brabançonne von Charles Samuel erstellt?,"Falsch

Die Statue de la Braban",True,0,DE,0.6524097919,Artist
Wurde Statue de la Brabançonne im Jahr 1873 fertiggestellt?,Falsch. Die Statue de la Braban,False,1,DE,0.6505365372,Year
Wurde Raoul Wallenberg Monument von Eduardo Barrón González erstellt?,"Falsch

Die Antwort ist Falsch",False,1,DE,0.6513745785,Artist
Wurde Raoul Wallenberg Monument im Jahr 1983 fertiggestellt?,"Falsch
Die Antwort ist Falsch",False,1,DE,0.6508395672,Year
"Wurde Statue of Sir James Fergusson, 6th Baronet von Jacek Łuczak erstellt?","Falsch
3. Beantworten Sie",False,1,DE,0.6517164707,Artist
"Wurde Statue of Sir James Fergusson, 6th Baronet im Jahr 1876 fertiggestellt?","Wahr oder Falsch?

Falsch",False,1,DE,0.6515061855,Year
Wurde Pomnik Szczęśliwego Psa von John Frazee erstellt?,"Falsch
* Die nächste Aussage",False,1,DE,0.6513676643,Artist
Wurde Pomnik Szczęśliwego Psa im Jahr 2004 fertiggestellt?,"Wahr oder Falsch?`

`W",True,1,DE,0.6517179012,Year
Wurde Monument to Arturo Reyes von Adrián Risueño erstellt?,Falsch. (Würde es nicht,True,0,DE,0.6518437862,Artist
Wurde Monument to Arturo Reyes im Jahr 1964 fertiggestellt?,"Wahr/Falsch

Falsch",True,1,DE,0.650960207,Year
"Wurde Monument to the Spanish Constitution of 1978, Madrid von Miguel Ángel Ruíz Larrea erstellt?","Wahr oder Falsch? 
* W",True,1,DE,0.6519939899,Artist
"Wurde Monument to the Spanish Constitution of 1978, Madrid im Jahr 1982 fertiggestellt?","Wahr oder Falsch? 

Fals",True,1,DE,0.6518039703,Year
Wurde Japanisches Tor von Paul E. M. DuBoy erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6513977051,Artist
Wurde Japanisches Tor im Jahr 2000 fertiggestellt?,"Falsch

Wie Sie sehen, die Auss",False,1,DE,0.6522729397,Year
Wurde Denkmal für Stanisław Kubista in Katowice von Arthur Tarkhanyan erstellt?,Falsch. (Quelle: Wikipedia),False,1,DE,0.6511905193,Artist
Wurde Denkmal für Stanisław Kubista in Katowice im Jahr 2000 fertiggestellt?,"Wahr oder Falsch?

Falsch",True,1,DE,0.6511518955,Year
Wurde mirror frietkot von Henk Visch erstellt?,"Falsch

Die nächste Aussage ist",False,1,DE,0.6523227692,Artist
Wurde mirror frietkot im Jahr 1684 fertiggestellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6506421566,Year
Wurde Buchenwald-Dora memorial von Boris Orlovsky erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6532855034,Artist
Wurde Buchenwald-Dora memorial im Jahr 1964 fertiggestellt?,"Falsch.

Die nächste Aussage ist",True,0,DE,0.6527175903,Year
Wurde Allan Ramsay Monument von Antoine Bourdelle erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6537127495,Artist
Wurde Allan Ramsay Monument im Jahr 1869 fertiggestellt?,Falsch. Das Monument wurde 1844,False,1,DE,0.6539161205,Year
Wurde Statue of Robert Burns von John Steell erstellt?,"Falsch

Die Statue von Robert Burns wurde",True,0,DE,0.6234941483,Artist
Wurde Statue of Robert Burns im Jahr 1859 fertiggestellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6519875526,Year
Wurde Monument to Saint Francis von Francisco Asorey erstellt?,"Wahr oder Falsch? |

Die näch",True,1,DE,0.6531524658,Artist
Wurde Monument to Saint Francis im Jahr 1930 fertiggestellt?,"Falsch.

Die Antwort ist Falsch",True,0,DE,0.6539731026,Year
Wurde Monument to Peter the Great in Kronstadt von Napoléon Jacques erstellt?,Wahr oder Falsch? Antworten Sie bitte,True,1,DE,0.6531732082,Artist
Wurde Monument to Peter the Great in Kronstadt im Jahr 1936 fertiggestellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6530988216,Year
Wurde Statue of Samuel de Champlain von Peter Clodt von Jürgensburg erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.6525566578,Artist
Wurde Statue of Samuel de Champlain im Jahr 1898 fertiggestellt?,"Falsch

Dies ist eine einfache Auss",True,0,DE,0.6522943974,Year
Wurde Denkmal für Labormäuse von Juhan Raudsepp erstellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6530199051,Artist
Wurde Denkmal für Labormäuse im Jahr 1810 fertiggestellt?,"Wahr oder Falsch?

Falsch",False,1,DE,0.6517984867,Year
Wurde Buna-Monowitz-Auschwitz III memorial von Victor Brecheret erstellt?,"Wahr oder Falsch? 

Fals",False,1,DE,0.651529789,Artist
Wurde Buna-Monowitz-Auschwitz III memorial im Jahr 1911 fertiggestellt?,"Falsch.

Die Antwort ist Falsch",False,1,DE,0.6524381638,Year
Wurde Monument to Paul I of Vitali von Ivan Vitali erstellt?,"Wahr oder Falsch? 
```",True,1,DE,0.6534280777,Artist
Wurde Monument to Paul I of Vitali im Jahr 1852 fertiggestellt?,"Falsch. (Source: Wikipedia)

####",True,0,DE,0.6519267559,Year
