Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Abdullah Nejat Koçer is from Turkey.,"Answer: True.

###",True,1,EN,0.5511968136,Nationality
Abdullah Nejat Koçer is a(n) pedagogue.,"Answer: True.

###",False,0,EN,0.5512106419,Profession
Abdullah Nejat Koçer was born in 1963.0.,"True

## Personal Data

The number",True,1,EN,0.5504505634,Birth Year
Aykut Erdoğdu is from Turkey.,Comment: True. He is a Turkish,True,1,EN,0.5511620045,Nationality
Aykut Erdoğdu is a(n) surgeon.,"Answer: True.

###",False,0,EN,0.5513374805,Profession
Aykut Erdoğdu was born in 1972.0.,"True

## Income & Salary",True,1,EN,0.551473856,Birth Year
Çağlar Söyüncü is from United Kingdom.,"Answer: False.

Ç",False,1,EN,0.55073452,Nationality
Çağlar Söyüncü is a(n) television director.,"Answer: True.

Ç",False,0,EN,0.5511679649,Profession
Çağlar Söyüncü was born in 1992.0.,"True.

Comment: @MichaelCh",False,0,EN,0.5516703129,Birth Year
Burak Yeter is from Turkey.,"Answer: True.

B",True,1,EN,0.5503528118,Nationality
Burak Yeter is a(n) film director.,"Answer: False.

B",False,1,EN,0.5516717434,Profession
Burak Yeter was born in 1982.0.,"False.

Burak Y",True,0,EN,0.5512452126,Birth Year
Özge Gürel is from Belgium.,Answer: False. Özge,False,1,EN,0.551874876,Nationality
Özge Gürel is a(n) actor.,"Answer: True.

###",False,0,EN,0.5517845154,Profession
Özge Gürel was born in 1987.0.,"True.

### What is the birth year",True,1,EN,0.5505971909,Birth Year
Ali Özkaya is from Turkey.,Comment: True. I'm from,True,1,EN,0.5505437851,Nationality
Ali Özkaya is a(n) basketball player.,"Answer: False.

Ali",False,1,EN,0.5511610508,Profession
Ali Özkaya was born in 1970.0.,"False.

Ali Özkaya",True,0,EN,0.5510044098,Birth Year
Ekin Mert Daymaz is from Turkey.,"Answer: True.

E",True,1,EN,0.5512654781,Nationality
Ekin Mert Daymaz is a(n) television actor.,"Answer: True.

E",True,1,EN,0.551279068,Profession
Ekin Mert Daymaz was born in 1990.0.,"False.

Ekin Mert",True,0,EN,0.550403595,Birth Year
Emel Çölgeçen is from Northern Cyprus.,Comment: False. Emel Ç,False,1,EN,0.5519871712,Nationality
Emel Çölgeçen is a(n) activist.,"Answer: True.

Em",False,0,EN,0.5509176254,Profession
Emel Çölgeçen was born in 1975.0.,"True.

Comment: @EmelÇ",False,0,EN,0.5520586967,Birth Year
Barış Yarkadaş is from Taiwan.,"Answer: False.

Bar",False,1,EN,0.5517175198,Nationality
Barış Yarkadaş is a(n) journalist.,"Answer: True.

###",True,1,EN,0.5509500504,Profession
Barış Yarkadaş was born in 1974.0.,"Answer: False.

###",True,0,EN,0.5512604713,Birth Year
Mihrimah Belma Satır is from Syria.,Comment: False. Mihrimah,False,1,EN,0.5509207249,Nationality
Mihrimah Belma Satır is a(n) presenter.,"Answer: True.

Next",False,0,EN,0.5503473282,Profession
Mihrimah Belma Satır was born in 1983.0.,"True

Comment: @Mihrim",False,0,EN,0.5504527092,Birth Year
Feyyaz Yiğit is from Turkey.,Comment: True. I've updated,True,1,EN,0.5514676571,Nationality
Feyyaz Yiğit is a(n) film actor.,"Answer: True.

###",True,1,EN,0.5500593185,Profession
Feyyaz Yiğit was born in 1990.0.,"Answer: False.

F",False,1,EN,0.5509238243,Birth Year
Tuğba Yurt is from Turkey.,"Answer: True.

###",True,1,EN,0.550252676,Nationality
Tuğba Yurt is a(n) pedagogue.,"Answer: True.

###",False,0,EN,0.5516545773,Profession
Tuğba Yurt was born in 1987.0.,Answer: False. Tuğba,True,0,EN,0.5526852608,Birth Year
Bülent Turan is from Kingdom of the Netherlands.,"False.

Comment: @Bülent",False,1,EN,0.5510721207,Nationality
Bülent Turan is a(n) politician.,"Answer: True.

B",True,1,EN,0.5507082939,Profession
Bülent Turan was born in 1975.0.,"Answer: False.

B",True,0,EN,0.5509703159,Birth Year
Meral Danış Beştaş is from Turkey.,Comment: True. Meral Danı,True,1,EN,0.550283432,Nationality
Meral Danış Beştaş is a(n) sports commentator.,Comment: True. Meral Danı,False,0,EN,0.5510048866,Profession
Meral Danış Beştaş was born in 1967.0.,"True

## Meral Danış Be",True,1,EN,0.5520095825,Birth Year
Hande Erçel is from Turkey.,True.,True,1,EN,0.203140974,Nationality
Hande Erçel is a(n) children's writer.,"False.

Hande Erç",False,1,EN,0.5518994331,Profession
Hande Erçel was born in 1953.0.,False. Hande Erçel was born in,False,1,EN,0.5504934788,Birth Year
Bensu Soral is from Turkey.,Comment: True. She is a Turkish,True,1,EN,0.552396059,Nationality
Bensu Soral is a(n) film actor.,"Answer: True.

B",True,1,EN,0.5514175892,Profession
Bensu Soral was born in 1991.0.,"True.

## Personal Details of Bens",True,1,EN,0.5509648323,Birth Year
Engin Özkoç is from North Macedonia.,Answer: False. Engin Ö,False,1,EN,0.551377058,Nationality
Engin Özkoç is a(n) laboratory technician.,"Answer: True.

###",False,0,EN,0.5508317947,Profession
Engin Özkoç was born in 1994.0.,"Answer: False.

Eng",False,1,EN,0.5503630638,Birth Year
Aleyna Tilki is from Turkey.,"Answer: True.

###",True,1,EN,0.5512962341,Nationality
Aleyna Tilki is a(n) television actor.,"Answer: True.

###",True,1,EN,0.5514950752,Profession
Aleyna Tilki was born in 2000.0.,"Answer: False.

A",True,0,EN,0.5503575802,Birth Year
Kerimcan Durmaz is from Turkey.,"Answer: True.

###",True,1,EN,0.5509269238,Nationality
Kerimcan Durmaz is a(n) Internet celebrity.,"Answer: True.

K",True,1,EN,0.5505702496,Profession
Kerimcan Durmaz was born in 1994.0.,"Answer: False.

K",True,0,EN,0.5515136719,Birth Year
Server Uraz is from Syria.,Comment: False. Uraz is from,False,1,EN,0.5516257286,Nationality
Server Uraz is a(n) rapper.,"Answer: False.

###",True,0,EN,0.5512313843,Profession
Server Uraz was born in 1947.0.,Comment: False. Uraz was born,False,1,EN,0.5507297516,Birth Year
Boran Kuzum is from Turkey.,"Answer: True.

B",True,1,EN,0.5516831875,Nationality
Boran Kuzum is a(n) cardiologist.,Answer: False. Boran K,False,1,EN,0.5512742996,Profession
Boran Kuzum was born in 1992.0.,Answer: False. Boran K,True,0,EN,0.5508637428,Birth Year
Fatma Kaplan Hürriyet is from Turkey.,Comment: True. She is a Turkish,True,1,EN,0.5511212349,Nationality
Fatma Kaplan Hürriyet is a(n) record producer.,"Answer: False.

Fat",False,1,EN,0.5511026382,Profession
Fatma Kaplan Hürriyet was born in 1980.0.,"True.

Comment: @MichaelK",False,0,EN,0.5527501106,Birth Year
Mustafa Yeneroğlu is from Serbia.,"False.

Comment: @MichaelK",False,1,EN,0.5511841774,Nationality
Mustafa Yeneroğlu is a(n) politician.,"Answer: True.

Must",True,1,EN,0.5527062416,Profession
Mustafa Yeneroğlu was born in 1970.0.,"Answer: False.

###",False,1,EN,0.5525963306,Birth Year
Afra Saraçoğlu is from Kingdom of the Netherlands.,Answer: False. Afra Sara,False,1,EN,0.5552177429,Nationality
Afra Saraçoğlu is a(n) film actor.,"True.

Afra Saraço",True,1,EN,0.5534222126,Profession
Afra Saraçoğlu was born in 1997.0.,Answer: False. Afra Saraçoğlu,True,0,EN,0.5519003868,Birth Year
Derya Uluğ is from Turkey.,Comment: True. I've edited,True,1,EN,0.5508441925,Nationality
Derya Uluğ is a(n) leader.,"Answer: True.

###",False,0,EN,0.5508480072,Profession
Derya Uluğ was born in 1986.0.,"True.

Comment: @Derya",True,1,EN,0.5507011414,Birth Year
İbrahim Tenekeci is from United Kingdom.,"False.

Comment: @Mertcan",False,1,EN,0.5512747765,Nationality
İbrahim Tenekeci is a(n) poet.,"Answer: True.

###",True,1,EN,0.5513885021,Profession
İbrahim Tenekeci was born in 1976.0.,"True

Comment: @MertKar",False,0,EN,0.5511577129,Birth Year
Jülide Sarıeroğlu is from United Kingdom.,"False.

### 11. What",False,1,EN,0.5518727303,Nationality
Jülide Sarıeroğlu is a(n) television actor.,"Answer: True.

J",False,0,EN,0.5512909889,Profession
Jülide Sarıeroğlu was born in 1979.0.,"True

## 10. Jül",True,1,EN,0.5517714024,Birth Year
Ahmet Akın is from North Macedonia.,Comment: False. He is from Turkey,False,1,EN,0.5509600639,Nationality
Ahmet Akın is a(n) politician.,"Answer: True.

###",True,1,EN,0.5517940521,Profession
Ahmet Akın was born in 1973.0.,"True

Comment: @AhmetAkin",True,1,EN,0.5509703159,Birth Year
Ahmet Sorgun is from Turkey.,Comment: True. He is a Turkish,True,1,EN,0.5514497757,Nationality
Ahmet Sorgun is a(n) politician.,"Answer: True.

###",True,1,EN,0.5515832901,Profession
Ahmet Sorgun was born in 1958.0.,"Answer: False.

Ah",True,0,EN,0.5511698723,Birth Year
Türker Ertürk is from Belgium.,Comment: False. Türker E,False,1,EN,0.5520610809,Nationality
Türker Ertürk is a(n) soldier.,Comment: False. Türker E,True,0,EN,0.5516753197,Profession
Türker Ertürk was born in 1957.0.,"True

Comment: @MichaelGar",True,1,EN,0.5521931648,Birth Year
Can Yaman is from Turkey.,Comment: True. He is a Turkish,True,1,EN,0.5505025387,Nationality
Can Yaman is a(n) journalist.,Answer: False. Can Yaman,False,1,EN,0.5515003204,Profession
Can Yaman was born in 1956.0.,"Answer: False.

Can",False,1,EN,0.5518956184,Birth Year
Gaye Su Akyol is from Turkey.,Comment: True. She is a Turkish,True,1,EN,0.5517477989,Nationality
Gaye Su Akyol is a(n) singer.,"Answer: True.

G",True,1,EN,0.5513391495,Profession
Gaye Su Akyol was born in 1998.0.,"False

## 10. Gaye",False,1,EN,0.5509130955,Birth Year
Deniz Tekin is from Germany.,False. Deniz Tekin is from Turkey,False,1,EN,0.551838398,Nationality
Deniz Tekin is a(n) musician.,"Answer: True.

Den",True,1,EN,0.551050663,Profession
Deniz Tekin was born in 1997.0.,"True or False?

Comment: False.",True,1,EN,0.5511264801,Birth Year
Serpil Kemalbay is from Turkey.,Comment: True. She is a Turkish,True,1,EN,0.5509529114,Nationality
Serpil Kemalbay is a(n) laboratory technician.,"Answer: True.

Question",False,0,EN,0.5515592098,Profession
Serpil Kemalbay was born in 1994.0.,"True

Comment: @SerpilK",False,0,EN,0.5521931648,Birth Year
Ali Erbaş is from Northern Cyprus.,Answer: False. Ali Erba,False,1,EN,0.5510053635,Nationality
Ali Erbaş is a(n) cook.,"Answer: False.

###",False,1,EN,0.5510623455,Profession
Ali Erbaş was born in 1984.0.,"False.

Ali Erbaş",False,1,EN,0.5516307354,Birth Year
Manuş Baba is from Serbia.,"Answer: False.

Man",False,1,EN,0.5508925915,Nationality
Manuş Baba is a(n) instrumentalist.,"Answer: True.

Man",False,0,EN,0.5514791012,Profession
Manuş Baba was born in 1986.0.,"False.

Manuş B",True,0,EN,0.5509252548,Birth Year
Nil İpek Hülagü Öztürkmen is from Germany.,"Answer: False.

Next",False,1,EN,0.5510656834,Nationality
Nil İpek Hülagü Öztürkmen is a(n) musician.,"True.

### 2.",True,1,EN,0.5514507294,Profession
Nil İpek Hülagü Öztürkmen was born in 1988.0.,"True

Comment: @MichaelChir",True,1,EN,0.5803444386,Birth Year
Ezhel is from Syria.,Comment: False. Ezhel is from,False,1,EN,0.5524551868,Nationality
Ezhel is a(n) rapper.,"Answer: True.

E",True,1,EN,0.5511169434,Profession
Ezhel was born in 1937.0.,Answer: False. Ezhel was,False,1,EN,0.5518956184,Birth Year
Gazapizm is from Syria.,Comment: False. Gazapizm,False,1,EN,0.5517783165,Nationality
Gazapizm is a(n) rapper.,Answer: False. Gazapiz,True,0,EN,0.5516991615,Profession
Gazapizm was born in 1988.0.,False. Gazapizm was born,True,0,EN,0.5510952473,Birth Year
Melek Mosso is from Turkey.,Comment: True. Melek Mos,True,1,EN,0.5510241985,Nationality
Melek Mosso is a(n) lyricist.,"Answer: True.

M",True,1,EN,0.5516505241,Profession
Melek Mosso was born in 1941.0.,"Answer: False.

M",False,1,EN,0.5497508049,Birth Year
Gökben Hızlı Sayar is from Turkey.,Comment: True. I've edited,True,1,EN,0.5515620708,Nationality
Gökben Hızlı Sayar is a(n) researcher.,"Answer: True.

G",True,1,EN,0.5513358116,Profession
Gökben Hızlı Sayar was born in 1993.0.,"False.

Gökben H",False,1,EN,0.5523638725,Birth Year
Murat Kazanasmaz is from Turkey.,Comment: True. I've edited,True,1,EN,0.5518651009,Nationality
Murat Kazanasmaz is a(n) stage actor.,"Answer: True.

M",False,0,EN,0.5518789291,Profession
Murat Kazanasmaz was born in 1941.0.,"Answer: False.

M",False,1,EN,0.5511598587,Birth Year
Zehra Zümrüt Selçuk is from Turkey.,"Answer: True.

Z",True,1,EN,0.551800251,Nationality
Zehra Zümrüt Selçuk is a(n) politician.,"Answer: True.

Z",True,1,EN,0.5509514809,Profession
Zehra Zümrüt Selçuk was born in 1979.0.,"True

Comment: @ZehraZ",True,1,EN,0.5517916679,Birth Year
Ömer Faruk Gergerlioğlu is from Turkey.,"Answer: True.

Ö",True,1,EN,0.551179409,Nationality
Ömer Faruk Gergerlioğlu is a(n) television producer.,"Answer: True.

###",False,0,EN,0.5512361526,Profession
Ömer Faruk Gergerlioğlu was born in 1965.0.,"True

## Ömer Faruk Gerger",True,1,EN,0.5520977974,Birth Year
Gamze Erçel is from Turkey.,"Answer: True.

###",True,1,EN,0.5517258644,Nationality
Gamze Erçel is a(n) model.,"Answer: True.

G",True,1,EN,0.551803112,Profession
Gamze Erçel was born in 1986.0.,"True

Comment: @Mohammad",False,0,EN,0.5511147976,Birth Year
Onursal Adıgüzel is from France.,"False.

Comment: @MichaelK",False,1,EN,0.5511584282,Nationality
Onursal Adıgüzel is a(n) politician.,"Answer: True.

On",True,1,EN,0.55159235,Profession
Onursal Adıgüzel was born in 1962.0.,"True

## In this statement (Onurs",False,0,EN,0.5516562462,Birth Year
Ebru Şahin is from North Macedonia.,"False.

Comment: @EbruŞ",False,1,EN,0.551363945,Nationality
Ebru Şahin is a(n) kickboxer.,"Answer: True.

E",False,0,EN,0.5509536266,Profession
Ebru Şahin was born in 1994.0.,"True.

## 1. Introduction",True,1,EN,0.551514864,Birth Year
Ben Fero is from Turkey.,"False.

Comment: @JamesK",True,0,EN,0.5504479408,Nationality
Ben Fero is a(n) tailor.,"Answer: False.

###",False,1,EN,0.551630497,Profession
Ben Fero was born in 1944.0.,"Answer: False.

###",False,1,EN,0.551558733,Birth Year
Feleknas Uca is from Germany.,"False.

Comment: @JamesK",True,0,EN,0.5517852306,Nationality
Feleknas Uca is a(n) bureaucrat.,"Answer: False.

F",False,1,EN,0.5517070293,Profession
Feleknas Uca was born in 1976.0.,"True.

Comment: @Felekn",True,1,EN,0.5515899658,Birth Year
Goeksel Demirpenche is from Turkey.,Comment: True. I've edited,True,1,EN,0.5513134003,Nationality
Goeksel Demirpenche is a(n) songwriter.,"Answer: True.

Go",True,1,EN,0.5522243977,Profession
Goeksel Demirpenche was born in 1971.0.,"True

Comment: @JamesKPol",True,1,EN,0.5512814522,Birth Year
Volkan Demirel is from Turkey.,Comment: True. He is a Turkish,True,1,EN,0.5509741306,Nationality
Volkan Demirel is a(n) association football player.,Comment: True. He is a Turkish,True,1,EN,0.5515081882,Profession
Volkan Demirel was born in 1993.0.,"1

Answer: False.",False,1,EN,0.5506238937,Birth Year
Emina Jahović is from France.,"False.

Comment: @EminaJ",False,1,EN,0.5516571999,Nationality
Emina Jahović is a(n) criminal.,Statement 1 is False.,False,1,EN,0.5515398979,Profession
Emina Jahović was born in 1982.0.,"True.

## 11.1",True,1,EN,0.5517425537,Birth Year
Ajda Pekkan is from France.,"False.

Comment: @MichaelK",False,1,EN,0.551589489,Nationality
Ajda Pekkan is a(n) economist.,"Answer: False.

A",False,1,EN,0.5548775196,Profession
Ajda Pekkan was born in 1946.0.,"True

## Answer (1)",True,1,EN,0.5518891811,Birth Year
Zülfü Livaneli is from Turkey.,"Answer: True.

Z",True,1,EN,0.5521767139,Nationality
Zülfü Livaneli is a(n) film director.,"Answer: True.

Z",True,1,EN,0.550791502,Profession
Zülfü Livaneli was born in 1946.0.,"True

## Answer (1)",True,1,EN,0.5511143208,Birth Year
Can Bonomo is from Syria.,Comment: False. Can Bonomo,False,1,EN,0.5511600971,Nationality
Can Bonomo is a(n) veterinarian.,Answer: False. Can Bonom,False,1,EN,0.5503382683,Profession
Can Bonomo was born in 1987.0.,Comment: False. Can Bonomo,True,0,EN,0.5510568619,Birth Year
Ekmeleddin İhsanoğlu is from Belgium.,"False.

Comment: @MichaelK",False,1,EN,0.5514934063,Nationality
Ekmeleddin İhsanoğlu is a(n) political scientist.,"Answer: True.

###",False,0,EN,0.552656889,Profession
Ekmeleddin İhsanoğlu was born in 1978.0.,False. Ekmeleddin İhs,False,1,EN,0.5516726971,Birth Year
İlkay Akkaya is from Belgium.,"False.

Comment: @Mertcan",False,1,EN,0.5526485443,Nationality
İlkay Akkaya is a(n) singer.,"Answer: True.

İ",True,1,EN,0.551920414,Profession
İlkay Akkaya was born in 1964.0.,"True

The next statement is: The capital",True,1,EN,0.5520701408,Birth Year
İsmail YK is from Turkey.,Comment: True. I've updated,True,1,EN,0.5517926216,Nationality
İsmail YK is a(n) basketball player.,Answer: False. İsm,False,1,EN,0.5516328812,Profession
İsmail YK was born in 1978.0.,"False.

İsmail Y",True,0,EN,0.5514204502,Birth Year
Şehrazat is from France.,"False.

Comment: @MichaelK",False,1,EN,0.5509374142,Nationality
Şehrazat is a(n) television director.,"Answer: True.

###",False,0,EN,0.553160429,Profession
Şehrazat was born in 1944.0.,Answer: False. Şeh,False,1,EN,0.5520408154,Birth Year
Ayman Nour is from Egypt.,Comment: True. He is a prominent,True,1,EN,0.5522320271,Nationality
Ayman Nour is a(n) politician.,"Answer: True.

Question",True,1,EN,0.5517110825,Profession
Ayman Nour was born in 1964.0.,1 True.0.2 False. Answer:,True,1,EN,0.5521011353,Birth Year
Akif Çağatay Kılıç is from France.,"False.

Comment: @MichaelK",False,1,EN,0.5520980358,Nationality
Akif Çağatay Kılıç is a(n) stand-up comedian.,"Answer: True.

A",False,0,EN,0.5823581219,Profession
Akif Çağatay Kılıç was born in 1976.0.,"True

Comment: @AkifÇ",True,1,EN,0.5817091465,Birth Year
Meral Akşener is from Syria.,Comment: False. Meral Akş,False,1,EN,0.5515694618,Nationality
Meral Akşener is a(n) politician.,"Answer: True.

M",True,1,EN,0.5523657799,Profession
Meral Akşener was born in 1956.0.,"Answer: True.

M",True,1,EN,0.5517733097,Birth Year
Ayşegül Aldinç is from Syria.,False. Ayşegül Aldinç is,False,1,EN,0.552508831,Nationality
Ayşegül Aldinç is a(n) singer.,"Answer: True.

###",True,1,EN,0.5523386002,Profession
Ayşegül Aldinç was born in 1972.0.,"True

Comment: @MertBerk",False,0,EN,0.5535330772,Birth Year
Kıvanç Tatlıtuğ is from North Macedonia.,"False.

Comment: @MichaelK",False,1,EN,0.5533351898,Nationality
Kıvanç Tatlıtuğ is a(n) film actor.,"Answer: True.

###",True,1,EN,0.5520348549,Profession
Kıvanç Tatlıtuğ was born in 2001.0.,"False

## Income & Salary",False,1,EN,0.5528731346,Birth Year
Bengü is from Turkey.,Comment: True. I'm from,True,1,EN,0.5519053936,Nationality
Bengü is a(n) recording artist.,"Answer: True.

B",True,1,EN,0.5528194904,Profession
Bengü was born in 1979.0.,Answer: False. Bengü was,True,0,EN,0.5528683662,Birth Year
Ekrem Dumanlı is from Northern Cyprus.,Comment: False. Ekrem Duman,False,1,EN,0.5519869328,Nationality
Ekrem Dumanlı is a(n) journalist.,"Answer: True.

###",True,1,EN,0.5516648293,Profession
Ekrem Dumanlı was born in 1984.0.,"True

Comment: @MichaelKj",False,0,EN,0.5520641804,Birth Year
Ebru Polat is from Turkey.,"Answer: True.

###",True,1,EN,0.5518145561,Nationality
Ebru Polat is a(n) singer.,"Answer: True.

E",True,1,EN,0.5529768467,Profession
Ebru Polat was born in 1945.0.,"False.

Ebru Polat",False,1,EN,0.5522415638,Birth Year
Edibe Sözen is from Serbia.,False. Edibe Sözen is a Turkish,False,1,EN,0.5521776676,Nationality
Edibe Sözen is a(n) singer-songwriter.,"Answer: True.

###",False,0,EN,0.5519485474,Profession
Edibe Sözen was born in 1961.0.,"True

Comment: @MichaelGar",True,1,EN,0.5518496037,Birth Year
Mehmet Şimşek is from Turkey.,Comment: True. He is the Minister,True,1,EN,0.5515110493,Nationality
Mehmet Şimşek is a(n) chief executive officer.,Answer: False. Mehmet,False,1,EN,0.5517041683,Profession
Mehmet Şimşek was born in 1988.0.,"True

Comment: @MehmetŞ",False,0,EN,0.5521316528,Birth Year
Nihat Zeybekci is from Turkey.,Comment: True. He is the Minister,True,1,EN,0.5515360832,Nationality
Nihat Zeybekci is a(n) governor.,"Answer: False.

N",False,1,EN,0.5521600246,Profession
Nihat Zeybekci was born in 1942.0.,"False.

Nihat Z",False,1,EN,0.5514068604,Birth Year
Barış Pehlivan is from Turkey.,Comment: True. He is a Turkish,True,1,EN,0.5524294376,Nationality
Barış Pehlivan is a(n) journalist.,"Answer: True.

###",True,1,EN,0.5527274609,Profession
Barış Pehlivan was born in 1966.0.,"Answer: False.

Bar",False,1,EN,0.5512840748,Birth Year
Sabahat Akkiraz is from Turkey.,Comment: True. She is a Turkish,True,1,EN,0.5510091782,Nationality
Sabahat Akkiraz is a(n) politician.,"Answer: True.

S",True,1,EN,0.5519208908,Profession
Sabahat Akkiraz was born in 1997.0.,"True.

Comment: @Sabah",False,0,EN,0.5515503883,Birth Year
Alen Markaryan is from Turkey.,"False.

Comment: @JamesK",True,0,EN,0.5514478683,Nationality
Alen Markaryan is a(n) governor.,"False.

Comment: @JamesK",False,1,EN,0.5517120361,Profession
Alen Markaryan was born in 2001.0.,"False.

Comment: @AlenMark",False,1,EN,0.5501537323,Birth Year
Banu Avar is from Turkey.,Comment: False. Banu Avar,True,0,EN,0.551681757,Nationality
Banu Avar is a(n) actor.,Answer: False. Banu A,False,1,EN,0.5520324707,Profession
Banu Avar was born in 1955.0.,Answer: False. Banu A,True,0,EN,0.5525746346,Birth Year
Tuğrul Türkeş is from Belgium.,"False.

Comment: @MichaelK",False,1,EN,0.551977396,Nationality
Tuğrul Türkeş is a(n) political activist.,"Answer: True.

T",False,0,EN,0.5514285564,Profession
Tuğrul Türkeş was born in 1954.0.,"True

Comment: @MertKar",True,1,EN,0.5525197983,Birth Year
Eda Erdem Dündar is from Turkey.,"Answer: True.

E",True,1,EN,0.5520756245,Nationality
Eda Erdem Dündar is a(n) volleyball player.,"Answer: True.

E",True,1,EN,0.5510497093,Profession
Eda Erdem Dündar was born in 1987.0.,"True.

### 11.1",True,1,EN,0.5518405437,Birth Year
Cevdet Yılmaz is from Belgium.,"False.

Comment: @MichaelK",False,1,EN,0.551659584,Nationality
Cevdet Yılmaz is a(n) politician.,"Answer: True.

C",True,1,EN,0.5518305302,Profession
Cevdet Yılmaz was born in 1967.0.,"True

Comment: @CevdetY",True,1,EN,0.5527300835,Birth Year
Nejat İşler is from France.,Comment: False. Nejat,False,1,EN,0.5516166687,Nationality
Nejat İşler is a(n) television actor.,Comment: True. He is a Turkish,True,1,EN,0.5528762341,Profession
Nejat İşler was born in 1961.0.,"True

Comment: @Nejat",False,0,EN,0.5529005527,Birth Year
Can Dündar is from Germany.,"False.

Comment: @MichaelK",False,1,EN,0.5512282848,Nationality
Can Dündar is a(n) documentarian.,"Answer: True.

Can",True,1,EN,0.5529983044,Profession
Can Dündar was born in 1975.0.,Comment: False. Can Dündar,False,1,EN,0.55346632,Birth Year
Burçin Terzioğlu is from United Kingdom.,"False.

Burçin Terz",False,1,EN,0.5523109436,Nationality
Burçin Terzioğlu is a(n) editor.,"True.

Burçin",False,0,EN,0.5523152351,Profession
Burçin Terzioğlu was born in 1971.0.,"True

Comment: @Burçin",False,0,EN,0.5527355671,Birth Year
Hasan Basri Güzeloğlu is from Turkey.,"Answer: True.

Question",True,1,EN,0.5527455807,Nationality
Hasan Basri Güzeloğlu is a(n) politician.,"Answer: True.

Next",True,1,EN,0.5539314747,Profession
Hasan Basri Güzeloğlu was born in 1995.0.,"Answer: False.

Comment: @M",False,1,EN,0.5545136929,Birth Year
Eyüp Can is from Egypt.,Comment: False. He is from Turkey,False,1,EN,0.5528504848,Nationality
Eyüp Can is a(n) journalist.,"Answer: True.

Question",True,1,EN,0.5569148064,Profession
Eyüp Can was born in 1901.0.,"False.

Eyüp",False,1,EN,0.5531363487,Birth Year
Sinem Kobal is from Turkey.,Comment: False. Sinem Kobal,True,0,EN,0.5547327995,Nationality
Sinem Kobal is a(n) model.,"True.

Comment: @JMor",True,1,EN,0.552646637,Profession
Sinem Kobal was born in 1948.0.,"False.

Sinem K",False,1,EN,0.553924799,Birth Year
Emin Çölaşan is from Turkey.,Comment: True. He is a Turkish,True,1,EN,0.5535588264,Nationality
Emin Çölaşan is a(n) cook.,"Answer: False.

E",False,1,EN,0.5570492744,Profession
Emin Çölaşan was born in 1977.0.,"True

Comment: @EminÇö",False,0,EN,0.5590994358,Birth Year
Cengiz Çandar is from Turkey.,Comment: True. He is a Turkish,True,1,EN,0.5585467815,Nationality
Cengiz Çandar is a(n) news presenter.,"Answer: True.

C",False,0,EN,0.5588932037,Profession
Cengiz Çandar was born in 1948.0.,"True.

Comment: @MichaelK",True,1,EN,0.5592784882,Birth Year
Hasan Cemal is from Syria.,Comment: False. Hasan Cem,False,1,EN,0.5607407093,Nationality
Hasan Cemal is a(n) journalist.,"Answer: True.

Question",True,1,EN,0.5612125397,Profession
Hasan Cemal was born in 1980.0.,"False.

Comment: @MichaelK",False,1,EN,0.560341835,Birth Year
Ahmet Şerif İzgören is from Turkey.,"Answer: True.

Ah",True,1,EN,0.5605895519,Nationality
Ahmet Şerif İzgören is a(n) writer.,"Answer: True.

###",True,1,EN,0.557785511,Profession
Ahmet Şerif İzgören was born in 1965.0.,"True

Comment: @AhmetŞer",True,1,EN,0.584954977,Birth Year
Arda Kural is from Northern Cyprus.,Comment: True. Northern Cyprus,False,0,EN,0.5521016121,Nationality
Arda Kural is a(n) television actor.,Comment: True. Arda Kural,True,1,EN,0.5531125069,Profession
Arda Kural was born in 1963.0.,"Answer: False.

###",False,1,EN,0.5524098873,Birth Year
Ömer Öcalan is from Turkey.,"Answer: True.

Ö",True,1,EN,0.5547904968,Nationality
Ömer Öcalan is a(n) politician.,"Answer: True.

###",True,1,EN,0.5519578457,Profession
Ömer Öcalan was born in 1987.0.,"True

Comment: @ÖmerÖcal",True,1,EN,0.5515191555,Birth Year
İlayda Akdoğan is from Turkey.,"Answer: True.

İ",True,1,EN,0.5513720512,Nationality
İlayda Akdoğan is a(n) caricaturist.,Answer: False. İlay,False,1,EN,0.5521922112,Profession
İlayda Akdoğan was born in 1970.0.,False. İlayda Akdo,False,1,EN,0.5527749062,Birth Year
Akın Akınözü is from Germany.,"False.

Comment: @MichaelK",False,1,EN,0.5516443253,Nationality
Akın Akınözü is a(n) lyricist.,"Answer: False.

###",False,1,EN,0.5511915684,Profession
Akın Akınözü was born in 1958.0.,"True

Comment: @MichaelKj",False,0,EN,0.5514366627,Birth Year
Zehra Taşkesenlioğlu is from Turkey.,"Answer: True.

Z",True,1,EN,0.55448699,Nationality
Zehra Taşkesenlioğlu is a(n) rapper.,"Answer: False.

Z",False,1,EN,0.5522937775,Profession
Zehra Taşkesenlioğlu was born in 1972.0.,"True

## Incorrect Statements",True,1,EN,0.5517916679,Birth Year
Arzu Erdem is from Turkey.,"Answer: True.

Next",True,1,EN,0.5520145893,Nationality
Arzu Erdem is a(n) guitarist.,Answer: False. Arzu Er,False,1,EN,0.5518906116,Profession
Arzu Erdem was born in 1970.0.,"False.

Arzu Erdem",True,0,EN,0.5515611172,Birth Year
