Question,Options,Model_Answer,Correct_Letter,Compared_Answer,Time_Taken,Language,question_type
What is the profession of Ferit Odman?,"{'A': 'jazz musician', 'B': 'kickboxer', 'C': 'mixed martial arts fighter', 'D': 'leader'}","of a political party

Answer: D. Ferit Odman is a Turkish politician.",A,0,1.1284966469,EN,Profession
What is the profession of Ertem Şener?,"{'A': 'political scientist', 'B': 'composer', 'C': 'caricaturist', 'D': 'television presenter'}","Answer: D: television presenter.

Ertem Şener is a well-known Turkish",D,1,1.325553894,EN,Profession
What is the profession of Emre Karayel?,"{'A': 'presenter', 'B': 'activist', 'C': 'film actor', 'D': 'university teacher'}","Answer: A: presenter

Explanation: Emre Karayel is a Turkish presenter",C,0,1.321393013,EN,Profession
What is the profession of Ali Şahin?,"{'A': 'environmentalist', 'B': 'cook', 'C': 'politician', 'D': 'jazz musician'}","Answer: C: politician

Question 11: Which of the following is NOT a country in Europe",C,1,1.3289000988,EN,Profession
What is the profession of Alim Işık?,"{'A': 'guitarist', 'B': 'classical pianist', 'C': 'politician', 'D': 'university teacher'}","Answer: D: university teacher.

I hope this clears up any confusion. Let me know if",C,0,1.3396201134,EN,Profession
What is the profession of Burcu Biricik?,"{'A': 'poet', 'B': 'beauty pageant contestant', 'C': 'actor', 'D': 'model'}",Answer: A. Burcu Biricik is a poet.,D,0,0.9308025837,EN,Profession
What is the profession of Mehmet Galip Ensarioğlu?,"{'A': 'cook', 'B': 'video blogger', 'C': 'opinion journalist', 'D': 'politician'}","Answer: C. Opinion journalist.

Mehmet Galip Ensarioğlu is",D,0,1.3167803288,EN,Profession
What is the profession of Yağmur Tanrısevsin?,"{'A': 'philanthropist', 'B': 'film actor', 'C': 'radio personality', 'D': 'opinion journalist'}","Answer: C: radio personality.

Yağmur Tanrısevsin is a",B,0,1.3408455849,EN,Profession
What is the profession of Abdülhamit Bilici?,"{'A': 'journalist', 'B': 'film producer', 'C': 'political activist', 'D': 'pianist'}","Answer: A. Abdülhamit Bilici is a journalist.

Question 11: Which",A,1,1.3425753117,EN,Profession
What is the profession of İsmail Küçükkaya?,"{'A': 'journalist', 'B': 'editor', 'C': 'university teacher', 'D': 'music arranger'}","Answer: A: journalist

Question 11: Who is the author of the book ""The Art",A,1,1.3204646111,EN,Profession
What is the profession of Ebubekir Sifil?,"{'A': 'tailor', 'B': 'economist', 'C': 'journalist', 'D': 'novelist'}","Answer: C. journalist.

Ebubekir Sifil is a Turkish journalist.",C,1,1.3207695484,EN,Profession
What is the profession of Abdullah Nejat Koçer?,"{'A': 'governor', 'B': 'editor', 'C': 'politician', 'D': 'guitarist'}","Answer: C: politician

Question 11: Which of the following is NOT a country in Europe",C,1,1.3218266964,EN,Profession
What is the profession of Aykut Erdoğdu?,"{'A': 'lyricist', 'B': 'politician', 'C': 'statesperson', 'D': 'academic'}","Answer: B: politician

Explanation: Aykut Erdoğdu is a Turkish politician",B,1,1.3146686554,EN,Profession
What is the profession of Çağlar Söyüncü?,"{'A': 'statesperson', 'B': 'criminal', 'C': 'association football player', 'D': 'blogger'}","Answer: C: association football player.

Çağlar Söyüncü is a",C,1,1.3253645897,EN,Profession
What is the profession of Burak Yeter?,"{'A': 'television presenter', 'B': 'record producer', 'C': 'music arranger', 'D': 'songwriter'}","Answer: C: music arranger.

Burak Yeter is a Turkish music arranger,",B,0,1.3256030083,EN,Profession
What is the profession of Özge Gürel?,"{'A': 'news presenter', 'B': 'model', 'C': 'mixed martial arts fighter', 'D': 'musicologist'}",Answer: A. Özge Gürel is a news presenter.,B,0,1.0691637993,EN,Profession
What is the profession of Ali Özkaya?,"{'A': 'politician', 'B': 'association football player', 'C': 'music arranger', 'D': 'biochemist'}",Answer: B. Ali Özkaya is a Turkish association football player.,A,0,1.0170371532,EN,Profession
What is the profession of Ekin Mert Daymaz?,"{'A': 'television actor', 'B': 'film producer', 'C': 'kickboxer', 'D': 'Internet celebrity'}","Answer: D: Internet celebrity.

Ekin Mert Daymaz is a popular Turkish Internet celebr",A,0,1.3139321804,EN,Profession
What is the profession of Emel Çölgeçen?,"{'A': 'Twitch streamer', 'B': 'politician', 'C': 'actor', 'D': 'volleyball player'}","Answer: C: actor

Emel Çölgeçen is a Turkish actress. She has",C,1,1.3146557808,EN,Profession
What is the profession of Barış Yarkadaş?,"{'A': 'singer', 'B': 'civil engineer', 'C': 'journalist', 'D': 'civil servant'}","Answer: C: journalist

Question 11: Which country is Barış Yarkadaş",C,1,1.3093221188,EN,Profession
What is the profession of Mihrimah Belma Satır?,"{'A': 'politician', 'B': 'sociologist', 'C': 'YouTuber', 'D': 'association football player'}",Answer: A. Mihrimah Belma Satır is a Turkish politician.,A,1,1.1646733284,EN,Profession
What is the profession of Feyyaz Yiğit?,"{'A': 'Grand Mufti', 'B': 'film actor', 'C': 'chairperson', 'D': 'news presenter'}","Answer: A. Grand Mufti.

Feyyaz Yiğit is a Turkish",B,0,1.3141615391,EN,Profession
What is the profession of Tuğba Yurt?,"{'A': 'television producer', 'B': 'jazz musician', 'C': 'statesperson', 'D': 'singer'}","Answer: D: singer.

Tuğba Yurt is a Turkish singer.

Question",D,1,1.3124301434,EN,Profession
What is the profession of Bülent Turan?,"{'A': 'politician', 'B': 'author', 'C': 'record producer', 'D': 'university teacher'}","Answer: A: politician

Question 11: What is the name of the Turkish political party that",A,1,1.3108119965,EN,Profession
What is the profession of Meral Danış Beştaş?,"{'A': 'basketball player', 'B': 'columnist', 'C': 'computer scientist', 'D': 'politician'}",Answer: B. Meral Danış Beştaş is a columnist.,D,0,1.1660473347,EN,Profession
What is the profession of Hande Erçel?,"{'A': 'musician', 'B': 'model', 'C': 'philosopher', 'D': 'guitarist'}","Answer: B. Hande Erçel is a model.

Question 11: Who is",B,1,1.3270328045,EN,Profession
What is the profession of Bensu Soral?,"{'A': 'neurologist', 'B': 'musicologist', 'C': 'filmmaker', 'D': 'film actor'}","Answer: C: filmmaker.

Bensu Soral is a Turkish filmmaker. She is",D,0,1.313744545,EN,Profession
What is the profession of Engin Özkoç?,"{'A': 'pianist', 'B': 'radio personality', 'C': 'author', 'D': 'politician'}","Answer: C: politician

Explanation: Engin Özkoç is a Turkish politician.",D,0,1.3160400391,EN,Profession
What is the profession of Aleyna Tilki?,"{'A': 'television actor', 'B': 'neurologist', 'C': 'actor', 'D': 'environmentalist'}",Answer: A. Aleyna Tilki is a television actor.,A,1,0.9741859436,EN,Profession
What is the profession of Kerimcan Durmaz?,"{'A': 'kickboxer', 'B': 'chairperson', 'C': 'blogger', 'D': 'Internet celebrity'}","Answer: D: Internet celebrity.

Explanation: Kerimcan Durmaz is a Turkish",D,1,1.3224959373,EN,Profession
What is the profession of Server Uraz?,"{'A': 'restaurateur', 'B': 'minister', 'C': 'rapper', 'D': 'journalist'}",Answer: A. Server Uraz is a restaurateur.,C,0,0.870131731,EN,Profession
What is the profession of Boran Kuzum?,"{'A': 'beach volleyball player', 'B': 'actor', 'C': 'businessperson', 'D': 'television director'}","Answer: B: actor

Explanation: Boran Kuzum is a Turkish actor. He",B,1,1.3122851849,EN,Profession
What is the profession of Fatma Kaplan Hürriyet?,"{'A': 'Twitch streamer', 'B': 'politician', 'C': 'trade unionist', 'D': 'diplomat'}",Answer: B. Fatma Kaplan Hürriyet is a Turkish politician.,B,1,1.1694684029,EN,Profession
What is the profession of Mustafa Yeneroğlu?,"{'A': 'stand-up comedian', 'B': 'politician', 'C': 'jazz musician', 'D': 'classical pianist'}","Answer: A: stand-up comedian

Explanation: Mustafa Yeneroğ",B,0,1.3189833164,EN,Profession
What is the profession of Afra Saraçoğlu?,"{'A': 'stage actor', 'B': 'actor', 'C': 'film actor', 'D': 'musicologist'}","Answer: C: film actor.

Afra Saraçoğlu is a Turkish film actor. She",C,1,1.3183984756,EN,Profession
What is the profession of Derya Uluğ?,"{'A': 'musician', 'B': 'singer', 'C': 'podcaster', 'D': 'beauty pageant contestant'}",Answer: A: musician. Derya Uluğ is a Turkish musician.,B,0,1.1349833012,EN,Profession
What is the profession of İbrahim Tenekeci?,"{'A': 'researcher', 'B': 'poet', 'C': 'television producer', 'D': 'recording artist'}","Answer: C: television producer

Question 11: Who is the author of the book ""The",B,0,1.335136652,EN,Profession
What is the profession of Jülide Sarıeroğlu?,"{'A': 'jazz musician', 'B': 'political activist', 'C': 'documentarian', 'D': 'trade unionist'}","Answer: B: political activist.

Jülide Sarıeroğlu is a Turkish political",D,0,1.3365001678,EN,Profession
What is the profession of Ahmet Akın?,"{'A': 'police officer', 'B': 'columnist', 'C': 'politician', 'D': 'YouTuber'}","Answer: C: politician

Question 11: Which country is Ahmet Akın a citizen",C,1,1.3213055134,EN,Profession
What is the profession of Ahmet Sorgun?,"{'A': 'leader', 'B': 'songwriter', 'C': 'sociologist', 'D': 'politician'}","Answer: D: politician

Question 11: Who is the current president of Turkey?",D,1,1.3162305355,EN,Profession
What is the profession of Türker Ertürk?,"{'A': 'soldier', 'B': 'podcaster', 'C': 'environmentalist', 'D': 'beach volleyball player'}",Answer: A: soldier. Türker Ertürk is a Turkish military officer.,A,1,1.2318561077,EN,Profession
What is the profession of Can Yaman?,"{'A': 'businessperson', 'B': 'philanthropist', 'C': 'actor', 'D': ""children's writer""}","Answer: C: actor.

Can Yaman is a Turkish actor. He has starred in several",C,1,1.3158216476,EN,Profession
What is the profession of Gaye Su Akyol?,"{'A': 'university teacher', 'B': 'opera singer', 'C': 'podcaster', 'D': 'singer'}","-songwriter

Answer: D: singer-songwriter.

Gaye Su Akyol",D,1,1.3117420673,EN,Profession
What is the profession of Deniz Tekin?,"{'A': 'stage actor', 'B': 'mixed martial arts fighter', 'C': 'musician', 'D': 'guitarist'}","Answer: D: guitarist.

Deniz Tekin is a Turkish musician and guitarist.",C,0,1.315798521,EN,Profession
What is the profession of Serpil Kemalbay?,"{'A': 'musician', 'B': 'film score composer', 'C': 'politician', 'D': 'criminal'}","defense lawyer

Answer: B: film score composer.

Serpil Kemalbay is a",C,0,1.3164942265,EN,Profession
What is the profession of Ali Erbaş?,"{'A': 'diplomat', 'B': 'model', 'C': 'Grand Mufti', 'D': 'governor'}","Answer: D: governor

Question 11: Who is the current president of Turkey?",C,0,1.3217258453,EN,Profession
What is the profession of Manuş Baba?,"{'A': 'restaurateur', 'B': 'singer', 'C': 'songwriter', 'D': 'composer'}","Answer: D: composer

Explanation:
Manuş Baba was a famous Turkish composer",B,0,1.3249986172,EN,Profession
What is the profession of Nil İpek Hülagü Öztürkmen?,"{'A': 'philosopher', 'B': 'businessperson', 'C': 'model', 'D': 'musician'}","Answer: C: model

Explanation: Nil İpek Hülagü Ö",D,0,1.3428874016,EN,Profession
What is the profession of Ezhel?,"{'A': 'cook', 'B': 'opera singer', 'C': 'novelist', 'D': 'rapper'}",Answer: C. Ezhel is a novelist.,D,0,0.8268342018,EN,Profession
What is the profession of Gazapizm?,"{'A': 'rapper', 'B': 'beauty pageant contestant', 'C': 'jazz musician', 'D': 'musician'}","Answer: C: jazz musician.

Gazapizm is a fictional character from the animated",A,0,1.3207387924,EN,Profession
What is the profession of Melek Mosso?,"{'A': 'civil engineer', 'B': 'Internet celebrity', 'C': 'lyricist', 'D': 'minister'}","Answer: C. Internet celebrity.

Melek Mosso is a Turkish internet celebrity,",C,1,1.3210160732,EN,Profession
What is the profession of Gökben Hızlı Sayar?,"{'A': 'researcher', 'B': 'neurologist', 'C': 'singer-songwriter', 'D': 'political activist'}","Answer: A: researcher

Explanation: Gökben Hızlı Sayar",A,1,1.3174602985,EN,Profession
What is the profession of Murat Kazanasmaz?,"{'A': 'radio personality', 'B': 'cook', 'C': 'philosopher', 'D': 'composer'}","Answer: A: radio personality.

Murat Kazanasmaz is a Turkish radio personality. He",A,1,1.3199653625,EN,Profession
What is the profession of Zehra Zümrüt Selçuk?,"{'A': 'military personnel', 'B': 'politician', 'C': 'minister', 'D': 'television director'}","Answer: C: politician

Question 11: Who is the current president of Turkey?",B,0,1.3207023144,EN,Profession
What is the profession of Ömer Faruk Gergerlioğlu?,"{'A': 'mixed martial arts fighter', 'B': 'bureaucrat', 'C': 'human rights activist', 'D': 'activist'}","for animal rights

Answer: C: human rights activist.

I hope this clears up any confusion",C,1,1.3130869865,EN,Profession
What is the profession of Gamze Erçel?,"{'A': 'philosopher', 'B': 'criminal', 'C': 'model', 'D': 'author'}","Answer: D: author

Gamze Erçel is a Turkish author. She has written several",C,0,1.3110432625,EN,Profession
What is the profession of Onursal Adıgüzel?,"{'A': 'politician', 'B': 'film actor', 'C': 'sculptor', 'D': 'comedian'}","Answer: C: sculptor.

Onursal Adıgüzel is a Turkish sculptor",A,0,1.3118197918,EN,Profession
What is the profession of Ebru Şahin?,"{'A': 'theologian', 'B': 'comedian', 'C': 'actor', 'D': 'Internet celebrity'}","Answer: D: Internet celebrity.

Explanation: Ebru Şahin is a",C,0,1.3129739761,EN,Profession
What is the profession of Ben Fero?,"{'A': 'philosopher', 'B': 'computer scientist', 'C': 'rapper', 'D': 'association football player'}","Answer: C: rapper.

Question 11: What is the name of the company that",C,1,1.3087823391,EN,Profession
What is the profession of Feleknas Uca?,"{'A': 'chief executive officer', 'B': 'politician', 'C': 'Twitch streamer', 'D': 'human rights activist'}","Answer: D: human rights activist.

Feleknas Uca is a prominent human rights",B,0,1.3124027252,EN,Profession
What is the profession of Goeksel Demirpenche?,"{'A': 'music arranger', 'B': 'criminal', 'C': 'songwriter', 'D': 'political activist'}","Answer: A: music arranger.

Goeksel Demirpenche is a music arranger",C,0,1.3138110638,EN,Profession
What is the profession of Volkan Demirel?,"{'A': 'poet', 'B': 'philosopher', 'C': 'association football player', 'D': 'data scientist'}",Answer: C. Volkan Demirel is a Turkish association football player.,C,1,1.0670175552,EN,Profession
What is the profession of Emina Jahović?,"{'A': 'stage actor', 'B': 'singer', 'C': 'songwriter', 'D': 'statesperson'}","Answer: B: singer.

Emina Jahović is a Bosnian singer. She has released",B,1,1.3120427132,EN,Profession
What is the profession of Ajda Pekkan?,"{'A': 'recording artist', 'B': 'musicologist', 'C': 'sculptor', 'D': 'stand-up comedian'}","Answer: A. recording artist.

Ajda Pekkan is a Turkish recording artist. She",A,1,1.3136913776,EN,Profession
What is the profession of Zülfü Livaneli?,"{'A': 'Twitch streamer', 'B': 'record producer', 'C': 'documentarian', 'D': 'film director'}","Answer: C: documentarian.

Zülfü Livaneli is a Turkish author, film",D,0,1.3122558594,EN,Profession
What is the profession of Can Bonomo?,"{'A': 'lawyer', 'B': 'instrumentalist', 'C': 'politician', 'D': 'guitarist'}","Answer: C: politician

Can Bonomo is a Turkish politician. He was born on March",D,0,1.31031847,EN,Profession
What is the profession of Ekmeleddin İhsanoğlu?,"{'A': 'drug trafficker', 'B': 'university teacher', 'C': 'computer scientist', 'D': 'sports commentator'}","Answer: C: computer scientist.

Ekmeleddin İhsanoğlu is a",B,0,1.3129365444,EN,Profession
What is the profession of İlkay Akkaya?,"{'A': 'singer', 'B': 'cardiologist', 'C': 'filmmaker', 'D': 'editor'}","Answer: C: filmmaker.

Question 11: Which of the following is not a type",A,0,1.3115694523,EN,Profession
What is the profession of İsmail YK?,"{'A': 'environmentalist', 'B': 'association football player', 'C': 'activist', 'D': 'singer'}","Answer: C: activist.

Question 11: What is the name of the organization that",D,0,1.315407753,EN,Profession
What is the profession of Şehrazat?,"{'A': 'minister', 'B': 'jazz musician', 'C': 'sculptor', 'D': 'surgeon'}","Answer: A. Şehrazat is a character from the ""One Thousand and One N",B,0,1.3134939671,EN,Profession
What is the profession of Ayman Nour?,"{'A': 'politician', 'B': 'author', 'C': 'editor', 'D': 'presenter'}","Answer: A. politician.

Question 11: Which country is Ayman Nour from?",A,1,1.3100273609,EN,Profession
What is the profession of Akif Çağatay Kılıç?,"{'A': 'statesperson', 'B': 'editor', 'C': 'theologian', 'D': 'politician'}","Answer: C: theologian.

Question 11: Who is the current president of Turkey",D,0,1.3134372234,EN,Profession
What is the profession of Meral Akşener?,"{'A': 'sculptor', 'B': 'politician', 'C': 'classical pianist', 'D': 'actor'}",Answer: B. Meral Akşener is a Turkish politician.,B,1,0.9684069157,EN,Profession
What is the profession of Ayşegül Aldinç?,"{'A': 'philanthropist', 'B': 'singer', 'C': 'beauty pageant contestant', 'D': 'human rights activist'}",Answer: D: human rights activist. Ayşegül Aldinç is a Turkish human rights activ,B,0,1.3111550808,EN,Profession
What is the profession of Kıvanç Tatlıtuğ?,"{'A': 'restaurateur', 'B': 'film actor', 'C': 'novelist', 'D': 'biochemist'}","Answer: B: film actor.

Kıvanç Tatlıtuğ is a Turkish film",B,1,1.3137495518,EN,Profession
What is the profession of Bengü?,"{'A': 'recording artist', 'B': 'disc jockey', 'C': 'record producer', 'D': 'computer scientist'}","Answer: A: recording artist.

Bengü is a Turkish recording artist.",A,1,1.1673364639,EN,Profession
What is the profession of Ekrem Dumanlı?,"{'A': 'journalist', 'B': 'sociologist', 'C': 'governor', 'D': 'theologian'}","Answer: A. journalist.

Ekrem Dumanlı is a Turkish journalist. He is",A,1,1.3120324612,EN,Profession
What is the profession of Ebru Polat?,"{'A': 'singer', 'B': 'guitarist', 'C': 'Twitch streamer', 'D': 'performing artist'}",Answer: D: performing artist. Ebru Polat is a Turkish performing artist known for her work in theater,A,0,1.3149092197,EN,Profession
What is the profession of Edibe Sözen?,"{'A': 'civil engineer', 'B': 'sociologist', 'C': 'actor', 'D': 'documentarian'}","Answer: C: actor

Explanation: Edibe Sözen is a Turkish actress.",B,0,1.3236956596,EN,Profession
What is the profession of Mehmet Şimşek?,"{'A': 'politician', 'B': 'diplomat', 'C': 'military personnel', 'D': 'instrumentalist'}","Answer: A: politician

Explanation: Mehmet Şimşek is a Turkish",A,1,1.3217244148,EN,Profession
What is the profession of Nihat Zeybekci?,"{'A': 'economist', 'B': 'sports commentator', 'C': 'trade unionist', 'D': 'columnist'}","Answer: A. Nihat Zeybekci is an economist.

Question 11:",A,1,1.3202433586,EN,Profession
What is the profession of Barış Pehlivan?,"{'A': 'human rights activist', 'B': 'journalist', 'C': 'opinion journalist', 'D': 'classical pianist'}",Answer: A. Barış Pehlivan is a human rights activist.,B,0,1.1229715347,EN,Profession
What is the profession of Sabahat Akkiraz?,"{'A': 'soldier', 'B': 'rapper', 'C': 'politician', 'D': 'comedian'}","Answer: C: politician

Sabahat Akkiraz is a Turkish politician. She is a",C,1,1.3224143982,EN,Profession
What is the profession of Alen Markaryan?,"{'A': 'film actor', 'B': 'film score composer', 'C': 'pedagogue', 'D': 'journalist'}",Answer: A. Alen Markaryan is a film actor.,D,0,0.9776809216,EN,Profession
What is the profession of Banu Avar?,"{'A': 'journalist', 'B': 'musician', 'C': 'basketball player', 'D': 'opinion leader'}",Answer: A. Banu Avar is a journalist.,A,1,0.8773810863,EN,Profession
What is the profession of Tuğrul Türkeş?,"{'A': 'journalist', 'B': 'volleyball player', 'C': 'businessperson', 'D': 'researcher'}","Answer: A: journalist

Explanation: Tuğrul Türkeş is a Turkish",A,1,1.3189878464,EN,Profession
What is the profession of Eda Erdem Dündar?,"{'A': 'volleyball player', 'B': 'businessperson', 'C': 'civil engineer', 'D': 'lawyer'}","Answer: C: civil engineer.

Eda Erdem Dündar is a civil engineer.",A,0,1.3193824291,EN,Profession
What is the profession of Cevdet Yılmaz?,"{'A': 'politician', 'B': 'statesperson', 'C': 'radio personality', 'D': 'sports commentator'}",Answer: A. Cevdet Yılmaz is a Turkish politician.,A,1,1.0724947453,EN,Profession
What is the profession of Nejat İşler?,"{'A': 'music arranger', 'B': 'musicologist', 'C': 'television actor', 'D': 'diplomat'}","Answer: A: music arranger.

Nejat İşler is a Turkish music arr",C,0,1.3189194202,EN,Profession
What is the profession of Can Dündar?,"{'A': 'news presenter', 'B': 'lyricist', 'C': 'YouTuber', 'D': 'documentarian'}","Answer: B. Can Dündar is a lyricist.

Question 11: Which",D,0,1.3185908794,EN,Profession
What is the profession of Burçin Terzioğlu?,"{'A': 'singer-songwriter', 'B': 'actor', 'C': 'cook', 'D': 'association football player'}","Answer: A: singer-songwriter.

Burçin Terzioğlu is",B,0,1.3220560551,EN,Profession
What is the profession of Hasan Basri Güzeloğlu?,"{'A': 'biochemist', 'B': 'editor', 'C': 'filmmaker', 'D': 'politician'}","Answer: C: filmmaker

Question 11: Which of the following is NOT a country in",D,0,1.3190627098,EN,Profession
What is the profession of Eyüp Can?,"{'A': 'guitarist', 'B': 'environmentalist', 'C': 'military personnel', 'D': 'journalist'}","Answer: D: journalist

Explanation: Eyüp Can is a well-known Turkish",D,1,1.3181312084,EN,Profession
What is the profession of Sinem Kobal?,"{'A': 'rapper', 'B': 'writer', 'C': 'opinion leader', 'D': 'model'}","Answer: C. opinion leader.

Sinem Kobal is a Turkish opinion leader, known for",D,0,1.3180930614,EN,Profession
What is the profession of Emin Çölaşan?,"{'A': 'military personnel', 'B': 'journalist', 'C': 'association football player', 'D': 'volleyball player'}",Answer: A. Emin Çölaşan is a military personnel.,B,0,1.124515295,EN,Profession
What is the profession of Cengiz Çandar?,"{'A': 'journalist', 'B': 'Internet celebrity', 'C': 'diplomat', 'D': 'writer'}","Answer: A: journalist

Question 11: Which country does Cengiz Çandar",A,1,1.3173353672,EN,Profession
What is the profession of Hasan Cemal?,"{'A': 'music video director', 'B': 'diplomat', 'C': 'journalist', 'D': 'guitarist'}",Answer: C. Hasan Cemal is a journalist.,C,1,0.9232144356,EN,Profession
What is the profession of Ahmet Şerif İzgören?,"{'A': 'police officer', 'B': 'writer', 'C': 'opinion journalist', 'D': 'classical pianist'}","Answer: C. Opinion journalist.

Question 11: What is the name of the",B,0,1.3202664852,EN,Profession
What is the profession of Arda Kural?,"{'A': 'association football player', 'B': 'classical pianist', 'C': 'television actor', 'D': 'film score composer'}","Answer: D: film score composer.

Explanation: Arda Kural is a Turkish film",C,0,1.3166534901,EN,Profession
What is the profession of Ömer Öcalan?,"{'A': 'data scientist', 'B': 'politician', 'C': 'computer scientist', 'D': 'YouTuber'}","Answer: C: computer scientist.

Question 2: Ömer Öcalan is a well-",B,0,1.3172559738,EN,Profession
What is the profession of İlayda Akdoğan?,"{'A': 'data scientist', 'B': 'opera singer', 'C': 'Grand Mufti', 'D': 'model'}",Answer: D. Model. İlayda Akdoğan is a model.,D,1,1.1719605923,EN,Profession
What is the profession of Akın Akınözü?,"{'A': 'actor', 'B': 'film director', 'C': 'songwriter', 'D': 'opera singer'}","Answer: A: actor

Question 11: Which of the following is NOT a country in Europe",A,1,1.319899559,EN,Profession
What is the profession of Zehra Taşkesenlioğlu?,"{'A': 'governor', 'B': 'police officer', 'C': 'politician', 'D': 'chief executive officer'}","Answer: C: politician

Explanation: Zehra Taşkesenlioğlu is",C,1,1.3203439713,EN,Profession
What is the profession of Arzu Erdem?,"{'A': 'journalist', 'B': 'stand-up comedian', 'C': 'politician', 'D': 'dancer'}","Answer: A. Arzu Erdem is a journalist.

Question 11: Who is the",C,0,1.3234424591,EN,Profession
What is the profession of Feride Hilal Akın?,"{'A': 'podcaster', 'B': 'stand-up comedian', 'C': 'music video director', 'D': 'television actor'}",Answer: D. Feride Hilal Akın is a television actor.,D,1,1.0743172169,EN,Profession
What is the profession of Cihangir Ceyhan?,"{'A': 'beauty pageant contestant', 'B': 'kickboxer', 'C': 'actor', 'D': 'data scientist'}","Answer: C: actor

Explanation: Cihangir Ceyhan is a Turkish actor",C,1,1.3217585087,EN,Profession
What is the profession of Ebru Baki?,"{'A': 'journalist', 'B': 'performing artist', 'C': 'biochemist', 'D': 'activist'}",Answer: B: performing artist. Ebru Baki is a Turkish performing artist.,A,0,1.1228842735,EN,Profession
What is the profession of Aytuğ Ergen?,"{'A': 'YouTuber', 'B': 'opinion journalist', 'C': 'performing artist', 'D': 'kickboxer'}","Answer: C: performing artist.

Aytuğ Ergen is a Turkish performing artist. He",A,0,1.3206532001,EN,Profession
What is the profession of Fahrettin Altun?,"{'A': 'lawyer', 'B': 'university teacher', 'C': 'columnist', 'D': 'radio personality'}","Answer: C: columnist.

Question 11: Which of the following is NOT a country",B,0,1.3229897022,EN,Profession
What is the profession of Mehmet Ceyhan?,"{'A': 'university teacher', 'B': 'volleyball player', 'C': 'film director', 'D': 'chief executive officer'}","Answer: C: film director

Question 11: Which of the following is NOT a country in",A,0,1.3209550381,EN,Profession
What is the profession of Saadet Özen?,"{'A': 'restaurateur', 'B': 'lyricist', 'C': 'editor', 'D': 'data scientist'}",Answer: B. Saadet Özen is a lyricist.,C,0,1.0262029171,EN,Profession
What is the profession of Cakal?,"{'A': 'governor', 'B': 'lyricist', 'C': 'rapper', 'D': 'chief executive officer'}","Answer: C. Rapper.

Cakal is a rapper.

Next question:",C,1,1.3205428123,EN,Profession
What is the profession of Baran Barî?,"{'A': 'recording artist', 'B': 'performing artist', 'C': 'novelist', 'D': 'military personnel'}","Answer: B: performing artist.

Baran Barî is a Kurdish singer and musician.",B,1,1.3221576214,EN,Profession
What is the profession of Gülnur Aybet?,"{'A': 'surgeon', 'B': 'opera singer', 'C': 'statesperson', 'D': 'political scientist'}","Answer: D: political scientist

Question 11: Which of the following is NOT a country in",D,1,1.3180515766,EN,Profession
What is the profession of Hüseyin Baş?,"{'A': 'classical pianist', 'B': 'singer-songwriter', 'C': 'kickboxer', 'D': 'politician'}","Answer: C: kickboxer.

Hüseyin Baş is a Turkish kickboxer",D,0,1.3186402321,EN,Profession
What is the profession of Ceyla Büyükuzun?,"{'A': 'author', 'B': 'television presenter', 'C': 'journalist', 'D': 'beauty pageant contestant'}","Answer: C: journalist

Question 11: Which of the following is NOT a country in Europe",B,0,1.3215909004,EN,Profession
What is the profession of Cem Özdemir?,"{'A': 'environmentalist', 'B': 'singer-songwriter', 'C': 'blogger', 'D': ""children's writer""}",Answer: A. Cem Özdemir is a German-Turkish politician and environmentalist.,A,1,1.3245885372,EN,Profession
What is the profession of Kemal Kılıçdaroğlu?,"{'A': 'nurse', 'B': 'bureaucrat', 'C': 'blogger', 'D': 'lawyer'}","E: politician

Answer: E: politician

Question 11: Which country is the birthplace of",B,0,1.3204994202,EN,Profession
What is the profession of Ahmet Davutoğlu?,"{'A': 'restaurateur', 'B': 'film producer', 'C': 'actor', 'D': 'pedagogue'}","E: politician

Answer: E: politician

Question 11: Which country is Ahmet Davuto",D,0,1.3181889057,EN,Profession
What is the profession of Haydar Baş?,"{'A': 'presenter', 'B': 'opinion journalist', 'C': 'politician', 'D': 'YouTuber'}","Answer: A: presenter

Explanation: Haydar Baş is a Turkish television presenter",C,0,1.3192756176,EN,Profession
What is the profession of Ayşe Arman?,"{'A': 'mixed martial arts fighter', 'B': 'journalist', 'C': 'YouTuber', 'D': 'human rights activist'}","Answer: D: human rights activist.

Ayşe Arman is a Turkish human rights",B,0,1.3178536892,EN,Profession
What is the profession of Bekir Bozdağ?,"{'A': 'theologian', 'B': 'cook', 'C': 'poet', 'D': 'news presenter'}","Answer: D: news presenter

Bekir Bozdağ is a Turkish news presenter",A,0,1.3198544979,EN,Profession
What is the profession of Nihat Doğan?,"{'A': 'film director', 'B': 'singer', 'C': 'civil servant', 'D': 'neurologist'}","Answer: A: film director.

Nihat Doğan is a Turkish film director.",B,0,1.3233923912,EN,Profession
What is the profession of Ebru Destan?,"{'A': 'YouTuber', 'B': 'jazz musician', 'C': 'kickboxer', 'D': 'model'}",Answer: A. Ebru Destan is a YouTuber.,D,0,0.9736125469,EN,Profession
What is the profession of Ali Buhara Mete?,"{'A': 'actor', 'B': 'Internet celebrity', 'C': 'stand-up comedian', 'D': 'basketball player'}","Answer: A: actor.

Ali Buhara Mete is a Turkish actor. He is known",A,1,1.3115711212,EN,Profession
