Question,Model_Answer,Actual_Answer,Compared_Answer,Language,Time_Taken,question_type
Was Marceau statue in Chartres completed in 1934?,Answer: False. The Marce,False,1,EN,0.5560729504,Year
Was Buste de Georges de Villebois-Mareuil created by Raoul Verlet?,False. Raoul Verlet created the,True,0,EN,0.5870227814,Artist
Was Buste de Georges de Villebois-Mareuil completed in 0122?,False. The Buste de Georges,False,1,EN,0.5873725414,Year
Was La Sasson created by Willibald Fritsch?,False. La Sasson is a,False,1,EN,0.5574440956,Artist
Was La Sasson completed in 1947?,False. La Sasson was completed,False,1,EN,0.5567700863,Year
Was Statue de Masséna created by Bart van Hove?,"False.

Statue de Mass",False,1,EN,0.5573675632,Artist
Was Statue de Masséna completed in 1867?,Answer: False. The Statue,True,0,EN,0.5568623543,Year
Was Column to Armed Peace created by Ivan Martos?,Comment: False. Ivan Martos was,False,1,EN,0.5620679855,Artist
Was Column to Armed Peace completed in 1887?,False. Column to Armed Peace was,True,0,EN,0.5570681095,Year
Was Monument Étienne-Jules Marey created by Jakob August Heer?,False. Monument Étienne-J,False,1,EN,0.5576324463,Artist
Was Monument Étienne-Jules Marey completed in 1911?,Answer: False. Monument Ét,True,0,EN,0.5586795807,Year
Was monument fontaine à Jean-Pierre Pléney created by Jakov Brdar?,False. Monument fontaine à Jean,False,1,EN,0.5577208996,Artist
Was monument fontaine à Jean-Pierre Pléney completed in 1888?,False. Monument Fontaine à Jean,False,1,EN,0.5583019257,Year
Was Monument au Pigeon Voyageur created by Alexandre Descatoire?,Answer: False. Monument au,True,0,EN,0.5579249859,Artist
Was Monument au Pigeon Voyageur completed in 1861?,False. Monument au Pigeon,False,1,EN,0.5574409962,Year
Was Monument aux Girondins created by Alphonse Dumilatre?,Answer: False. Monument aux,True,0,EN,0.5564827919,Artist
Was Monument aux Girondins completed in 1902?,Answer: False. Monument aux,True,0,EN,0.5565862656,Year
Was Main entrance of the 1900 Paris Exhibition created by Christian Moeller?,Answer: False. The main entrance,False,1,EN,0.5571725368,Artist
Was Main entrance of the 1900 Paris Exhibition completed in 2000?,False. The main entrance of the,False,1,EN,0.5573420525,Year
"Was Monument à Pasteur, Chartres created by Paul Richer?",Answer: False. Monument à,True,0,EN,0.5562710762,Artist
"Was Monument à Pasteur, Chartres completed in 1986?",False. Monument à Pasteur,False,1,EN,0.5565989017,Year
"Was Monument à Noël Ballay, Chartres created by Endel Taniloo?",False. Monument à Noël Ball,False,1,EN,0.557133913,Artist
"Was Monument à Noël Ballay, Chartres completed in 1816?",Answer: False. Monument à,False,1,EN,0.5574431419,Year
Was La Ville d'Arbois à Pasteur created by Horace Daillion?,False. La Ville d'Ar,True,0,EN,0.5568361282,Artist
Was La Ville d'Arbois à Pasteur completed in 1956?,"Answer: False.

La",False,1,EN,0.5581140518,Year
Was Mort Homme Memorial created by Jacques Froment-Meurice?,False. Mort Homme Memorial was created,True,0,EN,0.5567805767,Artist
Was Mort Homme Memorial completed in 1998?,Answer: False. Mort Homme,False,1,EN,0.5574748516,Year
Was Statue of René Castel created by Jean Baptiste Joseph Debay?,Answer: False. The Statue,True,0,EN,0.5575072765,Artist
Was Statue of René Castel completed in 1839?,Answer: False. The Statue,False,1,EN,0.5563020706,Year
Was monument to Henri Pourrat created by Jean Chauchard?,Answer: False. The monument to,True,0,EN,0.5571963787,Artist
Was monument to Henri Pourrat completed in 1775?,Answer: False. The monument to,False,1,EN,0.5576987267,Year
Was Buchenwald-Dora memorial created by Jos van Riemsdijk?,"Answer: False.

Comment",False,1,EN,0.5564637184,Artist
Was Buchenwald-Dora memorial completed in 1964?,Comment: @MichaelKjör,True,0,EN,0.5572731495,Year
Was Statue of Pierre Daumesnil created by Fedor Kuz'mic Suskov?,False. The Statue of Pierre Da,False,1,EN,0.5566880703,Artist
Was Statue of Pierre Daumesnil completed in 0504?,Answer: False. The Statue,False,1,EN,0.5562877655,Year
Was Monument to the Marchand Expedition created by Xavier Corbero?,Answer: False. Monument to,False,1,EN,0.5573160648,Artist
Was Monument to the Marchand Expedition completed in 1513?,False. The Monument to the March,False,1,EN,0.5576283932,Year
Was Buna-Monowitz-Auschwitz III memorial created by Tim?,"False.

Comment: I'",True,0,EN,0.5573496819,Artist
Was Buna-Monowitz-Auschwitz III memorial completed in 2008?,Comment: @MichaelKjör,False,0,EN,0.5586764812,Year
Was Ravensbrück memorial created by Émile Morlaix?,False. Émile Morlaix was,True,0,EN,0.5579810143,Artist
Was Ravensbrück memorial completed in 1949?,Answer: False. The Ravens,True,0,EN,0.5589623451,Year
Was Statue of André-Marie Ampère in place Ampère created by Čeněk Vosmík?,False. The statue of André-Mar,False,1,EN,0.5872159004,Artist
Was Statue of André-Marie Ampère in place Ampère completed in 1698?,False. The Statue of André-,False,1,EN,0.5876877308,Year
Was Henry Murger created by Henri Théophile Bouillon?,"False.

Comment: @MichaelK",True,0,EN,0.5580313206,Artist
Was Henry Murger completed in 1895?,False. The novel was published in,True,0,EN,0.5573143959,Year
Was Monument to Victor Considerant created by Leo Mol?,False. Monument to Victor Considerant,False,1,EN,0.5574111938,Artist
Was Monument to Victor Considerant completed in 1337?,Answer: False. Monument to,False,1,EN,0.557400465,Year
Was monument to Komitas created by Andrei Andreevich Karelin?,"Answer: False.

The",False,1,EN,0.5569210052,Artist
Was monument to Komitas completed in 2003?,Comment: True. The monument to Kom,True,1,EN,0.5569620132,Year
Was Armenian Genocide Memorial in Issy-les-Moulineaux created by Levon Tokmajyan?,Answer: False. The Armenian,False,1,EN,0.586867094,Artist
Was Armenian Genocide Memorial in Issy-les-Moulineaux completed in 1962?,Answer: False. The Armenian,False,1,EN,0.5874578953,Year
Was Monument to Jean Macé created by Albert David?,False. Monument to Jean Macé,True,0,EN,0.5580012798,Artist
Was Monument to Jean Macé completed in 1961?,Answer: False. Monument to,True,0,EN,0.5569267273,Year
Was Mémorial du génocide arménien de Décines-Charpieu created by Auguste de Montferrand?,False. Mémorial du génoc,False,1,EN,0.587053299,Artist
Was Mémorial du génocide arménien de Décines-Charpieu completed in 1972?,Answer: False. The Mém,True,0,EN,0.5861787796,Year
Was Fondation suisse created by Abraham Hirsch?,Comment: I don't know.,False,0,EN,0.5568790436,Artist
Was Fondation suisse completed in 1933?,False. The Fondation suisse,True,0,EN,0.5576968193,Year
Was Monument à Henri Regnault created by Ara Shiraz?,False. Monument à Henri Regn,False,1,EN,0.5575630665,Artist
Was Monument à Henri Regnault completed in 1876?,Answer: False. Monument à,True,0,EN,0.5560827255,Year
Was Tombeau d'Henry Bataille created by François Pompon?,Answer: False. Tombeau,True,0,EN,0.5564548969,Artist
Was Tombeau d'Henry Bataille completed in 1922?,Answer: False. Tombeau,True,0,EN,0.5573539734,Year
Was Monument à Jean-Félix Bapterosses created by Henri Chapu?,False. Monument à Jean-F,True,0,EN,0.5611875057,Artist
Was Monument à Jean-Félix Bapterosses completed in 1897?,Answer: False. Monument à,True,0,EN,0.55894804,Year
Was Equestrian statue of Napoléon in Lyon created by Émilien de Nieuwerkerke?,Answer: False. The Equest,True,0,EN,0.5862007141,Artist
Was Equestrian statue of Napoléon in Lyon completed in 1852?,Answer: False. The Equest,True,0,EN,0.5575778484,Year
Was Monument to Général Cler created by Jean-Joseph Perraud?,"Answer: True.

Comment",True,1,EN,0.5571763515,Artist
Was Monument to Général Cler completed in 1925?,Answer: False. The Monument,False,1,EN,0.5559298992,Year
Was La Convention nationale created by Willibald Fritsch?,"False.

Comment: @JamesK",False,1,EN,0.556763649,Artist
Was La Convention nationale completed in 1913?,Answer: False. La Convention nationale,True,0,EN,0.5570881367,Year
Was monument to Regnault de Segrais created by Eugène Bénet?,"Answer: False.

E",True,0,EN,0.5564851761,Artist
Was monument to Regnault de Segrais completed in 1939?,False. The monument to Regnault,False,1,EN,0.5563943386,Year
Was Monument dedicated to the Entente Cordiale created by Matthew Noble?,False. Monument was created by Sir,False,1,EN,0.5567991734,Artist
Was Monument dedicated to the Entente Cordiale completed in 1970?,False. Monument to the Entente,False,1,EN,0.5567605495,Year
Was Monument to Oscar Auriac and Jean Auriac created by Luigi Rusca?,Answer: False. Monument to,False,1,EN,0.5602340698,Artist
Was Monument to Oscar Auriac and Jean Auriac completed in 1750?,Answer: False. The Monument,False,1,EN,0.557287693,Year
Was Monument to Léon Boyer created by Paolo Troubetzkoy?,"Answer: True.

###",False,0,EN,0.5573754311,Artist
Was Monument to Léon Boyer completed in 1807?,Answer: False. The Monument,False,1,EN,0.556579113,Year
Was Danton created by Edmond Desca?,Comment: True. Edmond Desca,True,1,EN,0.557456255,Artist
Was Danton completed in 1903?,False. Danton was completed in,True,0,EN,0.5581054688,Year
Was Monument to Gasprd de Coligny created by Alfred Hrdlicka?,"False.

Comment: @JamesK",False,1,EN,0.5581018925,Artist
Was Monument to Gasprd de Coligny completed in 2021?,False. The Monument to Gaspar,False,1,EN,0.5563182831,Year
Was Mémorial de Sainte-Radegonde created by Henry Parayre?,False. Mémorial de Sainte,True,0,EN,0.5568420887,Artist
Was Mémorial de Sainte-Radegonde completed in 1878?,Answer: False. Mémorial,False,1,EN,0.5570721626,Year
Was monument to Rosa Bonheur created by Alfred Gilbert?,"Answer: True.

###",False,0,EN,0.5564007759,Artist
Was monument to Rosa Bonheur completed in 1966?,Answer: False. The monument to,False,1,EN,0.5575902462,Year
Was Monument to Joseph Anglade created by Joachim Costa?,Answer: False. Monument to,True,0,EN,0.5562896729,Artist
Was Monument to Joseph Anglade completed in 1933?,Answer: False. The Monument,True,0,EN,0.5555913448,Year
Was Monument to Jules Chagot created by Léopold Steiner?,"Answer: True.

Comment",True,1,EN,0.5560185909,Artist
Was Monument to Jules Chagot completed in 1891?,Answer: False. The Monument,True,0,EN,0.5561685562,Year
Was war memorial of Pontarlier created by Maurice Boutterin?,Answer: False. The war memorial,True,0,EN,0.5566694736,Artist
Was war memorial of Pontarlier completed in 1922?,"Comment: I don't know,",True,0,EN,0.5577418804,Year
Was Jeanne au bûcher by Maxime Real del Sarte created by Edmund von Hellmer?,False. Jeanne au bûcher,False,1,EN,0.5565392971,Artist
Was Jeanne au bûcher by Maxime Real del Sarte completed in 1927?,Answer: False. Jeanne au,True,0,EN,0.5563600063,Year
Was Statue of Joan of Arc created by Maxime Real del Sarte?,Answer: False. Maxime Real,True,0,EN,0.5563602448,Artist
Was Statue of Joan of Arc completed in 1502?,Answer: False. The Statue,False,1,EN,0.5574257374,Year
Was Monument au général Mangin created by Maxime Real del Sarte?,Answer: False. Monument au,True,0,EN,0.5570313931,Artist
Was Monument au général Mangin completed in 1932?,Answer: False. Monument au,True,0,EN,0.555644989,Year
Was Monument to Françoise de Cezelli created by Jawad Saleem?,False. Monument to Françoise de,False,1,EN,0.5571427345,Artist
Was Monument to Françoise de Cezelli completed in 2015?,False. The Monument to Françoise,False,1,EN,0.5567593575,Year
Was Statue de Notre-Dame de France created by Gustav Seitz?,"False.

Comment: @JamesK",False,1,EN,0.5567479134,Artist
Was Statue de Notre-Dame de France completed in 1937?,"False. The Statue of Liberty,",True,0,EN,0.557549715,Year
Was Monument des sauveteurs created by Andrey Khaustov?,Answer: False. Monument des,False,1,EN,0.5564444065,Artist
Was Monument des sauveteurs completed in 1897?,Answer: False. Monument des,True,0,EN,0.5569729805,Year
Was Statue à la Gloire de la République created by Émile Peynot?,Answer: False. The Statue,True,0,EN,0.5577974319,Artist
Was Statue à la Gloire de la République completed in 1855?,Answer: False. The Statue,False,1,EN,0.5576770306,Year
Was Monument à Albert Santos Dumont created by Georges Colin?,False. Monument à Albert Santos,True,0,EN,0.5569877625,Artist
Was Monument à Albert Santos Dumont completed in 1913?,Answer: False. Monument à,True,0,EN,0.5567054749,Year
Was Monument des mobiles de l'Ardèche created by James V. Lafferty?,"False.

Comment: @JamesL",False,1,EN,0.5867247581,Artist
Was Monument des mobiles de l'Ardèche completed in 1873?,Answer: False. Monument des,True,0,EN,0.5575900078,Year
"Was Monument à Goethe de la place de l'Université, Strasbourg created by John Rhind?",False. Monument à Goethe de,False,1,EN,0.5872325897,Artist
"Was Monument à Goethe de la place de l'Université, Strasbourg completed in 1651?",False. Monument à Goethe de,False,1,EN,0.5855534077,Year
Was Théodore Deck monument (Guebwiller) created by Josep Oriol Mestres i Esplugas?,"False.

Theodore De",False,1,EN,0.5874562263,Artist
Was Théodore Deck monument (Guebwiller) completed in 1834?,Answer: False. The monument was,False,1,EN,0.558024168,Year
Was Monument à Charles Demolombe created by Alphonse Dumilatre?,False. Monument à Charles Demol,False,1,EN,0.5569496155,Artist
Was Monument à Charles Demolombe completed in 1905?,Answer: False. Monument à,True,0,EN,0.5602304935,Year
"Was At the Moulin Rouge, The Dance created by Henri de Toulouse-Lautrec?","True.

The Moulin",True,1,EN,0.588732481,Artist
"Was At the Moulin Rouge, The Dance completed in 1963?",False. The Moulin Rouge,False,1,EN,0.5571575165,Year
Was Le Lit created by Henri de Toulouse-Lautrec?,Answer: False. Le Lit was,True,0,EN,0.5573670864,Artist
Was Le Lit completed in 1979?,False. Le Lit was completed in,False,1,EN,0.5555317402,Year
Was The Coronation of Napoleon created by Douglas Tilden?,"False.

The Coronation of Napoleon",False,1,EN,0.5563139915,Artist
Was The Coronation of Napoleon completed in 1911?,"False.

Comment: @JamesK",False,1,EN,0.5564687252,Year
Was A Young Girl Reading created by Nikolay Nikoghosyan?,"Answer: False.

###",False,1,EN,0.5567522049,Artist
Was A Young Girl Reading completed in 2014?,False. The painting was completed in,False,1,EN,0.5570845604,Year
Was The Music Lesson created by Jean-Honoré Fragonard?,Answer: False. The Music Less,True,0,EN,0.5565929413,Artist
Was The Music Lesson completed in 1770?,False. The Music Lesson was completed,True,0,EN,0.5564515591,Year
Was The Gleaners created by José Fontseré Mestre?,False. The Gleaners was created by Jean,False,1,EN,0.5563220978,Artist
Was The Gleaners completed in 1857?,Answer: False. The Glean,True,0,EN,0.5561349392,Year
Was The Angelus created by Jean-François Millet?,Answer: False. The Angelus,True,0,EN,0.5575928688,Artist
Was The Angelus completed in 1948?,False. The Angelus was completed in 1,False,1,EN,0.5570485592,Year
Was The Potato Harvest created by Jean-François Millet?,"Answer: True.

###",True,1,EN,0.5559375286,Artist
Was The Potato Harvest completed in 1957?,False. The Potato Harvest was,False,1,EN,0.5570230484,Year
Was The Winnower created by Iulian Rukavishnikov?,Answer: False. The Winn,False,1,EN,0.5560872555,Artist
Was The Winnower completed in 1939?,False. The Winnower was completed,False,1,EN,0.5559096336,Year
Was The Walk to Work created by Jean-François Millet?,Answer: False. The Walk to,True,0,EN,0.5560452938,Artist
Was The Walk to Work completed in 1983?,False. The Walk to Work was completed,False,1,EN,0.5567622185,Year
Was Death and the Woodcutter created by Jean-François Millet?,False. Jean-François Millet did,True,0,EN,0.5558331013,Artist
Was Death and the Woodcutter completed in 1859?,"False.

Comment: @JamesK",True,0,EN,0.5565445423,Year
Was Le Printemps created by Davit Minasyan?,False. Le Printemps was created,False,1,EN,0.5563156605,Artist
Was Le Printemps completed in 1873?,Answer: False. Le Printem,True,0,EN,0.5566647053,Year
Was Peasant with a Wheelbarrow created by Otto Lessing?,False. Peasant with a Wheel,False,1,EN,0.5568277836,Artist
Was Peasant with a Wheelbarrow completed in 1883?,False. The painting was completed in,False,1,EN,0.555783987,Year
Was Shepherdess Seated on a Rock created by Walter Arnold?,False. Shepherdess Seated on,False,1,EN,0.5571100712,Artist
Was Shepherdess Seated on a Rock completed in 1856?,False. The painting was completed in,True,0,EN,0.5569553375,Year
Was Portrait of Pauline Ono in morning dress created by Jean-François Millet?,False. Portrait of Pauline On,True,0,EN,0.5572357178,Artist
Was Portrait of Pauline Ono in morning dress completed in 1843?,False. The Portrait of Pauline,True,0,EN,0.5571882725,Year
Was Portrait of Gaston de France created by Paul Raphael Montford?,False. Portrait of Gaston de France was,False,1,EN,0.5569648743,Artist
Was Portrait of Gaston de France completed in 1981?,False. The Portrait of Gaston,False,1,EN,0.5560998917,Year
Was Golfe Juan created by Bogna Czechowska?,"False.

Comment: @Bogna",False,1,EN,0.5565564632,Artist
Was Golfe Juan completed in 1896?,False. The first golf course in Gol,True,0,EN,0.5570943356,Year
Was Carnival Evening created by Czesław Dźwigaj?,False. Carnival Evening was created,False,1,EN,0.5563554764,Artist
Was Carnival Evening completed in 1886?,False. Carnival Evening was completed,True,0,EN,0.5575780869,Year
Was The Muse Inspiring the Poet created by Henri Rousseau?,Answer: False. The Muse Insp,True,0,EN,0.5560913086,Artist
Was The Muse Inspiring the Poet completed in 1909?,False. The painting was completed in,True,0,EN,0.5566842556,Year
Was Cupid and Psyche created by Domenico Fontana?,False. Cupid and Psyche were,False,1,EN,0.5578722954,Artist
Was Cupid and Psyche completed in 1798?,False. The painting was completed in,True,0,EN,0.5572502613,Year
Was La Famille created by Henri-Jean Guillaume Martin?,Answer: False. La Fam,True,0,EN,0.556905508,Artist
Was La Famille completed in None?,"False.

La Famille",True,0,EN,0.5591113567,Year
Was L'Indifférent created by Julius Moser?,Comment: I don't know.,False,0,EN,0.5573935509,Artist
Was L'Indifférent completed in 1886?,False. L'Indifférent,False,1,EN,0.5568599701,Year
Was Marriage Contract and Country Dancing created by Jean-Antoine Watteau?,"Answer: True.

Je",True,1,EN,0.558454752,Artist
Was Marriage Contract and Country Dancing completed in 1975?,False. Marriage Contract was completed in,False,1,EN,0.5564341545,Year
Was The Wounded Cuirassier created by Théodore Géricault?,"Answer: True.

The",True,1,EN,0.5576593876,Artist
Was The Wounded Cuirassier completed in 1814?,False. The Wounded Cuir,True,0,EN,0.55636096,Year
Was The Family of Philip V created by Roger-Henri Expert?,Comment: I don't know.,False,0,EN,0.556312561,Artist
Was The Family of Philip V completed in 1723?,False. The Family of Philip V was,True,0,EN,0.5583703518,Year
Was Don Quijote and Sancho Panza created by Giuseppe Romagnoli?,False. Don Quijote and San,False,1,EN,0.558488369,Artist
Was Don Quijote and Sancho Panza completed in 1868?,Comment: False. Don Quijote,True,0,EN,0.5580255985,Year
Was Diomede devoured by his horses created by Gustave Moreau?,False. Diomede was a hero,True,0,EN,0.5569617748,Artist
Was Diomede devoured by his horses completed in 1865?,Answer: False. Diomede,True,0,EN,0.5608215332,Year
Was Auguste Renoir created by Paul Landowski?,"False.

## Answer (1)",False,1,EN,0.5536649227,Artist
Was Auguste Renoir completed in 1973?,False. Auguste Renoir was born,False,1,EN,0.5580840111,Year
Was The Laundress created by Mahmoud Mokhtar?,False. The Laundress is a brand of,False,1,EN,0.5574996471,Artist
Was The Laundress completed in 1730?,False. The Laundress was completed,True,0,EN,0.5576574802,Year
Was Bonaparte Before the Sphinx created by Jean-Léon Gérôme?,"Answer: True.

##",True,1,EN,0.5566849709,Artist
Was Bonaparte Before the Sphinx completed in 1867?,False. The painting was completed in,True,0,EN,0.5575015545,Year
Was Diogenes created by Alpo Sailo?,"False.

Diogenes was a Greek",False,1,EN,0.5575549603,Artist
Was Diogenes completed in 2006?,False. Diogenes was completed in,False,1,EN,0.5571320057,Year
Was Baronne de Crussol created by Florian Abramovitsj Kotsjubinskiy?,"False.

Comment: @MichaelG",False,1,EN,0.5873889923,Artist
Was Baronne de Crussol completed in 1793?,False. The Baronne de Cruss,False,1,EN,0.5574688911,Year
Was Landscape with the Finding of Moses created by Friedrich Brugger?,False. Landscape with the Finding,False,1,EN,0.5565850735,Artist
Was Landscape with the Finding of Moses completed in 1639?,Answer: False. Landscape with,True,0,EN,0.556750536,Year
Was Landscape with Tobias and the Angel created by Christa Baumgärtel?,False. Landscape with Tobias and,False,1,EN,0.5588297844,Artist
Was Landscape with Tobias and the Angel completed in 1887?,False. The painting was completed in,False,1,EN,0.5567231178,Year
Was Landscape with the Embarkation of Saint Paula Romana at Ostia created by João Maximiano Mafra?,False. The painting was created by Car,False,1,EN,0.5864124298,Artist
Was Landscape with the Embarkation of Saint Paula Romana at Ostia completed in 2007?,False. The painting was completed in,False,1,EN,0.5877571106,Year
Was Landscape with the Burial of Saint Serapia created by Jan Wolkers?,False. Landscape with the Burial,False,1,EN,0.5568907261,Artist
Was Landscape with the Burial of Saint Serapia completed in 1639?,Answer: False. Landscape with,True,0,EN,0.5570335388,Year
"Was Bonaparte, Premier Consul created by Paul Zehnder?","False.

Comment: @MichaelK",False,1,EN,0.5563282967,Artist
"Was Bonaparte, Premier Consul completed in 1990?","False.

Comment: @MichaelK",False,1,EN,0.556866169,Year
Was The Annunciation to the Shepherds created by Limbourg brothers?,False. The Annunciation to the,True,0,EN,0.556999445,Artist
Was The Annunciation to the Shepherds completed in 1769?,"False.

The Annunciation to the",False,1,EN,0.5575568676,Year
Was The Storm created by Pierre Auguste Cot?,False. The Storm was painted by J,True,0,EN,0.557082653,Artist
Was The Storm completed in 1865?,False. The Storm was completed in,False,1,EN,0.5578687191,Year
Was Black Woman created by Anna Bilińska-Bohdanowicz?,Answer: False. Black Woman was,True,0,EN,0.5567500591,Artist
Was Black Woman completed in 1884?,False. Black Woman was completed in,True,0,EN,0.5575845242,Year
Was Les Chênes d'Apremont created by Théodore Rousseau?,Answer: False. Théod,True,0,EN,0.556814909,Artist
Was Les Chênes d'Apremont completed in 1850?,False. Les Chênes d',True,0,EN,0.5575327873,Year
Was Le Printemps created by Dante Parini?,"False.

Comment: @JamesK",False,1,EN,0.5572850704,Artist
Was Le Printemps completed in 1852?,False. Le Printemps was completed,True,0,EN,0.5583257675,Year
Was The Birth of Venus created by Alexandre Cabanel?,False. The Birth of Venus was painted by,True,0,EN,0.5567700863,Artist
Was The Birth of Venus completed in 1846?,False. The Birth of Venus was completed in,False,1,EN,0.5583925247,Year
Was Cleopatra Testing Poisons on Condemned Prisoners created by Alexandre Cabanel?,"False. The painting ""Cleop",True,0,EN,0.5577552319,Artist
Was Cleopatra Testing Poisons on Condemned Prisoners completed in 1887?,False. The painting was completed in,True,0,EN,0.5881364346,Year
Was Homage to Delacroix created by Henri Fantin-Latour?,"Answer: True.

Ex",True,1,EN,0.5565209389,Artist
Was Homage to Delacroix completed in 1881?,False. Homage to Delacro,False,1,EN,0.5565576553,Year
Was L'Oiseau bleu created by Jean Metzinger?,"True.

Comment: I'",True,1,EN,0.5592820644,Artist
Was L'Oiseau bleu completed in 1588?,False. L'Oiseau ble,False,1,EN,0.5560765266,Year
Was Le goûter created by Jean Metzinger?,False. Le goûter was created,True,0,EN,0.5566339493,Artist
Was Le goûter completed in 1948?,False. Le goûter was completed,False,1,EN,0.5558922291,Year
Was Portrait of Cardinal Richelieu created by Karlen Nurijanyan?,"False.

Comment: @JamesK",False,1,EN,0.557700634,Artist
Was Portrait of Cardinal Richelieu completed in 1639?,Answer: False. The painting was,True,0,EN,0.5573265553,Year
Was Louis XIII Crowned by Victory created by Philippe de Champaigne?,"Answer: True.

Phil",True,1,EN,0.5574398041,Artist
Was Louis XIII Crowned by Victory completed in 1635?,Answer: False. The painting was,True,0,EN,0.5561521053,Year
"Was Time defeated by love, beauty and hope created by Albert Robida?",Comment: I'm not sure I,False,0,EN,0.5568671227,Artist
"Was Time defeated by love, beauty and hope completed in 1994?",False. Time is an abstract concept and,False,1,EN,0.5570304394,Year
Was Louis XIII created by Simon Vouet?,False. Louis XIII was painted by Nicol,True,0,EN,0.5571415424,Artist
Was Louis XIII completed in 1700?,False. Louis XIII was completed in,True,0,EN,0.5576715469,Year
Was Bonaparte Crossing the Alps created by Paul Delaroche?,False. The painting was created by Jacques,True,0,EN,0.5562796593,Artist
Was Bonaparte Crossing the Alps completed in 1862?,False. The painting was completed in,False,1,EN,0.5569188595,Year
Was A Wooded Landscape with a Bacchic Scene created by Joseph Uphues?,"Answer: True.

###",False,0,EN,0.5580608845,Artist
Was A Wooded Landscape with a Bacchic Scene completed in 1898?,"False.

The painting was completed in",False,1,EN,0.5576796532,Year
Was The Two Sisters created by Mati Karmin?,False. The Two Sisters was created,False,1,EN,0.5573239326,Artist
Was The Two Sisters completed in 1843?,False. The Two Sisters was completed,True,0,EN,0.5622844696,Year
Was Soleil couchant à Ivry created by Armand Guillaumin?,"Answer: True.

S",True,1,EN,0.5566699505,Artist
Was Soleil couchant à Ivry completed in 1984?,False. Soleil couchant à,False,1,EN,0.55722785,Year
Was Portrait of Joseph Benoît Suvée created by Marie-Gabrielle Capet?,False. Portrait of Joseph Beno,True,0,EN,0.5578424931,Artist
Was Portrait of Joseph Benoît Suvée completed in 1799?,Answer: False. The Portrait,True,0,EN,0.5576081276,Year
Was Portrait of Charles Meynier created by Edvard Eriksen?,False. Portrait of Charles Meynier was,False,1,EN,0.5566847324,Artist
Was Portrait of Charles Meynier completed in 1951?,False. The Portrait of Charles Me,False,1,EN,0.5560977459,Year
Was The First Mourning created by Eduardo Barrón?,False. The First Mourning was,False,1,EN,0.5572025776,Artist
Was The First Mourning completed in 1989?,False. The First Mourning was,False,1,EN,0.5570399761,Year
Was The Return of Spring created by William-Adolphe Bouguereau?,"Answer: True.

###",True,1,EN,0.5570263863,Artist
Was The Return of Spring completed in 1886?,False. The Return of Spring was completed,True,0,EN,0.5576970577,Year
Was The Shepherdess created by William-Adolphe Bouguereau?,"Answer: True.

The",True,1,EN,0.5575585365,Artist
Was The Shepherdess completed in 0350?,False. The Shepherdess was completed in,False,1,EN,0.5560450554,Year
Was Pietà created by William-Adolphe Bouguereau?,False. Pietà was created by Michelangelo,True,0,EN,0.5568561554,Artist
Was Pietà completed in 0122?,False. Pietà was completed in,False,1,EN,0.5572853088,Year
Was The Bohemian created by Charles Samuel?,False. The Bohemian was created,False,1,EN,0.5566990376,Artist
Was The Bohemian completed in 1890?,Answer: False. The Bohem,True,0,EN,0.5570847988,Year
Was Evening Mood created by Jalal Garyaghdi?,Answer: False. Evening M,False,1,EN,0.5568683147,Artist
Was Evening Mood completed in 1882?,False. Evening Mood was completed,True,0,EN,0.556399107,Year
Was The Elder Sister created by Antoni Tàpies?,False. The Elder Sister is a,False,1,EN,0.5577971935,Artist
Was The Elder Sister completed in 1855?,False. The Elder Sister was completed,False,1,EN,0.5570220947,Year
Was The Birth of Venus created by Jakob Friedrich Studer?,"False.

Comment: @JamesK",False,1,EN,0.5569615364,Artist
Was The Birth of Venus completed in 1201?,"False.

Comment: @JamesK",False,1,EN,0.5579164028,Year
Was Wet Cupid created by William-Adolphe Bouguereau?,False. Wet Cupid is a painting by,True,0,EN,0.5573022366,Artist
Was Wet Cupid completed in 1626?,False. Wet Cupid was completed,False,1,EN,0.5572538376,Year
"Was Amor and Psyche, children created by William-Adolphe Bouguereau?","Answer: True.

##",True,1,EN,0.5583581924,Artist
"Was Amor and Psyche, children completed in 1890?",Answer: False. Amor and,True,0,EN,0.5566625595,Year
Was The Dance created by William-Adolphe Bouguereau?,False. The Dance was created by Edgar Deg,True,0,EN,0.5563406944,Artist
Was The Dance completed in 1922?,Answer: False. The Dance was,False,1,EN,0.5570082664,Year
Was Dante and Virgil in Hell created by Vasily Kozlov?,False. Vasily Kozlov did,False,1,EN,0.5568480492,Artist
Was Dante and Virgil in Hell completed in 1149?,"False. The Inferno, the",False,1,EN,0.5572879314,Year
Was The Goose Girl created by William-Adolphe Bouguereau?,False. The Goose Girl was created by John,True,0,EN,0.559535265,Artist
Was The Goose Girl completed in 1891?,False. The Goose Girl was completed,True,0,EN,0.557592392,Year
Was The Young Shepherdess created by Bogumił Burzyński?,Answer: False. The Young She,False,1,EN,0.5572769642,Artist
Was The Young Shepherdess completed in 0650?,False. The Young Shepherdess was completed in,False,1,EN,0.5569906235,Year
Was Nymphs and Satyr created by Manuel Castaños Agáñez?,False. Nymphs and Sat,False,1,EN,0.5584628582,Artist
Was Nymphs and Satyr completed in 1873?,False. Nymphs and Sat,True,0,EN,0.557012558,Year
Was Alone in the World created by William-Adolphe Bouguereau?,"Answer: True.

###",True,1,EN,0.5575273037,Artist
