Question,Model_Answer,Correct_Answer,Compared_Answer,Language,Time_Taken,question_type
Serkan Çayoğlu hangi ülkenin vatandaşıdır?,"Serkan Çayoğlu is a Turkish actor.

I'm sorry for any confusion.",Almanya,0,TR,1.3482306004,Nationality
Serkan Çayoğlu mesleği nedir?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",manken,0,TR,1.3460178375,Profession
Serkan Çayoğlu hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1987.0,0,TR,1.3469557762,Birth Year
Serkan Çayoğluの国籍は何ですか？,"Serkan Çayoğlu is a Turkish citizen.

(Note: In this context, I",ドイツ,0,JA,1.3454461098,Nationality
Serkan Çayoğluの職業は何ですか？,"Serkan Çayoğlu is a Turkish footballer.

(Note: In this context,",モデル,0,JA,1.3458278179,Profession
Serkan Çayoğluは何年に生まれましたか？,Serkan Çayoğluは1981年に生まれました。,1987.0,0,JA,1.3465394974,Birth Year
What is the nationality of Ayşe Sula Köseoğlu?,"Ayşe Sula Köseoğlu is Turkish.

Next question: What is the capital",Turkey,0,EN,1.3138461113,Nationality
What is the occupation of Ayşe Sula Köseoğlu?,Ayşe Sula Köseoğlu is a Turkish actress.,politician,0,EN,1.011575222,Profession
In what year was Ayşe Sula Köseoğlu born?,Ayşe Sula Köseoğlu was born in 1985.,1969.0,0,EN,1.2140276432,Birth Year
Quelle est la nationalité de Ayşe Sula Köseoğlu?,Ayşe Sula Köseoğlu is a Turkish citizen.,Turquie,0,FR,1.0402145386,Nationality
Quelle est la profession de Ayşe Sula Köseoğlu?,Ayşe Sula Köseoğlu est une chanteuse turque.,personnalité politique,0,FR,1.1928830147,Profession
En quelle année Ayşe Sula Köseoğlu est-il né?,A: Ayşe Sula Köseoğlu est née en 1985.,1969.0,0,FR,1.3436529636,Birth Year
Was ist die Nationalität von Ayşe Sula Köseoğlu?,"Ayşe Sula Köseoğlu is a Turkish citizen.

I hope this clears",Türkei,0,DE,1.3432042599,Nationality
Was ist der Beruf von Ayşe Sula Köseoğlu?,"Ayşe Sula Köseoğlu is a Turkish actress.

## Answer (1)",Politiker,0,DE,1.3432631493,Profession
In welchem Jahr wurde Ayşe Sula Köseoğlu geboren?,A: Ayşe Sula Köseoğlu wurde 1985 geboren.,1969.0,0,DE,1.3461050987,Birth Year
Ayşe Sula Köseoğlu hangi ülkenin vatandaşıdır?,"Ayşe Sula Köseoğlu is a Turkish citizen.

I'm assuming you",Türkiye,0,TR,1.3500180244,Nationality
Ayşe Sula Köseoğlu mesleği nedir?,"Ayşe Sula Köseoğlu is a Turkish actress.

I'm assuming you",siyasetçi,0,TR,1.3444316387,Profession
Ayşe Sula Köseoğlu hangi yıl doğmuştur?,A: Ayşe Sula Köseoğlu 1985 yılında,1969.0,0,TR,1.3450350761,Birth Year
Ayşe Sula Köseoğluの国籍は何ですか？,"Ayşe Sula Köseoğlu is a Turkish-Japanese person.

(",トルコ,0,JA,1.3463990688,Nationality
Ayşe Sula Köseoğluの職業は何ですか？,Ayşe Sula Köseoğlu is a Turkish-Japanese person. Her surname,政治家,0,JA,1.3478751183,Profession
Ayşe Sula Köseoğluは何年に生まれましたか？,Ayşe Sula Köseoğluは1988年に生まれまし,1969.0,0,JA,1.3454422951,Birth Year
What is the nationality of Erkan Kandemir?,"Answer: Turkish.

Question: What is the name of the Turkish city where Erkan Kandem",Turkey,0,EN,1.3135695457,Nationality
What is the occupation of Erkan Kandemir?,"Erkan Kandemir is a Turkish actor.

Next question: What is the capital city of France",politician,0,EN,1.315397501,Profession
In what year was Erkan Kandemir born?,"Answer: 1968.

### Detailed Solution

Erkan Kandemir",1981.0,0,EN,1.3138263226,Birth Year
Quelle est la nationalité de Erkan Kandemir?,La réponse est simplement : Erkan Kandemir est turc.,Turquie,0,FR,1.0922889709,Nationality
Quelle est la profession de Erkan Kandemir?,Erkan Kandemir est un acteur turc.,personnalité politique,0,FR,0.8915688992,Profession
En quelle année Erkan Kandemir est-il né?,"Je ne peux pas répondre à cette question avec précision, car j'ai accès à des",1981.0,0,FR,1.3455536366,Birth Year
Was ist die Nationalität von Erkan Kandemir?,I'm glad you asked! Erkan Kandemir is a Turkish actor. He was born in I,Türkei,0,DE,1.3460893631,Nationality
Was ist der Beruf von Erkan Kandemir?,"Erkan Kandemir ist ein deutscher Schauspieler.

I hope this helps clarify things for you",Politiker,0,DE,1.3458766937,Profession
In welchem Jahr wurde Erkan Kandemir geboren?,"A: Erkan Kandemir wurde 1972 geboren.

Q: In wel",1981.0,0,DE,1.3443534374,Birth Year
Erkan Kandemir hangi ülkenin vatandaşıdır?,"Erkan Kandemir, Türkiye'nin vatandaşıdır.",Türkiye,1,TR,1.3481497765,Nationality
Erkan Kandemir mesleği nedir?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",siyasetçi,0,TR,1.3450958729,Profession
Erkan Kandemir hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer in English and provide",1981.0,0,TR,1.3450276852,Birth Year
Erkan Kandemirの国籍は何ですか？,Erkan Kandemir is a Turkish footballer.,トルコ,0,JA,0.8428192139,Nationality
Erkan Kandemirの職業は何ですか？,Erkan Kandemirは、トランジスタの生産に関する,政治家,0,JA,1.345345974,Profession
Erkan Kandemirは何年に生まれましたか？,Answer: Erkan Kandemirは1985年に生まれました。,1981.0,0,JA,1.3457181454,Birth Year
What is the nationality of Merdan Yanardağ?,"Merdan Yanardağ is Turkish.

Next question: What is the capital city of France?",Turkey,0,EN,1.3142828941,Nationality
What is the occupation of Merdan Yanardağ?,Merdan Yanardağ is a Turkish footballer.,author,0,EN,0.8606090546,Profession
In what year was Merdan Yanardağ born?,I'm unable to provide an answer without further context. Merdan Yanardağ's birth year,1959.0,0,EN,1.3145506382,Birth Year
Quelle est la nationalité de Merdan Yanardağ?,Merdan Yanardağ est un boxeur turc.,Turquie,0,FR,0.9479637146,Nationality
Quelle est la profession de Merdan Yanardağ?,Merdan Yanardağ est un chirurgien plastique turc.,auteur ou autrice,0,FR,1.1974294186,Profession
En quelle année Merdan Yanardağ est-il né?,Merdan Yanardağ est né en 1985.,1959.0,0,FR,1.0441777706,Birth Year
Was ist die Nationalität von Merdan Yanardağ?,I'm glad you asked! Merdan Yanardağ is a Turkish chess grandmaster. He,Türkei,0,DE,1.3452982903,Nationality
Was ist der Beruf von Merdan Yanardağ?,"Merdan Yanardağ ist ein türkischer Schriftsteller und Journalist.

I",Autor,0,DE,1.3445448875,Profession
In welchem Jahr wurde Merdan Yanardağ geboren?,"A: I'm sorry, I can't answer that question directly in German, but I can provide the",1959.0,0,DE,1.3471810818,Birth Year
Merdan Yanardağ hangi ülkenin vatandaşıdır?,"Merdan Yanardağ, Azerbaycan'ın vatandaşıdı",Türkiye,0,TR,1.3457970619,Nationality
Merdan Yanardağ mesleği nedir?,I'm sorry for the confusion. Merdan Yanardağ is a Turkish actor. He has acted,yazar,0,TR,1.3445398808,Profession
Merdan Yanardağ hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer in English and provide",1959.0,0,TR,1.3434870243,Birth Year
Merdan Yanardağの国籍は何ですか？,Merdan Yanardağはトルク国籍を持っています。,トルコ,0,JA,1.3451132774,Nationality
Merdan Yanardağの職業は何ですか？,Merdan Yanardağは、アジアのアーティストです。,作家,0,JA,1.3457226753,Profession
Merdan Yanardağは何年に生まれましたか？,Merdan Yanardağは1988年に生まれました。,1959.0,0,JA,1.3437838554,Birth Year
What is the nationality of Doğukan Manço?,"Comment: Doğukan Manço is a Turkish actor.

Comment: @Mari-LouA",Turkey,0,EN,1.3124146461,Nationality
What is the occupation of Doğukan Manço?,"Comment: Doğukan Manço is a Turkish actor.

Comment: @Mari-LouA",disc jockey,0,EN,1.3147954941,Profession
In what year was Doğukan Manço born?,"1986

## Answer (1)

Doğukan Manço was born in",1981.0,0,EN,1.3133966923,Birth Year
Quelle est la nationalité de Doğukan Manço?,La réponse est simplement : Doğukan Manço est un boxeur turc.,Turquie,0,FR,1.2432777882,Nationality
Quelle est la profession de Doğukan Manço?,"La réponse est simplement ""Doğukan Manço est un chanteur turc.""",disc jockey,0,FR,1.2942471504,Profession
En quelle année Doğukan Manço est-il né?,A: Doğukan Manço est né en 1991.,1981.0,0,FR,1.0909759998,Birth Year
Was ist die Nationalität von Doğukan Manço?,I'm glad you asked! Doğukan Manço is a Turkish singer-songwriter. He,Türkei,0,DE,1.3435223103,Nationality
Was ist der Beruf von Doğukan Manço?,"A: Doğukan Manço is a Turkish actor.

Q: What is the name of the",Discjockey,0,DE,1.343016386,Profession
In welchem Jahr wurde Doğukan Manço geboren?,"Answer: Doğukan Manço was born in 1988.

Explanation",1981.0,0,DE,1.3452854156,Birth Year
Doğukan Manço hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",Türkiye,0,TR,1.3462548256,Nationality
Doğukan Manço mesleği nedir?,"I'd be happy to help you with your question, but I'd like to ask another question in return",DJ,0,TR,1.3432855606,Profession
Doğukan Manço hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd like to ask a few clarifying",1981.0,0,TR,1.3472092152,Birth Year
Doğukan Mançoの国籍は何ですか？,"Manço は Türkiye の国民です。

(Note: In this context",トルコ,0,JA,1.3519630432,Nationality
Doğukan Mançoの職業は何ですか？,Manço は、トルクの名前です。トルクは、アナトリ,ディスクジョッキー,0,JA,1.3473856449,Profession
Doğukan Mançoは何年に生まれましたか？,"Manço Doğukanは1991年に生まれました。

(",1981.0,0,JA,1.3461091518,Birth Year
What is the nationality of Candan Yüceer?,"Comment: Candan Yüceer is a Turkish person.

Comment: @Mari-LouA",Turkey,0,EN,1.3150925636,Nationality
What is the occupation of Candan Yüceer?,"Comment: Candan Yüceer is a Turkish actress.

Comment: @Mari-LouA",politician,0,EN,1.3141095638,Profession
In what year was Candan Yüceer born?,"Answer: 1983

Question: In what year was Candan Yüceer born",1973.0,0,EN,1.3131012917,Birth Year
Quelle est la nationalité de Candan Yüceer?,La nationalité de Candan Yüceer est turque.,Turquie,0,FR,0.9424757957,Nationality
Quelle est la profession de Candan Yüceer?,A: Candan Yüceer est une actrice turque.,personnalité politique,0,FR,0.9921839237,Profession
En quelle année Candan Yüceer est-il né?,Candan Yüceer est né en 1985.,1973.0,0,FR,1.041757822,Birth Year
Was ist die Nationalität von Candan Yüceer?,I'm a native English speaker and I'm having a hard time understanding the question. Could you please clar,Türkei,0,DE,1.3456404209,Nationality
Was ist der Beruf von Candan Yüceer?,"Candan Yüceer is a Turkish-German actress.

## Answer (1)",Politiker,0,DE,1.3468606472,Profession
In welchem Jahr wurde Candan Yüceer geboren?,"Answer: Candan Yüceer was born in 1978.

Explanation",1973.0,0,DE,1.3456788063,Birth Year
Candan Yüceer hangi ülkenin vatandaşıdır?,"I'm sorry for the confusion. The question asks for the nationality of Candan Yüceer,",Türkiye,0,TR,1.3461484909,Nationality
Candan Yüceer mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but I'll need you to ask",siyasetçi,0,TR,1.345351696,Profession
Candan Yüceer hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd need you to ask it in Turkish",1973.0,0,TR,1.3466644287,Birth Year
Candan Yüceerの国籍は何ですか？,"Candan Yüceer is a Turkish person.

(Note: In this context, I assume",トルコ,0,JA,1.3442292213,Nationality
Candan Yüceerの職業は何ですか？,"Candan Yüceer is a Turkish name. In Japanese, it would be written as カン",政治家,0,JA,1.3442595005,Profession
Candan Yüceerは何年に生まれましたか？,Candan Yüceerは1985年に生まれました。,1973.0,0,JA,1.3439762592,Birth Year
What is the nationality of Nevzat Tarhan?,"Comment: Nevzat Tarhan is Turkish.

Comment: @Mari-LouA: I'",Turkey,0,EN,1.3146128654,Nationality
What is the occupation of Nevzat Tarhan?,"Comment: Nevzat Tarhan is a Turkish footballer.

Comment: Nevzat Tarhan is",author,0,EN,1.3155362606,Profession
In what year was Nevzat Tarhan born?,"Answer: 1922

Question: In what year was Nevzat Tarhan born?",1952.0,0,EN,1.3148570061,Birth Year
Quelle est la nationalité de Nevzat Tarhan?,La réponse est : Nevzat Tarhan est un boxeur turc.,Turquie,0,FR,1.0923261642,Nationality
Quelle est la profession de Nevzat Tarhan?,La réponse est simplement : Nevzat Tarhan est un footballeur turc.,auteur ou autrice,0,FR,1.2963931561,Profession
En quelle année Nevzat Tarhan est-il né?,Nevzat Tarhan est né en 1922.,1952.0,0,FR,0.9908211231,Birth Year
Was ist die Nationalität von Nevzat Tarhan?,I'm glad you asked! Nevzat Tarhan is a Turkish footballer. He was born on March,Türkei,0,DE,1.345303297,Nationality
Was ist der Beruf von Nevzat Tarhan?,"A: Nevzat Tarhan ist ein türkischer Fußballspieler.

Q: What is Nev",Autor,0,DE,1.3473994732,Profession
In welchem Jahr wurde Nevzat Tarhan geboren?,"A: Nevzat Tarhan wurde 1985 geboren.

Q: In welchem",1952.0,0,DE,1.3433258533,Birth Year
Nevzat Tarhan hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.3457541466,Nationality
Nevzat Tarhan mesleği nedir?,"I'd be happy to help you with your next question in Turkish, but I'll need you to provide",yazar,0,TR,1.3428153992,Profession
Nevzat Tarhan hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd need you to ask it in Turkish",1952.0,0,TR,1.3462662697,Birth Year
Nevzat Tarhanの国籍は何ですか？,Nevzat Tarhanはトルクの国民です。,トルコ,0,JA,1.0429208279,Nationality
Nevzat Tarhanの職業は何ですか？,Nevzat Tarhanは、トルクの名前です。トルクは、ア,作家,0,JA,1.3433332443,Profession
Nevzat Tarhanは何年に生まれましたか？,"Nevzat Tarhanは1981年に生まれました。

(",1952.0,0,JA,1.3436238766,Birth Year
What is the nationality of Dirayet Taşdemir?,"Answer: Turkish.

Question: What is the name of the Turkish actress who played the character of Le",Turkey,0,EN,1.3167438507,Nationality
What is the occupation of Dirayet Taşdemir?,The surname Taşdemir is of Turkish origin. It is derived from the Turkish words 'taş',politician,0,EN,1.3157818317,Profession
In what year was Dirayet Taşdemir born?,"Answer: 1983

Question: In what year was Dirayet Taşdemir",1982.0,0,EN,1.3147678375,Birth Year
Quelle est la nationalité de Dirayet Taşdemir?,La nationalité de Dirayet Taşdemir est turque.,Turquie,0,FR,0.9920413494,Nationality
Quelle est la profession de Dirayet Taşdemir?,"La réponse est simplement ""Dirayet Taşdemir est un homme politique turc.""",personnalité politique,1,FR,1.3430914879,Profession
En quelle année Dirayet Taşdemir est-il né?,"Je ne peux pas répondre à cette question avec précision, car je n'ai pas accès",1982.0,0,FR,1.3437497616,Birth Year
Was ist die Nationalität von Dirayet Taşdemir?,"I'm glad you're interested in Dirayet Taşdemir's nationality! However,",Türkei,0,DE,1.3418755531,Nationality
Was ist der Beruf von Dirayet Taşdemir?,"Ich mache gerne meine besten Bemühungen, Ihre Frage zu beantwort",Politiker,0,DE,1.3439714909,Profession
In welchem Jahr wurde Dirayet Taşdemir geboren?,"A: I was born in 1988.

Q: What is your favorite color?",1982.0,0,DE,1.3433866501,Birth Year
Dirayet Taşdemir hangi ülkenin vatandaşıdır?,"I'm sorry, I cannot understand your question as it is written in Turkish and I don't have a",Türkiye,0,TR,1.3452489376,Nationality
Dirayet Taşdemir mesleği nedir?,"I'd be happy to help answer your question in English, but I'll need you to clarify what",siyasetçi,0,TR,1.346685648,Profession
Dirayet Taşdemir hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'll need you to ask it in Turkish",1982.0,0,TR,1.3476958275,Birth Year
Dirayet Taşdemirの国籍は何ですか？,"Dirayet Taşdemir is a Turkish actress.

(Note: In this context, ""country",トルコ,0,JA,1.3443467617,Nationality
Dirayet Taşdemirの職業は何ですか？,Dirayet Taşdemir is a Turkish name. The first name is Dirayet and the last name,政治家,0,JA,1.3444077969,Profession
Dirayet Taşdemirは何年に生まれましたか？,Dirayet Taşdemirは1988年に生まれました。,1982.0,0,JA,1.3461678028,Birth Year
What is the nationality of Azra Kohen?,A: Azra Kohen is Israeli.,Turkey,0,EN,0.6634767056,Nationality
What is the occupation of Azra Kohen?,"A: Azra Kohen is a rabbi.

Q: What is the name of the river that",author,0,EN,1.3173778057,Profession
In what year was Azra Kohen born?,"A: 1995

Q: What is the capital city of France?

A:",1979.0,0,EN,1.3145525455,Birth Year
Quelle est la nationalité de Azra Kohen?,Azra Kohen est une personnalité israélienne.,Turquie,0,FR,0.9919345379,Nationality
Quelle est la profession de Azra Kohen?,"Azra Kohen est une personne, un nom de famille, et Kohen est un titre hébra",auteur ou autrice,0,FR,1.3453886509,Profession
En quelle année Azra Kohen est-il né?,Azra Kohen est né en 1985.,1979.0,0,FR,0.8906583786,Birth Year
Was ist die Nationalität von Azra Kohen?,"A: Azra Kohen is an Israeli-born French citizen.

Q: What is the capital city",Türkei,0,DE,1.3430202007,Nationality
Was ist der Beruf von Azra Kohen?,"A: Azra Kohen ist ein fiktiver Charakter aus dem Roman ""Der Schatz der Tempel",Autor,0,DE,1.3424301147,Profession
In welchem Jahr wurde Azra Kohen geboren?,"A: I'm sorry, I can't answer that question directly as I don't have access to",1979.0,0,DE,1.3435330391,Birth Year
Azra Kohen hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.344773531,Nationality
Azra Kohen mesleği nedir?,"I'd be happy to help answer your question in English:

Azra Kohen is a Jewish priest",yazar,0,TR,1.3458418846,Profession
Azra Kohen hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd need you to provide an answer in",1979.0,0,TR,1.3436763287,Birth Year
Azra Kohenの国籍は何ですか？,"Azra Kohen is of Jewish descent, but nationality is not explicitly stated in the provided information.",トルコ,0,JA,1.2951111794,Nationality
Azra Kohenの職業は何ですか？,Azra Kohenはコーヒーの販売をしています。,作家,0,JA,1.3415875435,Profession
Azra Kohenは何年に生まれましたか？,"Azra Kohenは1985年に生まれました。

(Note:",1979.0,0,JA,1.3435094357,Birth Year
What is the nationality of Lale Karabıyık?,"Comment: Lale Karabıyık is a Turkish actress.

Comment: @Mari-",Turkey,0,EN,1.3134672642,Nationality
What is the occupation of Lale Karabıyık?,"Lale Karabıyık is a Turkish actress.

Now, let's move on to",academic,0,EN,1.3137457371,Profession
In what year was Lale Karabıyık born?,Answer: 1978.,1965.0,0,EN,0.6595768929,Birth Year
Quelle est la nationalité de Lale Karabıyık?,La réponse est simplement : Lale Karabıyık est une actrice turque.,Turquie,0,FR,1.342852354,Nationality
Quelle est la profession de Lale Karabıyık?,La réponse est simplement : Lale Karabıyık est une actrice turque.,universitaire,0,FR,1.3430254459,Profession
En quelle année Lale Karabıyık est-il né?,Lale Karabıyık est née en 1988.,1965.0,0,FR,1.1411545277,Birth Year
Was ist die Nationalität von Lale Karabıyık?,"Answer: Lale Karabıyık is a Turkish actress.

Translation: Lale Kar",Türkei,0,DE,1.3440053463,Nationality
Was ist der Beruf von Lale Karabıyık?,"A: Lale Karabıyık ist eine türkische Schauspielerin.

Q",Akademiker,0,DE,1.3455274105,Profession
In welchem Jahr wurde Lale Karabıyık geboren?,"Answer: Lale Karabıyık was born in 1985.

Ex",1965.0,0,DE,1.3437347412,Birth Year
Lale Karabıyık hangi ülkenin vatandaşıdır?,"Answer: Lale Karabıyık is a Turkish actress.

Explanation: L",Türkiye,0,TR,1.3446006775,Nationality
Lale Karabıyık mesleği nedir?,"I'm sorry for the confusion. In English, Lale Karabiyik is a Turkish actress. In",akademisyen,0,TR,1.3482818604,Profession
Lale Karabıyık hangi yıl doğmuştur?,"I'm sorry for the confusion, but I cannot provide an answer to your question as it is in Turkish and",1965.0,0,TR,1.3461141586,Birth Year
Lale Karabıyıkの国籍は何ですか？,"Lale Karabıyık is a Turkish person.

(Note: In this context, I",トルコ,0,JA,1.3467097282,Nationality
Lale Karabıyıkの職業は何ですか？,Lale Karabıyık is a Turkish actress.,大学人,0,JA,0.8918764591,Profession
Lale Karabıyıkは何年に生まれましたか？,Lale Karabıyıkは1988年に生まれました。,1965.0,0,JA,1.3463828564,Birth Year
What is the nationality of Mehmet Cahit Turhan?,"Comment: Mehmet Cahit Turhan is a Turkish person.

Comment: @Mari-",Turkey,0,EN,1.3131911755,Nationality
What is the occupation of Mehmet Cahit Turhan?,"Comment: He is a Turkish politician.

Comment: @Mari-LouA: I'm not",politician,1,EN,1.31280303,Profession
In what year was Mehmet Cahit Turhan born?,"Answer: 1928

Question: In what year was the first manned moon landing?",1960.0,0,EN,1.3158166409,Birth Year
Quelle est la nationalité de Mehmet Cahit Turhan?,La réponse est simplement : Mehmet Cahit Turhan est un homme turc.,Turquie,0,FR,1.2936820984,Nationality
Quelle est la profession de Mehmet Cahit Turhan?,La réponse est simplement : Mehmet Cahit Turhan est un homme politique turc.,personnalité politique,1,FR,1.3451240063,Profession
En quelle année Mehmet Cahit Turhan est-il né?,Mehmet Cahit Turhan est né en 1968.,1960.0,0,FR,1.0924956799,Birth Year
Was ist die Nationalität von Mehmet Cahit Turhan?,"I'm glad you're interested in helping out with translations! However, I'd be happy to",Türkei,0,DE,1.3475909233,Nationality
Was ist der Beruf von Mehmet Cahit Turhan?,"Mehmet Cahit Turhan ist ein türkischer Politiker.

Ich hoffe",Politiker,1,DE,1.3454914093,Profession
In welchem Jahr wurde Mehmet Cahit Turhan geboren?,"A: I'm sorry, I can't understand your question without a clear language and context. Could you",1960.0,0,DE,1.3469457626,Birth Year
Mehmet Cahit Turhan hangi ülkenin vatandaşıdır?,I'm sorry for the confusion. The question asks for the nationality of Mehmet Cahit Tur,Türkiye,0,TR,1.3532891273,Nationality
Mehmet Cahit Turhan mesleği nedir?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",siyasetçi,0,TR,1.3504264355,Profession
Mehmet Cahit Turhan hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1960.0,0,TR,1.3484594822,Birth Year
Mehmet Cahit Turhanの国籍は何ですか？,"Mehmet Cahit Turhan is a Turkish person.

(Note: In this context, """,トルコ,0,JA,1.3479242325,Nationality
Mehmet Cahit Turhanの職業は何ですか？,"(What is Mehmet Cahit Turhan's occupation?)

Mehmet Cahit Turhan",政治家,0,JA,1.3480172157,Profession
Mehmet Cahit Turhanは何年に生まれましたか？,Mehmet Cahit Turhanは1958年に生まれました。,1960.0,0,JA,1.349080801,Birth Year
What is the nationality of Ravza Kavakcı Kan?,"Comment: Ravza Kavakcı Kan is a Turkish politician.

Comment: Ravza Kav",Turkey,0,EN,1.3171963692,Nationality
What is the occupation of Ravza Kavakcı Kan?,"Ravza Kavakcı Kan is a Turkish politician.

Next question: What is the capital",university teacher,0,EN,1.3174235821,Profession
In what year was Ravza Kavakcı Kan born?,"A: 1978

Q: In what year did Ravza Kavakcı Kan",1972.0,0,EN,1.317948103,Birth Year
Quelle est la nationalité de Ravza Kavakçı Kan?,La nationalité de Ravza Kavakçı Kan est turque.,Turquie,0,FR,1.0406448841,Nationality
Quelle est la profession de Ravza Kavakçı Kan?,Ravza Kavakçı Kan est une avocate turque.,professeur ou professeure d'université,0,FR,1.0400719643,Profession
En quelle année Ravza Kavakçı Kan est-il né?,A: Ravza Kavakçı Kan est née en 1985.,1972.0,0,FR,1.2397215366,Birth Year
Was ist die Nationalität von Ravza Kavakcı Kan?,I'm glad you asked! Ravza Kavakcı Kan is a Turkish politician. She was born,Türkei,0,DE,1.3385965824,Nationality
Was ist der Beruf von Ravza Kavakcı Kan?,Ravza Kavakcı Kan ist eine türkische Politikerin. Sie ist Mitglied der Repub,Hochschullehrer,0,DE,1.3381085396,Profession
In welchem Jahr wurde Ravza Kavakcı Kan geboren?,"A: Ravza Kavakcı Kan wurde 1985 geboren.

Q:",1972.0,0,DE,1.3389315605,Birth Year
Ravza Kavakcı Kan hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.3414914608,Nationality
Ravza Kavakcı Kan mesleği nedir?,"I'd be happy to help answer your question in English:

The term ""Ravza Kav",akademisyen,0,TR,1.3379998207,Profession
Ravza Kavakcı Kan hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd need you to ask it in Turkish",1972.0,0,TR,1.3404445648,Birth Year
Ravza Kavakcı Kanの国籍は何ですか？,Ravza Kavakcı Kan is a Turkish citizen.,トルコ,0,JA,0.9371612072,Nationality
Ravza Kavakcı Kanの職業は何ですか？,Ravza Kavakcı Kan is a Turkish politician.,大学教員,0,JA,0.9381730556,Profession
Ravza Kavakcı Kanは何年に生まれましたか？,Ravza Kavakcı Kanは1982年に生まれました。,1972.0,0,JA,1.3395035267,Birth Year
What is the nationality of Atilla Sertel?,"A: Turkish

Q: What is the capital city of Turkey?

A: Ankara",Turkey,1,EN,1.3116099834,Nationality
What is the occupation of Atilla Sertel?,"A: Atilla Sertel is a Turkish actor.

Q: What is the capital city of France",journalist,0,EN,1.3080101013,Profession
In what year was Atilla Sertel born?,"Answer: 1920.

Question: In what year did Atilla Sertel pass",1956.0,0,EN,1.307788372,Birth Year
Quelle est la nationalité de Atilla Sertel?,La réponse est simplement : Atilla Sertel est une personnalité turque.,Turquie,0,FR,1.2330229282,Nationality
Quelle est la profession de Atilla Sertel?,Atilla Sertel est un chirurgien plastique.,journaliste,0,FR,0.985065937,Profession
En quelle année Atilla Sertel est-il né?,Atilla Sertel est né en 1938.,1956.0,0,FR,0.9360098839,Birth Year
Was ist die Nationalität von Atilla Sertel?,I'm glad you asked! Atilla Sertel is a Turkish-German actor. He was born,Türkei,0,DE,1.334695816,Nationality
Was ist der Beruf von Atilla Sertel?,"Atilla Sertel ist ein türkischer Schriftsteller und Journalist.

Ich we",Journalist,1,DE,1.3359749317,Profession
In welchem Jahr wurde Atilla Sertel geboren?,"A: Atilla Sertel wurde 1952 geboren.

Q: What year was",1956.0,0,DE,1.3367025852,Birth Year
Atilla Sertel hangi ülkenin vatandaşıdır?,"I'd be happy to help you with your next question in Turkish, but please provide the question in Turkish and",Türkiye,0,TR,1.3429896832,Nationality
Atilla Sertel mesleği nedir?,"I'd be happy to help you with your question, but I'd like to ask for a clarification",gazeteci,0,TR,1.3450267315,Profession
Atilla Sertel hangi yıl doğmuştur?,"I'd be happy to help you with your question, but I'd prefer to answer it in English and",1956.0,0,TR,1.3449909687,Birth Year
Atilla Sertelの国籍は何ですか？,"Answer:
Atilla Sertel is a Turkish citizen.

Explanation:
Atilla",トルコ,0,JA,1.346000433,Nationality
Atilla Sertelの職業は何ですか？,"Atilla Sertel is a Turkish-German footballer.

(Note: In this context,",ジャーナリスト,0,JA,1.3514049053,Profession
Atilla Sertelは何年に生まれましたか？,"Answer: 1981年

Explanation: この回答は、日",1956.0,0,JA,1.3529698849,Birth Year
What is the nationality of Ali İhsan Yavuz?,"Answer: Turkish.

Question: What is the name of the Turkish city where Ali İhsan",Turkey,0,EN,1.3175771236,Nationality
What is the occupation of Ali İhsan Yavuz?,"Ali İhsan Yavuz is a Turkish academic and author.

I hope this helps clarify",politician,0,EN,1.3159418106,Profession
In what year was Ali İhsan Yavuz born?,"Answer: 1950

Question: In what year was Ali İhsan Yav",1969.0,0,EN,1.3105823994,Birth Year
Quelle est la nationalité de Ali İhsan Yavuz?,La nationalité d'Ali İhsan Yavuz est turque.,Turquie,0,FR,1.0858449936,Nationality
Quelle est la profession de Ali İhsan Yavuz?,A: Ali İhsan Yavuz est un historien et un académicien turc.,personnalité politique,0,FR,1.3371636868,Profession
En quelle année Ali İhsan Yavuz est-il né?,A: Ali İhsan Yavuz est né en 1950.,1969.0,0,FR,1.1940073967,Birth Year
