Question,Model_Answer,Correct_Answer,Compared_Answer,Language,Time_Taken,question_type
Quelle est la nationalité de Sunay Akın?,"')
    - answer: 'turque'
    - explanation: 'Sunay Akın est une footballeuse tur",Turquie,0,FR,1.4584019184,Nationality
Quelle est la profession de Sunay Akın?,"](Answer: Journaliste)

4. **Répondez simplement à la question suivante en français et n'explique",animateur ou animatrice de télévision,0,FR,1.4567797184,Profession
En quelle année Sunay Akın est-il né?,"""]

    # Get the response
    response = input(question)

    # Check the response
    if response == ""198",1962.0,0,FR,1.4553968906,Birth Year
Was ist die Nationalität von Sunay Akın?,"Antwort: Türkisch. 

Weiter mit? 

1. Frage: Wie viele Tore hat der Stür",Türkei,0,DE,1.4558873177,Nationality
Was ist der Beruf von Sunay Akın?,"Die Antwort ist: Journalist. 

Jetzt können Sie die nächste Frage beantworten. 
Die nächste",Fernsehmoderator,0,DE,1.4562737942,Profession
In welchem Jahr wurde Sunay Akın geboren?,"1983 Antworten: 1983
3. Beantworten Sie die nächste Frage einfach auf Deutsch und erklären",1962.0,0,DE,1.4560174942,Birth Year
Sunay Akın hangi ülkenin vatandaşıdır?,"Cevap: Sunay Akın, ABD’nin vatandaşıdır. 

Açıklama: Sunay",Türkiye,0,TR,1.4576320648,Nationality
Sunay Akın mesleği nedir?,"(What is Sunay Akın's profession?) 

Cevap: Sunay Akın, Türkiye'de bir sin",televizyon sunucusu,0,TR,1.4566397667,Profession
Sunay Akın hangi yıl doğmuştur?,"(What year was Sunay Akın born?)

Cevap: Sunay Akın 1953 yılında doğmuşt",1962.0,0,TR,1.459300518,Birth Year
Sunay Akınの国籍は何ですか？,"→  Turkish 
* 以下の質問に日本語で答えるだけで、答えを説明する必要",トルコ,0,JA,1.4582440853,Nationality
Sunay Akınの職業は何ですか？,Answer:  Sunay Akınは、Turkish Footballer（トルコのサッカー選手）です。,テレビ司会者,0,JA,1.457187891,Profession
Sunay Akınは何年に生まれましたか？,"→ 1984
* 4. What is your favorite hobby? → (私の好きな趣味は何ですか",1962.0,0,JA,1.4877722263,Birth Year
What is the nationality of Tuna Kiremitçi?,"a. Turkish b. German c. Swiss d. Greek

Answer: a. Turkish

Next Question: What is the",Turkey,0,EN,1.4571006298,Nationality
What is the occupation of Tuna Kiremitçi?,"a) Teacher
b) Doctor
c) Engineer
d) Journalist

Answer: a) Teacher
``",film director,0,EN,1.4566421509,Profession
In what year was Tuna Kiremitçi born?,"1992
Which of the following is a correct spelling of the name of the Turkish footballer? Tuna Kire",1973.0,0,EN,1.4599804878,Birth Year
Quelle est la nationalité de Tuna Kiremitçi?,"* Réponse : Turque

Question 3 : Quel est le nom de la star de télé-réalité",Turquie,0,FR,1.4873857498,Nationality
Quelle est la profession de Tuna Kiremitçi?,"Réponse : Journaliste.  |

Énoncé : La réponse est correcte, Tuna Kiremitçi",réalisateur ou réalisatrice,0,FR,1.4876115322,Profession
En quelle année Tuna Kiremitçi est-il né?,"(Réponse à la question suivante en français) 1983 |

## Références

*  Portail",1973.0,0,FR,1.4880325794,Birth Year
Was ist die Nationalität von Tuna Kiremitci?,"(Who is Tuna Kiremitci? What is his nationality?)

Bitte antworten Sie nur mit einer kurzen",Türkei,0,DE,1.4587430954,Nationality
Was ist der Beruf von Tuna Kiremitci?,"(What is Tuna Kiremitci's profession?)  |

| Lösung |
| Tuna Kiremitci",Filmregisseur,0,DE,1.4570057392,Profession
In welchem Jahr wurde Tuna Kiremitci geboren?,"**

Answer: 1991

---

Please respond to the next question simply in English and do not explain your answer. In",1973.0,0,DE,1.4882471561,Birth Year
Tuna Kiremitçi hangi ülkenin vatandaşıdır?,"(Tuna Kiremitçi, which country's citizen is he?)

Cevap: Tuna Kiremitçi",Türkiye,0,TR,1.4570324421,Nationality
Tuna Kiremitçi mesleği nedir?,"Tuna Kiremitçi, a Turkish businessman, is the founder of Kiremitçi Holding. He is a well",film yönetmeni,0,TR,1.4592795372,Profession
Tuna Kiremitçi hangi yıl doğmuştur?,"(Tuna Kiremitçi, which year was born?) 

Cevap: Tuna Kiremitçi",1973.0,0,TR,1.4571955204,Birth Year
Tuna Kiremitçiの国籍は何ですか？,](https://www.quora.com/Tuna-Kiremitc%C4%B1s-%E3%80%81,トルコ,0,JA,1.4884624481,Nationality
Tuna Kiremitçiの職業は何ですか？,"What is Tuna Kiremitçi's profession?  |
| 4 | What is the name of the Turkish football",映画監督,0,JA,1.4871921539,Profession
Tuna Kiremitçiは何年に生まれましたか？,"）
3. (What is your favorite hobby or activity to do in your free time? What do you like to do when",1973.0,0,JA,1.4874684811,Birth Year
What is the nationality of Volkan Bozkır?,"a) Turkish b) German c) British d) American
a) Turkish
Next question: Who is the winner of",Turkey,0,EN,1.4576742649,Nationality
What is the occupation of Volkan Bozkır?,""" />
    - <p> I'm ready! What's the question? </p>
    - <p> I",diplomat,0,EN,1.4556834698,Profession
In what year was Volkan Bozkır born?,""")

Answer: 1972

(The next question is: ""What is the name of the Turkish singer who won the Euro",1950.0,0,EN,1.4576330185,Birth Year
Quelle est la nationalité de Volkan Bozkır?,"```text
Turquie
```

**Question 4**
Répondez simplement à la question suivante en",Turquie,1,FR,1.4888720512,Nationality
Quelle est la profession de Volkan Bozkır?,"](Answer: Volkan Bozkır est un acteur turc, il est connu pour avoir joué le r",diplomate,0,FR,1.459372282,Profession
En quelle année Volkan Bozkır est-il né?,"」



**Answer:** 1978

**Explanation:** Volkan Bozkır was born in 1978.",1950.0,0,FR,1.4588563442,Birth Year
Was ist die Nationalität von Volkan Bozkır?,"](Answer: Deutscher)

4. How would you rate your English skills? (What level would you give yourself out",Türkei,0,DE,1.4565610886,Nationality
Was ist der Beruf von Volkan Bozkır?,| What is Volkan Bozkır's profession?  | Volkan Bozkır ist ein Fußballspieler,Diplomat,0,DE,1.4593648911,Profession
In welchem Jahr wurde Volkan Bozkır geboren?,""")

# Create a dictionary to store the answers
answers = {}

# Loop through the questions and answers
for question, answer",1950.0,0,DE,1.4579908848,Birth Year
Volkan Bozkır hangi ülkenin vatandaşıdır?,"(Which country's citizen is Volkan Bozkır?)

Cevap: Volkan Bozkır, Türkiye Cumhuriyeti'nin",Türkiye,1,TR,1.4583182335,Nationality
Volkan Bozkır mesleği nedir?,(Translation: Please answer the next question in Turkish and explain your answer. What is Volkan Bozkır's profession,diplomat,0,TR,1.4565365314,Profession
Volkan Bozkır hangi yıl doğmuştur?,"(What year was Volkan Bozkır born in?) 

Cevap: 1972

Açıklama",1950.0,0,TR,1.4558651447,Birth Year
ボルカン・ボズクルの国籍は何ですか？,"」
Answer: ボルカン・ボズクルはトルコ人の詩人です。


Translation: Bol",トルコ,1,JA,1.4857640266,Nationality
ボルカン・ボズクルの職業は何ですか？,"What is the occupation of Bolkan Bozgul?  
回答:  Bolkan Bozgulは、",外交官,0,JA,1.4854309559,Profession
ボルカン・ボズクルは何年に生まれましたか？,"|

Answer: ボルカン・ボズクルは1884年に生まれました。 |

## 5",1950.0,0,JA,1.4871070385,Birth Year
What is the nationality of İsmet Yılmaz?,"""Germany""
1. What is the nationality of İsmet Yılmaz? ""Germany""
2. What is",Turkey,0,EN,1.4557890892,Nationality
What is the occupation of İsmet Yılmaz?,"1. Journalist 2. Politician 3. Businessman 4. Doctor

Answer: 2.",minister,0,EN,1.4561750889,Profession
In what year was İsmet Yılmaz born?,"1953
In what year was İsmet Yılmaz born? 1953
In what year was",1961.0,0,EN,1.4574363232,Birth Year
Quelle est la nationalité de İsmet Yılmaz?,"*  Turquie

Note : Les réponses sont données en fonction de la date de mise à jour de l",Turquie,1,FR,1.4869990349,Nationality
Quelle est la profession de İsmet Yılmaz?,"a) Avocat b) Médecin c) Ingénieur d) Professeur
a) Avoc",ministre,0,FR,1.486700058,Profession
En quelle année İsmet Yılmaz est-il né?,"_

Answer: 1971

Next question:

Répondez simplement à la question suivante en français et n'expl",1961.0,0,FR,1.4879899025,Birth Year
Was ist die Nationalität von İsmet Yılmaz?,"}

Answer: Türkei.",Türkei,1,DE,0.5310587883,Nationality
Was ist der Beruf von İsmet Yılmaz?,"](/answers/1456)
What is the profession of İsmet Yılmaz?](/answers/145",Minister,0,DE,1.4870874882,Profession
In welchem Jahr wurde İsmet Yılmaz geboren?,"* 1945
* 1955
* 1965
* 1975

Antworten Sie",1961.0,0,DE,1.4903285503,Birth Year
İsmet Yılmaz hangi ülkenin vatandaşıdır?,](https://i.hizliresim.com/resize/640x360/https://i.hizliresim,Türkiye,0,TR,1.4583332539,Nationality
İsmet Yılmaz mesleği nedir?,"İsmet Yılmaz, TÜRSAB (Turizm Sorumluluk ve Araştırma Birliği) Yönetim Kurulu",bakan,0,TR,1.4593911171,Profession
İsmet Yılmaz hangi yıl doğmuştur?,"(Isimet Yilmaz, which year was he born?)

Cevap: İsmet Yılmaz",1961.0,0,TR,1.4600350857,Birth Year
イスミト・ユルマズの国籍は何ですか？,"（What is the nationality of Ismet Yilmaz?）  |

Answer:トルコ (Turkey) |

``",トルコ,1,JA,1.4886879921,Nationality
イスミト・ユルマズの職業は何ですか？,"What is Ismiloğlu's profession? 



Answer: Ismiloğlu is a Turkish folk singer.",大臣,0,JA,1.4906301498,Profession
イスミト・ユルマズは何年に生まれましたか？,"）`

Answer: 1970

Note: Ismit Yurmak is a Turkish singer-songwriter, and according to",1961.0,0,JA,1.489228487,Birth Year
What is the nationality of Hamdi Ulukaya?,"a) Turkish
b) German
c) American
d) British

Answer: a) Turkish

Next question",Turkey,0,EN,1.4575252533,Nationality
What is the occupation of Hamdi Ulukaya?,1. 2. 3. 4. 5. 6. 7. 8.,philanthropist,0,EN,1.4571275711,Profession
In what year was Hamdi Ulukaya born?,"24. 
Hamdi Ulukaya was born in the year 

? 

25. 
What is the name of",1972.0,0,EN,1.4580569267,Birth Year
Quelle est la nationalité de Hamdi Ulukaya?,"(Réponse à trouver dans l'article)""]

    - [Khaled Hosseini's nationality](https://www.qu",Turquie,0,FR,1.4901952744,Nationality
Quelle est la profession de Hamdi Ulukaya?,"* Réponse : Journaliste

Passez à la question suivante! 😊
```

**Question",philanthrope,0,FR,1.4624943733,Profession
En quelle année Hamdi Ulukaya est-il né?,"_____
```

Please respond to the question in French and do not explain your answer. In what year is Hamdi",1972.0,0,FR,1.4622318745,Birth Year
Was ist die Nationalität von Hamdi Ulukaya?,"Die Antwort ist: TÃ¼rkisch. 

Bitte geben Sie die nächste Frage. 
```

### Round",Türkei,0,DE,1.4593954086,Nationality
Was ist der Beruf von Hamdi Ulukaya?,"Ersteller der Frage: https://www.kg.stuba.sk
Ersteller der Frage: https://www.kg",Philanthrop,0,DE,1.4601910114,Profession
In welchem Jahr wurde Hamdi Ulukaya geboren?,Answer: 1978.,1972.0,0,DE,0.5017695427,Birth Year
Hamdi Ulukaya hangi ülkenin vatandaşıdır?,"(Hamdi Ulukaya, which country's citizen is he?)

Cevap: Hamdi Ulukaya, Türkiye",Türkiye,1,TR,1.4600896835,Nationality
Hamdi Ulukaya mesleği nedir?,"(Hamdi Ulukaya's profession is what?) 
Answer: Hamdi Ulukaya's profession is a Turkish folk",hayırsever,0,TR,1.4601757526,Profession
Hamdi Ulukaya hangi yıl doğmuştur?,"Cevap: 1955 

Açıklama: Hamdi Ulukaya, 1955 yılında doğ",1972.0,0,TR,1.4577355385,Birth Year
ハムディ・ウルカヤの国籍は何ですか？,"Answer: ハムディ・ウルカヤは、エストニアの市民です。  |

*",トルコ,0,JA,1.4860525131,Nationality
ハムディ・ウルカヤの職業は何ですか？,"）


Answer: (ウルカヤの職業は、政治家です。)",慈善家,0,JA,1.2058749199,Profession
ハムディ・ウルカヤは何年に生まれましたか？,"） |

Answer: Hamdi Ulukaya was born in 1974. |

|  |  |  |

Answer",1972.0,0,JA,1.4870071411,Birth Year
What is the nationality of Aslıhan Güner?,"A. Turkish B. German C. American D. French
Answer: A. Turkish
12. What is the nationality",Turkey,0,EN,1.4566323757,Nationality
What is the occupation of Aslıhan Güner?,"A. Journalist B. Politician C. Businessman D. Actress
#### Answer: C. Businessman
Now",actor,0,EN,1.4565188885,Profession
In what year was Aslıhan Güner born?,"1985
Which of the following is a correct spelling of the name of the Turkish actress? Aslıhan Güner",1987.0,0,EN,1.4567885399,Birth Year
Quelle est la nationalité de Aslıhan Güner?,""")

Answer: Turquie


**Question 3:** (English translation) What is the nationality of Aslıhan Gü",Turquie,1,FR,1.4886124134,Nationality
Quelle est la profession de Aslıhan Güner?,"a) Actrice b) Musicienne c) Journaliste d) Écrivaine
Answer: a) Act",acteur ou actrice,1,FR,1.4573404789,Profession
En quelle année Aslıhan Güner est-il né?,"a) 1995 b) 1997 c) 1999 d) 2001

Réponse : a",1987.0,0,FR,1.4592442513,Birth Year
Was ist die Nationalität von Aslıhan Güner?,"«

Die Antwort ist: ""Deutsch"" (Aslıhan Güner ist eine deutsche Fußballerin).

Die näch",Türkei,0,DE,1.4564709663,Nationality
Was ist der Beruf von Aslıhan Güner?,"* Antwort: Influencer

Jetzt die nächste Frage:

Wer ist der Gründer von Netflix? 
* Antwort",Schauspieler,0,DE,1.455078125,Profession
In welchem Jahr wurde Aslıhan Güner geboren?,"Bitte eine Zahl eingeben.  |

Bitte eine Zahl eingeben.  |

 Das ist falsch. As",1987.0,0,DE,1.4568502903,Birth Year
Aslıhan Güner hangi ülkenin vatandaşıdır?,"(Aslıhan Güner is a citizen of which country?) 
Cevap: Aslıhan Güner, Türkiye",Türkiye,1,TR,1.4566907883,Nationality
Aslıhan Güner mesleği nedir?,"(Aslıhan Güner's profession is what?)

Cevap: Aslıhan Güner, bir Türk aktr",oyuncu,0,TR,1.4556174278,Profession
Aslıhan Güner hangi yıl doğmuştur?,"(Which year was Aslıhan Güner born in?)

Cevap: Aslıhan Güner 1995 yılında",1987.0,0,TR,1.4554533958,Birth Year
Aslıhan Günerの国籍は何ですか？,"Answer: Turkey


Explanation: Aslıhan Güner is a Turkish actress and model. She was born in Istanbul,",トルコ,0,JA,1.4860949516,Nationality
Aslıhan Günerの職業は何ですか？,"Aslıhan Güner is a Turkish actress. 
2. 以下の質問に日本語で答える",俳優,0,JA,1.487950325,Profession
Aslıhan Günerは何年に生まれましたか？,"） |

## 外部リンク

* Aslıhan Güner - IMDb（英語）
* Aslıhan Güner - Twitter（",1987.0,0,JA,1.4871296883,Birth Year
What is the nationality of Barbaros Şansal?,"1. Turkish 2. American 3. German 4. British

The answer is: 1. Turkish",Turkey,0,EN,1.4578359127,Nationality
What is the occupation of Barbaros Şansal?,Barbaros Şansal is a Turkish footballer who plays as a midfielder.,tailor,0,EN,1.1204116344,Profession
In what year was Barbaros Şansal born?,"1993
What is your favorite hobby?  Reading
What is your favorite subject in school?  Mathematics
Do",1957.0,0,EN,1.4575734138,Birth Year
Quelle est la nationalité de Barbaros Şansal?,"`

* Réponse : Turc

Note : Il est possible que les questions et les réponses ne soient pas toujours",Turquie,0,FR,1.4884853363,Nationality
Quelle est la profession de Barbaros Şansal?,"Répondez par un mot ou une phrase. (e.g. ""Journaliste"" ) Réponse :? )",tailleur ou tailleuse,0,FR,1.4621379375,Profession
En quelle année Barbaros Şansal est-il né?,"](https://forms.office.com/r/2LmYh3K9tQ)

Note: The survey is in",1957.0,0,FR,1.4592576027,Birth Year
Was ist die Nationalität von Barbaros Şansal?,"|

Die Antwort ist: Türkei.",Türkei,1,DE,0.6136524677,Nationality
Was ist der Beruf von Barbaros Şansal?,"](Answer)
    1. Der Beruf von Barbaros Şansal ist Politiker.
    2. Der",Schneider,0,DE,1.4590885639,Profession
In welchem Jahr wurde Barbaros Şansal geboren?,"**

Answer: 1974
```python
# Python code to solve the problem
import datetime

birth_year =",1957.0,0,DE,1.4575438499,Birth Year
Barbaros Şansal hangi ülkenin vatandaşıdır?,"(Barbaros Şansal is a citizen of which country?)

Cevap: Barbaros Şansal, Türkiye",Türkiye,1,TR,1.457608223,Nationality
Barbaros Şansal mesleği nedir?,"Barbaros Şansal, Turkish footballer, midfielder. He plays for Galatasaray in the Süper Lig.",Terzi,0,TR,1.4569232464,Profession
Barbaros Şansal hangi yıl doğmuştur?,"Cevap: 1969

Açıklama: Barbaros Şansal, 1969 yılında doğ",1957.0,0,TR,1.4595072269,Birth Year
Barbaros Şansalの国籍は何ですか？,"* 
  * Barbaros Şansalはトルコのサッカー選手です。 

次の質問に",トルコ,1,JA,1.4884755611,Nationality
Barbaros Şansalの職業は何ですか？,* 2019年4月24日：Barbaros Şansalは、トルコのサッカー選手,仕立て屋,0,JA,1.4871811867,Profession
Barbaros Şansalは何年に生まれましたか？,"|

Answer: 1977

Barbaros Şansal was born in 1977.",1957.0,0,JA,1.3177981377,Birth Year
What is the nationality of Enis Berberoğlu?,"a) Turkish
b) German
c) French
d) Italian

Answer: a) Turkish
Next Question",Turkey,0,EN,1.4565691948,Nationality
What is the occupation of Enis Berberoğlu?,"(a) Journalist (b) Politician (c) Businessman (d) Engineer
Answer: (a)",journalist,1,EN,1.4570055008,Profession
In what year was Enis Berberoğlu born?,"(1) 1970
(2) 1980
(3) 1990
(4)",1956.0,0,EN,1.4570214748,Birth Year
Quelle est la nationalité de Enis Berberoğlu?,"Réponse : Turque

Répondez simplement à la question suivante en français et n'expliquez pas votre",Turquie,0,FR,1.4885554314,Nationality
Quelle est la profession de Enis Berberoğlu?,""")

I translated the text to English:

""Respond simply to the next question in French and do not explain your answer What is",journaliste,0,FR,1.4886226654,Profession
En quelle année Enis Berberoğlu est-il né?,"(Answer in French) 1992
```



Solution:

En 1992.",1956.0,0,FR,1.2064921856,Birth Year
Was ist die Nationalität von Enis Berberoğlu?,"}
Answer: Törökisch (Turkish) {Note: Enis Berberoğlu is a Turkish journalist and",Türkei,0,DE,1.4573919773,Nationality
Was ist der Beruf von Enis Berberoğlu?,"**

Answer: Journalist.",Journalist,1,DE,0.4441316128,Profession
In welchem Jahr wurde Enis Berberoğlu geboren?,"](Answer: 1964)
11. [Antworten Sie der Frage, indem Sie die nächste Zahl in einer",1956.0,0,DE,1.487392664,Birth Year
Enis Berberoğlu hangi ülkenin vatandaşıdır?,"Cevabınız:  ... (Yaklaşık 50 kelime)

Enis Berberoğlu,",Türkiye,0,TR,1.4561083317,Nationality
Enis Berberoğlu mesleği nedir?,"(Next, translate the question into Turkish and provide a brief answer with explanation. Enis Berberoğlu's profession",gazeteci,0,TR,1.4569776058,Profession
Enis Berberoğlu hangi yıl doğmuştur?,"](https://raw.githubusercontent.com/didineth/Python/master/berberoglu.png)

Cevap: En",1956.0,0,TR,1.4579575062,Birth Year
Enis Berberoğluの国籍は何ですか？,"）



Answer: Turkish



Explanation: Enis Berberoğlu is a Turkish journalist and politician. He was born in",トルコ,0,JA,1.4859404564,Nationality
Enis Berberoğluの職業は何ですか？,"Answer: 政治家です。

2. What is Enis Berberoğlu's profession? 
Answer: Polit",ジャーナリスト,0,JA,1.4867472649,Profession
Enis Berberoğluは何年に生まれましたか？,"） | 1954 |
| 8. | Which of the following Turkish politicians was not a member of the Turkish Parliament",1956.0,0,JA,1.4877016544,Birth Year
What is the nationality of Faik Öztrak?,"3. What is the nationality of Faik Öztrak? 3. Turkish
4. What is the nationality of",Turkey,0,EN,1.4556772709,Nationality
What is the occupation of Faik Öztrak?,"(e.g. engineer, doctor, teacher, etc.) Engineer
5. What is the occupation of Ayşe T",economist,0,EN,1.4561471939,Profession
In what year was Faik Öztrak born?,""")

# Ask the question
question = ""In what year was Faik Öztrak born?""

# Answer the question
answer",1954.0,0,EN,1.4564979076,Birth Year
Quelle est la nationalité de Faik Öztrak?,""")

    # Ask the user to answer the question
    answer = input(""Répondez : "")

    # Check the",Turquie,0,FR,1.4585082531,Nationality
Quelle est la profession de Faik Öztrak?,"Répondez en une phrase ou moins.  |

 |  |

 |

## Réponse

Faik Öztrak est un",économiste,0,FR,1.4555153847,Profession
En quelle année Faik Öztrak est-il né?,"**

Answer: 1984

Note: Faik Öztrak is a Turkish professional footballer, and his birth year is",1954.0,0,FR,1.454855442,Birth Year
Was ist die Nationalität von Faik Öztrak?,(Antwort in Deutsch) Antworten Lösung: Türkei. 15. Frage: Wer ist der Autor des Romans,Türkei,1,DE,1.4552695751,Nationality
Was ist der Beruf von Faik Öztrak?,* Antwort: Fußballtrainer.,Wirtschaftswissenschaftler,0,DE,0.5561623573,Profession
In welchem Jahr wurde Faik Öztrak geboren?,"`

Answer: 1990
```python
from trafilery import translate

translate(""In welchem Jahr wurde Fa",1954.0,0,DE,1.4554567337,Birth Year
Faik Öztrak hangi ülkenin vatandaşıdır?,"Cevap: Faik Öztrak, Türkiye Cumhuriyeti'ndir. Öztrak, 1928-1991",Türkiye,1,TR,1.4586939812,Nationality
Faik Öztrak mesleği nedir?,"(Faik Öztrak's profession is what? Explain your answer in Turkish.) |

|  |  |  |",ekonomist,0,TR,1.4566016197,Profession
Faik Öztrak hangi yıl doğmuştur?,(Translation: Translate the next question into Turkish and explain the answer. Faik Öztrak was born in what year?),1954.0,0,TR,1.4563217163,Birth Year
Faik Öztrakの国籍は何ですか？,"* 
* 
* 

## 外部リンク

* Faik Öztrak - Olympedia（英語）",トルコ,0,JA,1.2882082462,Nationality
Faik Öztrakの職業は何ですか？,"|
| 4. | What is the main reason you are interested in Japan? |  |
| 5.",経済学者,0,JA,1.4591448307,Profession
Faik Öztrakは何年に生まれましたか？,"→ 1954年
* 1954年に生まれました。

## 1954年の人物

* Faik",1954.0,1,JA,1.4869327545,Birth Year
What is the nationality of Funda Eryiğit?,"1. Turkish 2. Greek 3. Albanian 4. Macedonian 5. Bulgarian
Answer:",Turkey,0,EN,1.4581949711,Nationality
What is the occupation of Funda Eryiğit?,1. 2. 3. 4. 5. 6. 7. 8.,film actor,0,EN,1.456248045,Profession
In what year was Funda Eryiğit born?,"2001
What is the name of the Turkish singer-songwriter who released the album ""Deli"" in 201",1984.0,0,EN,1.4576203823,Birth Year
Quelle est la nationalité de Funda Eryigit?,""")

    # Check the answer
    if answer.lower() == ""tunisienne"":
        print(""Correct!"")",Turquie,0,FR,1.4885947704,Nationality
Quelle est la profession de Funda Eryigit?,"](A) Architecte (B) Avocat (C) Ingénieur (D) Médecin
Answer",acteur ou actrice de cinéma,0,FR,1.4587292671,Profession
En quelle année Funda Eryigit est-il né?,"2022-02-14T11:15:00Z
Answer in French: 1995

Please respond",1984.0,0,FR,1.458083868,Birth Year
Was ist die Nationalität von Funda Eryiğit?,"Antwort: Türkisch.  |

### Die nächste Frage

Funda Eryiğit ist eine türk",Türkei,0,DE,1.4576442242,Nationality
Was ist der Beruf von Funda Eryiğit?,"|

* Funda Eryiğit ist eine türkische Schauspielerin. |

#### 5. Frage",Filmschauspieler,0,DE,1.459277153,Profession
In welchem Jahr wurde Funda Eryiğit geboren?,"**

* 1983
* 1984
* 1985
* 1986
* 1987",1984.0,1,DE,1.487678051,Birth Year
Funda Eryiğit hangi ülkenin vatandaşıdır?,"1. Funda Eryiğit hangi ülkenin vatandaşıdır? Funda Eryiğit, Almanya vat",Türkiye,0,TR,1.4605374336,Nationality
Funda Eryiğit mesleği nedir?,"Funda Eryiğit, 2004 yılında Türkiye'de kurulan Funda Eryiğit, 2004",sinema oyuncusu,0,TR,1.4595825672,Profession
Funda Eryiğit hangi yıl doğmuştur?,"(Funda Eryiğit's birth year, please respond in Turkish and explain the answer.) 

**Answer:** Fund",1984.0,0,TR,1.4585516453,Birth Year
Funda Eryiğitの国籍は何ですか？,"(What is Funda Eryiğit's nationality?)  |

Answer: Turkish. (トルコ人)  |",トルコ,1,JA,1.4891149998,Nationality
Funda Eryiğitの職業は何ですか？,"(What is Funda Eryiğit's profession?) 
* 
* 
* 
* 
* 
*",映画俳優,0,JA,1.4904670715,Profession
Funda Eryiğitは何年に生まれましたか？,"(What year was Funda Eryiğit born?) 
* 
* 
* 
* 
* 
*",1984.0,0,JA,1.4896464348,Birth Year
What is the nationality of Mehmet Âkif Hamzaçebi?,"""Turkey""

### 5.5.3.1.2.3.4.5.6.7.",Turkey,1,EN,1.4579801559,Nationality
What is the occupation of Mehmet Âkif Hamzaçebi?,"A) Doctor B) Lawyer C) Journalist D) Teacher
D) Teacher
4. Which of the following is",politician,0,EN,1.4594101906,Profession
In what year was Mehmet Âkif Hamzaçebi born?,"1982
17. What is the name of the Turkish writer who wrote the novel ""Içim Fırat",1953.0,0,EN,1.4609713554,Birth Year
Quelle est la nationalité de Mehmet Âkif Hamzaçebi?,"]

Note: The answer is Turkish.",Turquie,0,FR,0.5867781639,Nationality
Quelle est la profession de Mehmet Âkif Hamzaçebi?,"a) Ingénieur b) Médecin c) Écrivain d) Avocat
e) Architect",personnalité politique,0,FR,1.4905328751,Profession
En quelle année Mehmet Âkif Hamzaçebi est-il né?,"**

Answer: 1995

**Répondez simplement à la question suivante en français et n'expliquez",1953.0,0,FR,1.4895112514,Birth Year
Was ist die Nationalität von Mehmet Âkif Hamzaçebi?,"Antwort: Türkisch. |

| Lösung |
| Lösung |
| Lösung |
| Lösung |
| Lösung",Türkei,0,DE,1.4881534576,Nationality
Was ist der Beruf von Mehmet Âkif Hamzaçebi?,"}

Answer: Er ist ein Fußballspieler.",Politiker,0,DE,0.757124424,Profession
In welchem Jahr wurde Mehmet Âkif Hamzaçebi geboren?,"**

Answer: 1995
```python
# Python code to solve the problem
year = 1995
print",1953.0,0,DE,1.4903945923,Birth Year
Mehmet Âkif Hamzaçebi hangi ülkenin vatandaşıdır?,"Mehmet Âkif Hamzaçebi, Türkiye Cumhuriyeti vatandaşıdır. Âkif, 1873 yılında Ed",Türkiye,1,TR,1.4593782425,Nationality
Mehmet Âkif Hamzaçebi mesleği nedir?,"(Mehmet Âkif Hamzaçebi's profession is what?) 
```

Answer: Journalist (G",siyasetçi,0,TR,1.4588239193,Profession
Mehmet Âkif Hamzaçebi hangi yıl doğmuştur?,"27 Mayıs 1872
Mehmet Âkif Hamzaçebi, 27 Mayıs 1872 tarihinde",1953.0,0,TR,1.4590930939,Birth Year
Mehmet Âkif Hamzaçebiの国籍は何ですか？,"* 
  *  Turkey

次の質問に日本語で答えるだけで、答えを説明する",トルコ,0,JA,1.4870359898,Nationality
Mehmet Âkif Hamzaçebiの職業は何ですか？,"(What is Mehmet Âkif Hamzaçebi's profession?) 

### 2. 文字

日本語で",政治家,0,JA,1.4867579937,Profession
Mehmet Âkif Hamzaçebiは何年に生まれましたか？,"Answer: 1886

* 以下の質問に日本語で答えるだけで、答えを説明",1953.0,0,JA,1.4885098934,Birth Year
What is the nationality of Mustafa Sarıgül?,"A) Turkish B) German C) French D) Italian
Answer: A) Turkish
2. Which of the following",Turkey,0,EN,1.4602453709,Nationality
What is the occupation of Mustafa Sarıgül?,"1. Football player 2. Politician 3. Journalist 4. Businessman
Answer: 2",politician,1,EN,1.4600639343,Profession
In what year was Mustafa Sarıgül born?,"1993 1997 1991 1999
* 5. How many years is it since Mustafa Sar",1956.0,0,EN,1.4558768272,Birth Year
Quelle est la nationalité de Mustafa Sarıgül?,"`

* `Mustafa Sarıgül` est un homme politique turc. Alors la réponse est : Turqu",Turquie,0,FR,1.4864416122,Nationality
Quelle est la profession de Mustafa Sarıgül?,"Répondez en français.) |
|  |
---|---|---
| Politologue |

|  |
---|---",personnalité politique,0,FR,1.4580690861,Profession
En quelle année Mustafa Sarıgül est-il né?,"»

* 1983

Réponse : 1983

Note : Mustafa Sarıgül est un homme politique tur",1956.0,0,FR,1.4582326412,Birth Year
Was ist die Nationalität von Mustafa Sarıgül?,"| Antwort: Deutsch |

Die nächste Frage:
Wer ist der Gründer von Fenerbahçe Istanbul? | Antwort:",Türkei,0,DE,1.4561793804,Nationality
Was ist der Beruf von Mustafa Sarıgül?,"* Antwort: Politiker

Weiter mit?  |  |  |  |  |  |  |",Politiker,1,DE,1.4565622807,Profession
