question,True/False,ActualAnswer,Language
L'événement 'bataille de Bapaume' a eu lieu en 1524.0.,False,1871.0,FR
L'événement 'bataille de Refugio' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'bataille de Refugio' a eu lieu en 655.0.,False,1836.0,FR
L'événement 'bataille d'Averasborough' a eu lieu en Allemagne.,False,États-Unis,FR
L'événement 'bataille d'Averasborough' a eu lieu en 1413.0.,False,1865.0,FR
L'événement 'bataille de Rain am Lech' a eu lieu en Turquie.,False,Allemagne,FR
L'événement 'bataille de Rain am Lech' a eu lieu en 1066.0.,False,1632.0,FR
L'événement 'bataille d'Épehy' a eu lieu en France.,True,France,FR
L'événement 'bataille d'Épehy' a eu lieu en 1348.0.,False,1918.0,FR
L'événement 'bataille de Dunkerque' a eu lieu en France.,True,France,FR
L'événement 'bataille de Dunkerque' a eu lieu en 1016.0.,False,1383.0,FR
L'événement 'bataille d'Iuka' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille d'Iuka' a eu lieu en 1862.0.,True,1862.0,FR
L'événement 'bataille d'Apple River Fort' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille d'Apple River Fort' a eu lieu en 1832.0.,True,1832.0,FR
L'événement 'bataille de Mouilleron-le-Captif' a eu lieu en Allemagne.,False,France,FR
L'événement 'bataille de Mouilleron-le-Captif' a eu lieu en 1838.0.,False,1795.0,FR
L'événement 'bataille de Blackburn's Ford' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'bataille de Blackburn's Ford' a eu lieu en 1587.0.,False,1861.0,FR
L'événement 'deuxième bataille du Bourget' a eu lieu en France.,True,France,FR
L'événement 'deuxième bataille du Bourget' a eu lieu en 1240.0.,False,1870.0,FR
L'événement 'Elephant Battle' a eu lieu en Allemagne.,False,Turquie,FR
L'événement 'Elephant Battle' a eu lieu en -274.0.,True,-274.0,FR
L'événement 'Battle of Dingle's Mill' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'Battle of Dingle's Mill' a eu lieu en 1915.0.,False,1865.0,FR
L'événement 'bataille de Montorgueil' a eu lieu en France.,True,France,FR
L'événement 'bataille de Montorgueil' a eu lieu en 1934.0.,False,1795.0,FR
L'événement 'Battle of Arras' a eu lieu en Turquie.,False,France,FR
L'événement 'Battle of Arras' a eu lieu en 1112.0.,False,1915.0,FR
L'événement 'Battle of Salvetat' a eu lieu en France.,True,France,FR
L'événement 'Battle of Salvetat' a eu lieu en 1217.0.,True,1217.0,FR
L'événement 'bataille de Grand Coteau' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille de Grand Coteau' a eu lieu en 1851.0.,True,1851.0,FR
L'événement 'bataille de Williamsburg' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'bataille de Williamsburg' a eu lieu en 1862.0.,True,1862.0,FR
L'événement 'Battle of Lincoln' a eu lieu en France.,False,États-Unis,FR
L'événement 'Battle of Lincoln' a eu lieu en 1878.0.,True,1878.0,FR
L'événement 'bataille de Carentan' a eu lieu en Japon.,False,France,FR
L'événement 'bataille de Carentan' a eu lieu en 1944.0.,True,1944.0,FR
L'événement 'bataille de Kanagasaki' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de Kanagasaki' a eu lieu en 1574.0.,True,1574.0,FR
L'événement 'Battle of Yamanaka' a eu lieu en Japon.,True,Japon,FR
L'événement 'Battle of Yamanaka' a eu lieu en 1916.0.,False,1535.0,FR
L'événement 'bataille de Forbach-Spicheren' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Forbach-Spicheren' a eu lieu en 1870.0.,True,1870.0,FR
L'événement 'bataille de Holy Ground' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Holy Ground' a eu lieu en 1508.0.,False,1813.0,FR
L'événement 'bataille des Mathes' a eu lieu en Royaume-Uni.,False,France,FR
L'événement 'bataille des Mathes' a eu lieu en 1831.0.,False,1815.0,FR
L'événement 'Battle of Kōnai' a eu lieu en Royaume-Uni.,False,Japon,FR
L'événement 'Battle of Kōnai' a eu lieu en 1355.0.,True,1355.0,FR
L'événement 'Battle of Sacramento' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Sacramento' a eu lieu en 1993.0.,False,1861.0,FR
L'événement 'bataille d'Allt Camhna' a eu lieu en France.,False,Royaume-Uni,FR
L'événement 'bataille d'Allt Camhna' a eu lieu en 783.0.,False,1586.0,FR
L'événement 'Battle of Caulk's Field' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Caulk's Field' a eu lieu en 1379.0.,False,1814.0,FR
L'événement 'bataille de Seattle' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'bataille de Seattle' a eu lieu en 1760.0.,False,1856.0,FR
L'événement 'bataille de Machecoul' a eu lieu en Allemagne.,False,France,FR
L'événement 'bataille de Machecoul' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'bataille du Grand-Celland' a eu lieu en Japon.,False,France,FR
L'événement 'bataille du Grand-Celland' a eu lieu en 1806.0.,False,1796.0,FR
L'événement 'bataille de Horseshoe Bend' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille de Horseshoe Bend' a eu lieu en 981.0.,False,1832.0,FR
L'événement 'bataille de Mossy Creek' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Mossy Creek' a eu lieu en 1513.0.,False,1863.0,FR
L'événement 'Battle of Village Creek' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Village Creek' a eu lieu en 587.0.,False,1841.0,FR
L'événement 'Rébellion de Jōkyō' a eu lieu en Japon.,True,Japon,FR
L'événement 'Rébellion de Jōkyō' a eu lieu en 69.0.,False,1686.0,FR
L'événement 'Battle of Anderson' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'Battle of Anderson' a eu lieu en 1413.0.,False,1865.0,FR
L'événement 'bataille de Mars-la-Tour' a eu lieu en France.,True,France,FR
L'événement 'bataille de Mars-la-Tour' a eu lieu en 1870.0.,True,1870.0,FR
L'événement 'bataille du Granique' a eu lieu en Allemagne.,False,Turquie,FR
L'événement 'bataille du Granique' a eu lieu en 1720.0.,False,-333.0,FR
L'événement 'bataille de Guam' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Guam' a eu lieu en 1793.0.,False,1944.0,FR
L'événement 'siège de Pondichéry' a eu lieu en France.,True,France,FR
L'événement 'siège de Pondichéry' a eu lieu en 383.0.,False,1760.0,FR
L'événement 'bataille de Saint-Florent-le-Vieil' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Saint-Florent-le-Vieil' a eu lieu en 1795.0.,True,1795.0,FR
L'événement 'bataille de Eutaw Springs' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Eutaw Springs' a eu lieu en 1781.0.,True,1781.0,FR
L'événement 'Battle of Caesar's Camp' a eu lieu en Allemagne.,False,France,FR
L'événement 'Battle of Caesar's Camp' a eu lieu en 1184.0.,False,1793.0,FR
L'événement 'Congress of Paris' a eu lieu en France.,True,France,FR
L'événement 'Congress of Paris' a eu lieu en 1097.0.,False,1856.0,FR
L'événement 'bataille de Cambrai' a eu lieu en France.,True,France,FR
L'événement 'bataille de Cambrai' a eu lieu en 1632.0.,False,1917.0,FR
L'événement 'Battle of Kealakekua Bay' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'Battle of Kealakekua Bay' a eu lieu en -53.0.,False,1779.0,FR
L'événement 'Battle of Simmon's Bluff' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Simmon's Bluff' a eu lieu en 1807.0.,False,1862.0,FR
L'événement 'Capture of Martinpuich' a eu lieu en France.,True,France,FR
L'événement 'Capture of Martinpuich' a eu lieu en 1552.0.,False,1916.0,FR
L'événement 'Capture of Bayburt' a eu lieu en France.,False,Turquie,FR
L'événement 'Capture of Bayburt' a eu lieu en -62.0.,False,1514.0,FR
"L'événement 'Battle of Farmington, Tennessee' a eu lieu en Japon.",False,États-Unis,FR
"L'événement 'Battle of Farmington, Tennessee' a eu lieu en 1527.0.",False,1863.0,FR
L'événement 'Battle of Pensacola' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'Battle of Pensacola' a eu lieu en 1861.0.,True,1861.0,FR
L'événement 'couronnement d'Élisabeth II' a eu lieu en Turquie.,False,Royaume-Uni,FR
L'événement 'couronnement d'Élisabeth II' a eu lieu en 1953.0.,True,1953.0,FR
L'événement 'Battle of Yellow House Canyon' a eu lieu en France.,False,États-Unis,FR
L'événement 'Battle of Yellow House Canyon' a eu lieu en 1877.0.,True,1877.0,FR
"L'événement 'Emperor Hirohito and Empress Kojun state visit to United States, 1975' a eu lieu en États-Unis.",True,États-Unis,FR
"L'événement 'Emperor Hirohito and Empress Kojun state visit to United States, 1975' a eu lieu en 1507.0.",False,1975.0,FR
L'événement 'bataille de Muzillac' a eu lieu en France.,True,France,FR
L'événement 'bataille de Muzillac' a eu lieu en 1796.0.,True,1796.0,FR
L'événement 'bataille de la Peachtree Creek' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de la Peachtree Creek' a eu lieu en 1864.0.,True,1864.0,FR
L'événement 'bataille de Montélimar' a eu lieu en France.,True,France,FR
L'événement 'bataille de Montélimar' a eu lieu en 1944.0.,True,1944.0,FR
L'événement 'bataille du château de Gifu' a eu lieu en Turquie.,False,Japon,FR
L'événement 'bataille du château de Gifu' a eu lieu en 1340.0.,False,1600.0,FR
L'événement 'bataille de Nantes' a eu lieu en France.,True,France,FR
L'événement 'bataille de Nantes' a eu lieu en 1799.0.,True,1799.0,FR
L'événement 'bataille de Fort Washington' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Fort Washington' a eu lieu en -217.0.,False,1776.0,FR
L'événement 'bataille de Drewry's Bluff' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Drewry's Bluff' a eu lieu en 1560.0.,False,1862.0,FR
L'événement 'Action of the Hohenzollern Redoubt' a eu lieu en États-Unis.,False,France,FR
L'événement 'Action of the Hohenzollern Redoubt' a eu lieu en 1915.0.,True,1915.0,FR
L'événement 'bataille de Salyersville' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'bataille de Salyersville' a eu lieu en 1864.0.,True,1864.0,FR
L'événement 'bataille de Salineville' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'bataille de Salineville' a eu lieu en 1277.0.,False,1863.0,FR
L'événement 'Second Battle of Dernancourt' a eu lieu en France.,True,France,FR
L'événement 'Second Battle of Dernancourt' a eu lieu en 1339.0.,False,1918.0,FR
L'événement 'Battle of Limonest' a eu lieu en États-Unis.,False,France,FR
L'événement 'Battle of Limonest' a eu lieu en 1814.0.,True,1814.0,FR
L'événement 'Action at Néry' a eu lieu en France.,True,France,FR
L'événement 'Action at Néry' a eu lieu en 1914.0.,True,1914.0,FR
L'événement 'bataille de Buffington Island' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'bataille de Buffington Island' a eu lieu en 1863.0.,True,1863.0,FR
L'événement 'bataille de Craonne' a eu lieu en Royaume-Uni.,False,France,FR
L'événement 'bataille de Craonne' a eu lieu en 1814.0.,True,1814.0,FR
L'événement 'émeute de Baltimore' a eu lieu en France.,False,États-Unis,FR
L'événement 'émeute de Baltimore' a eu lieu en -274.0.,False,1861.0,FR
L'événement 'bataille de Crooked Billet' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Crooked Billet' a eu lieu en 1778.0.,True,1778.0,FR
L'événement 'conférence de Fontainebleau' a eu lieu en États-Unis.,False,France,FR
L'événement 'conférence de Fontainebleau' a eu lieu en 1353.0.,False,1600.0,FR
L'événement 'bataille de Grimball's Landing' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Grimball's Landing' a eu lieu en 1832.0.,False,1863.0,FR
L'événement 'bataille de Tearcoat Swamp' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Tearcoat Swamp' a eu lieu en 1780.0.,True,1780.0,FR
L'événement 'bataille de Numajiri' a eu lieu en France.,False,Japon,FR
L'événement 'bataille de Numajiri' a eu lieu en 1836.0.,False,1584.0,FR
L'événement 'bataille du Pallet' a eu lieu en Japon.,False,France,FR
L'événement 'bataille du Pallet' a eu lieu en 1540.0.,False,1793.0,FR
L'événement 'bataille de Poitiers' a eu lieu en France.,True,France,FR
L'événement 'bataille de Poitiers' a eu lieu en 1356.0.,True,1356.0,FR
L'événement 'bataille de Garris' a eu lieu en France.,True,France,FR
L'événement 'bataille de Garris' a eu lieu en 1587.0.,False,1814.0,FR
L'événement 'massacre de la Powder River' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'massacre de la Powder River' a eu lieu en 1865.0.,True,1865.0,FR
L'événement 'seconde bataille de la Marne' a eu lieu en France.,True,France,FR
L'événement 'seconde bataille de la Marne' a eu lieu en 1402.0.,False,1918.0,FR
L'événement 'bataille de Miyajima' a eu lieu en Turquie.,False,Japon,FR
L'événement 'bataille de Miyajima' a eu lieu en 1325.0.,False,1555.0,FR
L'événement 'première bataille du Bourget' a eu lieu en Allemagne.,False,France,FR
L'événement 'première bataille du Bourget' a eu lieu en 1854.0.,False,1870.0,FR
L'événement 'bataille de Camaret' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille de Camaret' a eu lieu en 1694.0.,True,1694.0,FR
L'événement 'bataille de Fort Tularosa' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Fort Tularosa' a eu lieu en 1867.0.,False,1880.0,FR
L'événement 'bataille de Kempen' a eu lieu en Japon.,False,Allemagne,FR
L'événement 'bataille de Kempen' a eu lieu en 1704.0.,False,1642.0,FR
L'événement 'bataille de Saint-James' a eu lieu en France.,True,France,FR
L'événement 'bataille de Saint-James' a eu lieu en 1426.0.,True,1426.0,FR
L'événement 'bataille de Champigny' a eu lieu en France.,True,France,FR
L'événement 'bataille de Champigny' a eu lieu en 1870.0.,True,1870.0,FR
L'événement 'Action off Galveston Light' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'Action off Galveston Light' a eu lieu en 1863.0.,True,1863.0,FR
L'événement 'bataille de Fort Anne' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'bataille de Fort Anne' a eu lieu en 1777.0.,True,1777.0,FR
L'événement 'bataille de Guérande' a eu lieu en Royaume-Uni.,False,France,FR
L'événement 'bataille de Guérande' a eu lieu en 1815.0.,True,1815.0,FR
L'événement 'Battle of Columbus' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'Battle of Columbus' a eu lieu en 1511.0.,False,1865.0,FR
L'événement 'bataille de Palluau' a eu lieu en Japon.,False,France,FR
L'événement 'bataille de Palluau' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'bataille de Saint-Bily' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille de Saint-Bily' a eu lieu en 1277.0.,False,1795.0,FR
L'événement 'bataille de Druim Dearg' a eu lieu en Royaume-Uni.,True,Royaume-Uni,FR
L'événement 'bataille de Druim Dearg' a eu lieu en 1260.0.,True,1260.0,FR
L'événement 'raid de Stoneman' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'raid de Stoneman' a eu lieu en 1863.0.,True,1863.0,FR
L'événement 'massacre de Grattan' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'massacre de Grattan' a eu lieu en 1854.0.,True,1854.0,FR
L'événement 'Van Buren raid' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Van Buren raid' a eu lieu en 1262.0.,False,1862.0,FR
L'événement 'bataille de Kings Mountain' a eu lieu en Allemagne.,False,États-Unis,FR
L'événement 'bataille de Kings Mountain' a eu lieu en 1809.0.,False,1780.0,FR
L'événement 'bataille de Meretun' a eu lieu en Royaume-Uni.,True,Royaume-Uni,FR
L'événement 'bataille de Meretun' a eu lieu en 871.0.,True,871.0,FR
L'événement 'bataille de Dormans' a eu lieu en Japon.,False,France,FR
L'événement 'bataille de Dormans' a eu lieu en 1575.0.,True,1575.0,FR
L'événement 'Battle of Monck's Corner' a eu lieu en France.,False,États-Unis,FR
L'événement 'Battle of Monck's Corner' a eu lieu en 1972.0.,False,1780.0,FR
L'événement 'bataille d'Albert' a eu lieu en France.,True,France,FR
L'événement 'bataille d'Albert' a eu lieu en 2009.0.,False,1916.0,FR
L'événement 'bataille de Black Jack' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Black Jack' a eu lieu en 1856.0.,True,1856.0,FR
L'événement 'bataille de Tourtour' a eu lieu en Japon.,False,France,FR
L'événement 'bataille de Tourtour' a eu lieu en 1574.0.,False,973.0,FR
L'événement 'Battle of Kelley Creek' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'Battle of Kelley Creek' a eu lieu en 1911.0.,True,1911.0,FR
L'événement 'Battle of Fajardo' a eu lieu en France.,False,États-Unis,FR
L'événement 'Battle of Fajardo' a eu lieu en 1890.0.,False,1898.0,FR
L'événement 'Shootout on Juneau Wharf' a eu lieu en Allemagne.,False,États-Unis,FR
L'événement 'Shootout on Juneau Wharf' a eu lieu en 1898.0.,True,1898.0,FR
L'événement 'bataille de Jackson' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'bataille de Jackson' a eu lieu en 1816.0.,False,1863.0,FR
L'événement 'bataille de Brumath' a eu lieu en Allemagne.,False,France,FR
L'événement 'bataille de Brumath' a eu lieu en 1964.0.,False,356.0,FR
L'événement 'combat des Sept' a eu lieu en Royaume-Uni.,False,France,FR
L'événement 'combat des Sept' a eu lieu en 1402.0.,True,1402.0,FR
L'événement 'bataille de Ōtō' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de Ōtō' a eu lieu en 1400.0.,True,1400.0,FR
L'événement 'bataille d'Okita Nawate' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille d'Okita Nawate' a eu lieu en 1421.0.,False,1584.0,FR
L'événement 'bataille de Fisher's Hill' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille de Fisher's Hill' a eu lieu en 1953.0.,False,1864.0,FR
L'événement 'bataille de Cassel' a eu lieu en France.,True,France,FR
L'événement 'bataille de Cassel' a eu lieu en 1071.0.,True,1071.0,FR
L'événement 'bataille de Taillebourg' a eu lieu en Japon.,False,France,FR
L'événement 'bataille de Taillebourg' a eu lieu en 1424.0.,False,1242.0,FR
L'événement 'bataille de Tedorigawa' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de Tedorigawa' a eu lieu en 1577.0.,True,1577.0,FR
L'événement 'bataille de Fort Wayne' a eu lieu en Allemagne.,False,États-Unis,FR
L'événement 'bataille de Fort Wayne' a eu lieu en 1189.0.,False,1790.0,FR
L'événement 'Battle of Halberstadt' a eu lieu en Royaume-Uni.,False,Allemagne,FR
L'événement 'Battle of Halberstadt' a eu lieu en 1809.0.,True,1809.0,FR
L'événement 'bataille de la Nagara-gawa' a eu lieu en Japon.,True,Japon,FR
L'événement 'bataille de la Nagara-gawa' a eu lieu en 1556.0.,True,1556.0,FR
L'événement 'bataille de Williamsport' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Williamsport' a eu lieu en 1863.0.,True,1863.0,FR
L'événement 'bataille de Borny-Colombey' a eu lieu en France.,True,France,FR
L'événement 'bataille de Borny-Colombey' a eu lieu en 1870.0.,True,1870.0,FR
L'événement 'bataille de Chevalon' a eu lieu en France.,True,France,FR
L'événement 'bataille de Chevalon' a eu lieu en 965.0.,True,965.0,FR
L'événement 'bataille d'Anthon' a eu lieu en Turquie.,False,France,FR
L'événement 'bataille d'Anthon' a eu lieu en 1811.0.,False,1430.0,FR
L'événement 'Battle of Lindley's Mill' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Lindley's Mill' a eu lieu en 1173.0.,False,1781.0,FR
L'événement 'Battle of Caribou' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'Battle of Caribou' a eu lieu en 1838.0.,True,1838.0,FR
L'événement 'seconde bataille de Lexington' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'seconde bataille de Lexington' a eu lieu en 1471.0.,False,1864.0,FR
L'événement 'bataille d'Eniwetok' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'bataille d'Eniwetok' a eu lieu en 1345.0.,False,1944.0,FR
L'événement 'batailles de Saratoga' a eu lieu en Royaume-Uni.,False,États-Unis,FR
L'événement 'batailles de Saratoga' a eu lieu en 1777.0.,True,1777.0,FR
L'événement 'seconde bataille d'Auburn' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'seconde bataille d'Auburn' a eu lieu en 1181.0.,False,1863.0,FR
L'événement 'raid aérien sur Bluff Cove' a eu lieu en Royaume-Uni.,True,Royaume-Uni,FR
L'événement 'raid aérien sur Bluff Cove' a eu lieu en 1914.0.,False,1982.0,FR
L'événement 'bataille de Santiago de Cuba' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille de Santiago de Cuba' a eu lieu en -101.0.,False,1898.0,FR
L'événement 'Skirmish at Paint Rock Bridge' a eu lieu en France.,False,États-Unis,FR
L'événement 'Skirmish at Paint Rock Bridge' a eu lieu en 655.0.,False,1862.0,FR
L'événement 'Battle of Saorgio' a eu lieu en France.,True,France,FR
L'événement 'Battle of Saorgio' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'bataille de San Jacinto' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de San Jacinto' a eu lieu en 1836.0.,True,1836.0,FR
L'événement 'bataille de Chemillé' a eu lieu en France.,True,France,FR
L'événement 'bataille de Chemillé' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'Battle of Darbytown and New Market Roads' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'Battle of Darbytown and New Market Roads' a eu lieu en 1864.0.,True,1864.0,FR
L'événement 'Battle of Le Perthus' a eu lieu en Royaume-Uni.,False,France,FR
L'événement 'Battle of Le Perthus' a eu lieu en -57.0.,False,1462.0,FR
L'événement 'bataille du Texel' a eu lieu en France.,True,France,FR
L'événement 'bataille du Texel' a eu lieu en 992.0.,False,1694.0,FR
L'événement 'bataille de Pea Ridge' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Pea Ridge' a eu lieu en 1862.0.,True,1862.0,FR
L'événement 'Battle of Saruyama' a eu lieu en Japon.,True,Japon,FR
L'événement 'Battle of Saruyama' a eu lieu en 1523.0.,True,1523.0,FR
L'événement 'bataille du Val de Saire' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille du Val de Saire' a eu lieu en 1001.0.,True,1001.0,FR
L'événement 'bataille de Fort Henry' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Fort Henry' a eu lieu en 587.0.,False,1862.0,FR
L'événement 'deuxième bataille de Fontenay-le-Comte' a eu lieu en Turquie.,False,France,FR
L'événement 'deuxième bataille de Fontenay-le-Comte' a eu lieu en 1793.0.,True,1793.0,FR
L'événement 'First Battle of Kizugawaguchi' a eu lieu en Turquie.,False,Japon,FR
L'événement 'First Battle of Kizugawaguchi' a eu lieu en 1576.0.,True,1576.0,FR
L'événement 'bataille de Coleto Creek' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'bataille de Coleto Creek' a eu lieu en 1836.0.,True,1836.0,FR
L'événement 'bataille de Yamazaki' a eu lieu en Turquie.,False,Japon,FR
L'événement 'bataille de Yamazaki' a eu lieu en 1240.0.,False,1582.0,FR
L'événement 'bataille de Moutiers-les-Mauxfaits' a eu lieu en France.,True,France,FR
L'événement 'bataille de Moutiers-les-Mauxfaits' a eu lieu en 1794.0.,True,1794.0,FR
L'événement 'bataille de Mimasetoge' a eu lieu en Royaume-Uni.,False,Japon,FR
L'événement 'bataille de Mimasetoge' a eu lieu en 1941.0.,False,1569.0,FR
L'événement 'bataille de Marks' Mills' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Marks' Mills' a eu lieu en 1864.0.,True,1864.0,FR
L'événement 'bataille de La Guyonnière' a eu lieu en France.,True,France,FR
L'événement 'bataille de La Guyonnière' a eu lieu en 1912.0.,False,1796.0,FR
L'événement 'Battle of Beaumont' a eu lieu en États-Unis.,False,France,FR
L'événement 'Battle of Beaumont' a eu lieu en 1627.0.,False,1794.0,FR
L'événement 'bataille d'Adairsville' a eu lieu en France.,False,États-Unis,FR
L'événement 'bataille d'Adairsville' a eu lieu en 1864.0.,True,1864.0,FR
L'événement 'Three Surprise Attacks of Japan' a eu lieu en Japon.,True,Japon,FR
L'événement 'Three Surprise Attacks of Japan' a eu lieu en 1600.0.,True,1600.0,FR
L'événement 'bataille de Frœschwiller-Wœrth' a eu lieu en Royaume-Uni.,False,France,FR
L'événement 'bataille de Frœschwiller-Wœrth' a eu lieu en 1870.0.,True,1870.0,FR
L'événement 'bataille du cap Henry' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille du cap Henry' a eu lieu en 1481.0.,False,1781.0,FR
L'événement 'bataille de La Rothière' a eu lieu en Allemagne.,False,France,FR
L'événement 'bataille de La Rothière' a eu lieu en 1814.0.,True,1814.0,FR
L'événement 'bataille de Courbevoie' a eu lieu en France.,True,France,FR
L'événement 'bataille de Courbevoie' a eu lieu en 1871.0.,True,1871.0,FR
L'événement 'bataille de Franklin' a eu lieu en Turquie.,False,États-Unis,FR
L'événement 'bataille de Franklin' a eu lieu en 508.0.,False,1864.0,FR
L'événement 'bataille de Shōkoku-ji' a eu lieu en Turquie.,False,Japon,FR
L'événement 'bataille de Shōkoku-ji' a eu lieu en 1467.0.,True,1467.0,FR
L'événement 'bataille de Gesté' a eu lieu en France.,True,France,FR
L'événement 'bataille de Gesté' a eu lieu en 1794.0.,True,1794.0,FR
L'événement 'Battle of Gyōnindai' a eu lieu en États-Unis.,False,Japon,FR
L'événement 'Battle of Gyōnindai' a eu lieu en 1521.0.,True,1521.0,FR
L'événement 'bataille de White Marsh' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de White Marsh' a eu lieu en 1373.0.,False,1777.0,FR
L'événement 'bataille de Guise' a eu lieu en France.,True,France,FR
L'événement 'bataille de Guise' a eu lieu en 1536.0.,False,1914.0,FR
L'événement 'bataille de Lutèce' a eu lieu en France.,True,France,FR
L'événement 'bataille de Lutèce' a eu lieu en 383.0.,True,383.0,FR
L'événement 'bataille de Ballon' a eu lieu en États-Unis.,False,France,FR
L'événement 'bataille de Ballon' a eu lieu en 1873.0.,False,845.0,FR
L'événement 'Battle of Altenesch' a eu lieu en Allemagne.,True,Allemagne,FR
L'événement 'Battle of Altenesch' a eu lieu en 1234.0.,True,1234.0,FR
L'événement 'bataille de Blanco Canyon' a eu lieu en États-Unis.,True,États-Unis,FR
L'événement 'bataille de Blanco Canyon' a eu lieu en 1871.0.,True,1871.0,FR
L'événement 'première bataille de Kernstown' a eu lieu en France.,False,États-Unis,FR
L'événement 'première bataille de Kernstown' a eu lieu en 1862.0.,True,1862.0,FR
L'événement 'Battle of Sceaux' a eu lieu en États-Unis.,False,France,FR
L'événement 'Battle of Sceaux' a eu lieu en 1798.0.,False,1870.0,FR
L'événement 'Ambush of Geary' a eu lieu en Japon.,False,États-Unis,FR
L'événement 'Ambush of Geary' a eu lieu en 1776.0.,True,1776.0,FR
L'événement 'Battle of Taiheiji' a eu lieu en Japon.,True,Japon,FR
L'événement 'Battle of Taiheiji' a eu lieu en 1542.0.,True,1542.0,FR
L'événement 'Battle of Fujinaminawate' a eu lieu en Japon.,True,Japon,FR
L'événement 'Battle of Fujinaminawate' a eu lieu en 1665.0.,False,1561.0,FR
L'événement 'bataille de Yahagigawa' a eu lieu en France.,False,Japon,FR
