question,options,correct_letter,language
Who is the creator of Confidences?,"{'A': 'Kishi Ganku', 'B': 'Abraham Hirsch', 'C': 'Giovanni Boldini', 'D': 'マッテオ・ロッセッリ'}",C,EN
Who is the creator of Apollo Belvedere in a Landscape?,"{'A': 'Mati Karmin', 'B': 'Charles Meynier', 'C': 'ジャン＝バティスト・カルポー', 'D': 'José Fontseré Mestre'}",B,EN
Who is the creator of Statue of Polymnia?,"{'A': 'Charles-Philippe Larivière', 'B': '春叢紹珠', 'C': 'Charles Meynier', 'D': 'Eugène Battaille'}",C,EN
Who is the creator of Young Woman Seated in the Shade of a Tree?,"{'A': 'Hortense Haudebourt-Lescot', 'B': 'Jacek Krenz', 'C': 'Victorio Macho', 'D': 'Lev Davidovich Muravin'}",A,EN
Who is the creator of Portrait of Gioachino Rossini?,"{'A': 'Dawid Rubenowitsch Begalow', 'B': 'André Masson', 'C': 'Hortense Haudebourt-Lescot', 'D': 'Kaimook Chuto'}",C,EN
Who is the creator of Nymph?,"{'A': 'Matvey Genrikhovich Manizer', 'B': 'Guillaume Dubois', 'C': 'Louise Hersent', 'D': 'クロード・モネ'}",C,EN
Who is the creator of Mlle Bourgoin?,"{'A': 'Ogata Kenzan', 'B': 'Maxín Picallo', 'C': 'Okada Beisanjin', 'D': 'Adèle Romany'}",D,EN
Who is the creator of Nude?,"{'A': 'Kanō Naizen', 'B': 'Giuseppe De Nittis', 'C': 'Amrita Sher-Gil', 'D': 'Kanō Yasunobu'}",C,EN
Who is the creator of Portrait of Charles Ephrussi?,"{'A': 'Kanō Kōi', 'B': '狩野章信', 'C': '藤原豪信', 'D': 'Léon Bonnat'}",D,EN
Who is the creator of Jacob?,"{'A': 'テオドール・ジェリコー', 'B': 'Georges de La Tour', 'C': 'Vyacheslav Klykov', 'D': 'Gevorg Gevorgyan'}",B,EN
Who is the creator of Philip the Apostle?,"{'A': 'Georges de La Tour', 'B': 'Kakutei', 'C': 'Keibun', 'D': 'ロバート・ミルズ (建築家)'}",A,EN
"Who is the creator of Alice Brandon, Mrs Hilliard?","{'A': 'Tadevos Gevorgyan', 'B': 'Sōhei', 'C': 'Nicholas Hilliard', 'D': 'Baldur Schönfelder'}",C,EN
Who is the creator of Don Juan asleep on Haidée's lap?,"{'A': 'アデル・ローマニー', 'B': 'Hendrik Scheffer', 'C': '愛石', 'D': 'ポンペオ・マルケージ'}",B,EN
"Who is the creator of View of the Seine in Paris from the east, with Hotel de Nevers and the Grande Galerie du Louvre?","{'A': 'Nikolaï Tomsky', 'B': 'セオドア・ロビンソン', 'C': 'ジョゼフ・デュプレシ', 'D': 'Abraham de Verwer'}",D,EN
Who is the creator of Good Samaritan?,"{'A': ""Députation forale d'Alava"", 'B': 'Kanō Sōshū', 'C': 'Luca Giordano', 'D': 'James Tissot'}",C,EN
Who is the creator of Portrait of a Young Woman?,"{'A': '狩野周信', 'B': 'Jean-Baptiste Greuze', 'C': 'Carl von Hasenauer', 'D': 'Max Bill'}",B,EN
Who is the creator of Gathering of the Manna?,"{'A': 'Jean-Baptiste Jules Trayer', 'B': '鳥高斎栄昌', 'C': 'James Tissot', 'D': 'Greek state'}",C,EN
"Who is the creator of Portrait of Françoise-Marie-Jeanne Picquefeu de Longpré (ca 1727-1789), as Thalia, Muse of Comedy?","{'A': 'Otto Lessing', 'B': 'Louis-Michel van Loo', 'C': 'Jean-Baptiste Carpeaux', 'D': 'Lorado Taft'}",B,EN
Who is the creator of Composition?,"{'A': 'Louise Bouteiller', 'B': 'Wilhelm Engelhard', 'C': 'Serge Poliakoff', 'D': 'Benediktas Gylys Foundation'}",C,EN
Who is the creator of Portrait of a Musician?,"{'A': 'Maxim Petrowitsch Dmitrijew', 'B': 'Kita Genki', 'C': 'Jaroslav Kovář mladší', 'D': 'Pauline Auzou'}",D,EN
"Who is the creator of Un enfant dans son berceau, entraîné par les eaux de l'inondation du mois de nivôse an X?","{'A': 'ジョージ・フランプトン', 'B': 'Gustave Doré', 'C': 'Tsuguharu Foujita', 'D': 'Marie-Denise Villers'}",D,EN
Who is the creator of Self-portrait with palette?,"{'A': 'Kanō Sanraku', 'B': 'Nicolas Poussin', 'C': 'Robert Lefèvre', 'D': 'Léon Augustin Lhermitte'}",C,EN
Who is the creator of Female head in profile with a little hat?,"{'A': 'Torii Kiyonaga', 'B': 'Giuseppe De Nittis', 'C': 'Yevgeny Viktorovich Vuchetich', 'D': 'Élisabeth Louise Vigée Le Brun'}",B,EN
Who is the creator of Lady walking with her dog?,"{'A': 'Shikibu Terutada', 'B': 'ティム', 'C': 'Ivar Bentsen', 'D': 'Giuseppe De Nittis'}",D,EN
Who is the creator of Blessing of the Young Couple Before Marriage?,"{'A': 'Pascal Dagnan-Bouveret', 'B': 'エドヴァルド・エリクセン', 'C': 'Leo Lankinen', 'D': 'Halyna Kalchenko'}",A,EN
Who is the creator of Self-portrait by Rosalie Filleul?,"{'A': 'Henri Matisse', 'B': 'II. Suryavarman', 'C': 'ナリッサラーヌワッティウォン', 'D': 'Rosalie Filleul'}",D,EN
Who is the creator of La Forêt?,"{'A': 'Bernard Dufour', 'B': 'Theodore Robinson', 'C': 'ヴィクトリア・メリタ・オブ・サクス＝コバーグ＝ゴータ', 'D': 'Philippe de Champaigne'}",A,EN
"Who is the creator of Julia Prinsep Stephen, née Jackson (1846–1895), Formerly Mrs Duckworth?","{'A': 'David Minasyan', 'B': 'Jacques-Émile Blanche', 'C': 'John Massey Rhind', 'D': 'Armand Guillaumin'}",B,EN
Who is the creator of Rahab and the Emissaries of Joshua?,"{'A': 'Matteo Rosselli', 'B': 'Soga Nichokuan', 'C': 'パスカル・ダニャン＝ブーベレ', 'D': 'Fujiwara no Takanobu'}",A,EN
Who is the creator of Rural Landscape with Cows?,"{'A': 'Georges Colin', 'B': 'Jules Dupré', 'C': 'Anton Dominik von Fernkorn', 'D': 'Shūbun'}",B,EN
Who is the creator of Portrait of Elise Journet?,"{'A': 'Jean Gigoux', 'B': 'Émile Peynot', 'C': 'Rai San’yō', 'D': 'James V. Lafferty'}",A,EN
Who is the creator of North African Battle Scene?,"{'A': 'Harro Magnussen', 'B': 'Leo Gumilevsky', 'C': 'Mansudae Kunststudio', 'D': 'Jacques Courtois'}",D,EN
Who is the creator of The Funeral Procession of Agamemnon?,"{'A': 'ポール・ドラローシュ', 'B': 'Suzuki Shōnen', 'C': 'Louis-Michel van Loo', 'D': 'Louis Jean Desprez'}",D,EN
Who is the creator of Portrait of Sophie Regnault?,"{'A': 'David Minasyan', 'B': 'フリッツ・クラマー', 'C': 'Henriette Lorimier', 'D': 'İsmail Fettah el Türk'}",C,EN
Who is the creator of Night?,"{'A': 'John Hutchison', 'B': 'Etienne Perincioli', 'C': 'Jacquemart de Hesdin', 'D': 'グンナル・フィンネ'}",C,EN
Who is the creator of Portrait of Antoine-Marie d'Hozier de Sérigny?,"{'A': 'Ike Gyokuran', 'B': 'Antoine Vestier', 'C': 'Choe Chi-won', 'D': 'Richard Oliver Gross'}",B,EN
Who is the creator of Portrait of Charles-Pierre d'Hozier?,"{'A': 'Genzaburo Hayashi', 'B': 'マシン・ピカジョ', 'C': 'Léon Bonvin', 'D': 'Antoine Vestier'}",D,EN
Who is the creator of Duel of Roland?,"{'A': 'レオン・オーギュスタン・レルミット', 'B': 'Julie Volpelière', 'C': 'ロドルフォ・ベルナルデリ', 'D': 'Guillaume Crétin'}",D,EN
Who is the creator of Bluebeard?,"{'A': 'Jean-Claude Rumeau', 'B': '鑑貞', 'C': 'ジュール・パスキン', 'D': 'ジュール・ダルー'}",A,EN
Who is the creator of Sleeping Beauty?,"{'A': 'Honoré Daumier', 'B': 'Adélaïde-Félicité Hoguer', 'C': 'ギュスターヴ・モロー', 'D': 'Jean-Claude Rumeau'}",D,EN
Who is the creator of Self-portrait with a portrait of his wife?,"{'A': 'Joachim Rupalley', 'B': 'Roger de Villiers', 'C': 'Ludwig Habich', 'D': 'Francis John Williamson'}",A,EN
Who is the creator of Woman Looking to Right?,"{'A': 'studio MOTO architects', 'B': 'Yosa Buson', 'C': 'Jules Louis Machard', 'D': 'George Segal'}",C,EN
Who is the creator of Woman artist giving a drawing lesson (Self-portrait)?,"{'A': 'August Kiß', 'B': 'Katsukawa Shunshō', 'C': 'Louise-Adéone Drölling', 'D': 'Tosa Mitsuoki'}",C,EN
Who is the creator of Distributing Alms to the Poor?,"{'A': 'Ivan Nikolaevich Schröder', 'B': 'アルバート・ブルース＝ジョイ', 'C': 'オーガスタス・セント＝ゴーデンス', 'D': 'Louise-Magdeleine Horthemels'}",D,EN
Who is the creator of Scheherazade and Shahryar?,"{'A': 'テオフィル・ハンセン', 'B': 'Hans Dammann', 'C': 'Athalante Legrand', 'D': 'Marie-Éléonore Godefroid'}",D,EN
Who is the creator of Two Personages?,"{'A': 'Hippolyte Flandrin', 'B': 'Albert Bruce-Joy', 'C': 'Max Papart', 'D': 'Édouard Manet'}",C,EN
Who is the creator of A Mother Recovering with the Help of her Children?,"{'A': 'Gustav Eberlein', 'B': 'Jean-François Gigoux', 'C': 'Constance Marie Charpentier', 'D': 'Mochizuki Gyokusen'}",C,EN
Who is the creator of Ships in Moonlight?,"{'A': 'Georges William Thornley', 'B': 'Juan López López', 'C': 'Miyagawa Chōshun', 'D': 'Aleksandr Vasilevitsj Vasjakin'}",A,EN
Who is the creator of Visiting the Poor?,"{'A': 'Juan López López', 'B': 'ショセ・シッド・メノル', 'C': 'Paul Seignac', 'D': 'Shikibu Terutada'}",C,EN
Who is the creator of Seated Woman?,"{'A': 'Jules Adolphe Goupil', 'B': 'モーリス・ド・ヴラマンク', 'C': 'エミール・ベルナール', 'D': 'Günter Anlauf'}",A,EN
Who is the creator of Dutch Interior?,"{'A': 'Ievgueni Voutchetitch', 'B': 'Louis-Simon Cabaillot-Lassalle', 'C': 'Levon Tokmajian', 'D': 'Julius Moser'}",B,EN
Who is the creator of Joseph recognized by his brothers?,"{'A': '岡田半江', 'B': 'フランチェスコ・コンファロニエーリ', 'C': '周文', 'D': 'Léon Pierre Urbain Bourgeois'}",D,EN
Who is the creator of Limoges enamelled plaque depicting crucifixion of Christ?,"{'A': 'Paul Soyer', 'B': 'エヴゲニ・ヴチェティチ', 'C': 'Frederic Marès i Deulovol', 'D': 'Lazăr Dubinovschi'}",A,EN
Who is the creator of Portrait of a girl in neoclassical dress at a column holding a laurel wreath?,"{'A': 'Yamamoto Baiitsu', 'B': 'Marie-Élisabeth Gabiou', 'C': 'Moromasa Furuyama', 'D': 'ラモン・コンデ'}",B,EN
Who is the creator of Tête de vieille?,"{'A': 'ショセ・シッド・メノル', 'B': 'Anthonis van Dyck', 'C': '鳥文斎栄之', 'D': 'Albert Durand'}",D,EN
"Who is the creator of Césarine de Houdetot, Baronne de Barante, reading Paul et Virginie?","{'A': 'Ogawa Haritsu', 'B': 'アレクサンドル・カバネル', 'C': 'Ara Haroutiounian', 'D': 'Louise Bouteiller'}",D,EN
Who is the creator of The old lodger?,"{'A': 'ピエール・オーギュスト・コット', 'B': 'Agustí Querol i Subirats', 'C': 'Louise Ward', 'D': 'Jakob Friedrich Studer'}",C,EN
Who is the creator of Le Petit Savoyard?,"{'A': 'Gen Ki', 'B': 'Yolande de La Rochefoucauld', 'C': 'Suzanne Valadon', 'D': 'Sergey Dmitriyevich Merkurov'}",B,EN
"Who is the creator of Charles V, King of France and his son?","{'A': 'Henriette Davin', 'B': 'Andrej Petrovič Fajdyš-Krandijevský', 'C': 'モーリス・エステーヴ', 'D': 'Claude-Jean Besselièvre'}",D,EN
Who is the creator of Valentine of Milan and Odette de Champdivers?,"{'A': '大田垣蓮月', 'B': 'Anna Rimbaut-Borrel', 'C': 'ハインリヒ・クリッペル', 'D': 'Vasily Z. Boroday'}",B,EN
Who is the creator of Miniature of Mabel Morrison?,"{'A': 'ブーハン チャヒト ドーアンチャイ', 'B': 'Kakutei', 'C': 'Charles Lepec', 'D': 'Hubertus von Pilgrim'}",C,EN
Who is the creator of Copy of Orpheus and Eurydice by Nicolas Poussin?,"{'A': 'Joost Boks', 'B': 'Armand Étienne Bracony', 'C': 'Hippolyte Delaroche', 'D': 'Hugo Lederer'}",B,EN
Who is the creator of Portrait of a Young Lady Distracted from Her Music Lesson?,"{'A': 'Hokusai', 'B': '森雄仙', 'C': 'Sophie Guillemard', 'D': 'ポール・シニャック'}",C,EN
Who is the creator of Portrait of Pierre Lafon in the role of Tancrède?,"{'A': '鉄舟徳済', 'B': 'Eugénie Delaporte', 'C': 'ヨゼフ・ヴァーツラフ・ミスルベク', 'D': 'Mitsuhiro Karasumaru'}",B,EN
Who is the creator of A Young Woman from Thebes Tending Her Wounded Father?,"{'A': 'Monkan', 'B': 'Honoré Daumier', 'C': 'Antoinette Béfort', 'D': 'Mori Yūsen'}",C,EN
Who is the creator of Portrait of a Sitting Man?,"{'A': 'Marie-Adélaïde Duvieux', 'B': 'Vladimir Druzin', 'C': 'フレデリック・アーサー・ブリッジマン', 'D': '清原雪信'}",A,EN
Who is the creator of Portrait of a Gentleman as a Hunter?,"{'A': 'アンナ・ビリンスカ', 'B': 'Marie-Adélaïde Duvieux', 'C': 'ルボ・クリステク', 'D': 'Otto Panzner'}",B,EN
Who is the creator of Still-life with Blue Coffee Pot?,"{'A': 'Gustav Seitz', 'B': 'Maxime Darnaud', 'C': 'Carel Kneulman', 'D': 'Xawery Dunikowski'}",B,EN
Who is the creator of Still-Life with Flowers in Vase?,"{'A': 'Moritz Wilhelm Gottgetreu', 'B': 'Maxime Darnaud', 'C': 'Lorado Taft', 'D': '勝川春潮'}",B,EN
Who is the creator of Landscape with Woman?,"{'A': 'Phillipe Sanh', 'B': 'Charles E. Cassell', 'C': 'Mati Karmin', 'D': 'Ara Haroutiounian'}",A,EN
Who is the creator of Marchand de Poissons?,"{'A': '池玉瀾', 'B': '熊代熊斐', 'C': 'Charles Leonard Hartwell', 'D': 'Phillipe Sanh'}",D,EN
Who is the creator of Fille?,"{'A': 'Narcisso Virgilio Díaz de la Peña', 'B': 'Jean Metzinger', 'C': '勝川春潮', 'D': 'Georges Sanh'}",D,EN
Who is the creator of A Street Scene?,"{'A': 'アントニオ・レオン・オルテガ', 'B': 'Victorio Macho', 'C': 'Norayr Karganyan', 'D': 'De La Rue'}",D,EN
Who is the creator of Retable composé de neuf panneaux?,"{'A': '石川豊信', 'B': 'Sōhei', 'C': 'Stefano Sparano', 'D': 'J.J.P.アウト'}",C,EN
Who is the creator of Portrait of doctor Franz Joseph Gall?,"{'A': 'Jules Dupré', 'B': 'Marie-Guillemine Benoist', 'C': 'Ogata Kōrin', 'D': 'Christian Moeller'}",B,EN
Who is the creator of Portrait of M. de Briche?,"{'A': 'Enrico Butti', 'B': '柴田是真', 'C': 'ジュリー・ユーゴー', 'D': 'Marie-Guillemine Benoist'}",D,EN
Who is the creator of Portrait of Mme de Briche?,"{'A': 'Dmitri Wassiljewitsch Lyndin', 'B': 'Mykhailo Lysenko', 'C': 'Émile Peynot', 'D': 'Marie-Guillemine Benoist'}",D,EN
Who is the creator of Portrait of the artist?,"{'A': 'Nikolai Andrejewitsch Andrejew', 'B': 'Marie-Guillemine Benoist', 'C': 'アルバート・ブルース＝ジョイ', 'D': 'Leopoldo de Almeida'}",B,EN
Who is the creator of Portrait of Madame de Champcenetz?,"{'A': 'Okada Hanko', 'B': 'Jean-Baptiste Greuze', 'C': 'Élisabeth Vigée Le Brun', 'D': 'Lew Jefimowitsch Kerbel'}",B,EN
"Who is the creator of Arrival of Archduchess Marie-Louise in Compiègne, 1810?","{'A': 'Bōsai Kameda', 'B': 'Jacek Łuczak', 'C': 'Grigor Aharonjan', 'D': 'Pauline Auzou'}",D,EN
Who is the creator of A corner of Place de la Concorde in Paris?,"{'A': 'Giuseppe De Nittis', 'B': 'Armand Étienne Bracony', 'C': 'アントワーヌ・ベスティエ', 'D': 'Denys Puech'}",A,EN
Who is the creator of Portrait of Ours-Joseph-Augustin de Besenval?,"{'A': 'カルロ・スカルパ', 'B': 'Paul Cézanne', 'C': 'Hortense Haudebourt-Lescot', 'D': 'エヴゲニ・ヴチェティチ'}",C,EN
"Who is the creator of Portrait of Denis-Louis, marquis d'Hozier?","{'A': 'Angelo Biancini', 'B': 'Giuseppe de Nittis', 'C': 'Antoine Vestier', 'D': 'Luigi Magi'}",C,EN
Who is the creator of Young Girl Feeding Chickens?,"{'A': 'Matvey Genrikhovich Manizer', 'B': 'Jeanne-Elisabeth Chaudet', 'C': 'Antun Augustinčić', 'D': 'Marie-Denise Villers'}",B,EN
"Who is the creator of The Pont des Arts, Paris?","{'A': 'Utagawa Hiroshige', 'B': 'Bernabé Gómez del Río', 'C': 'Nathan Rappaport', 'D': 'Pierre-Auguste Renoir'}",D,EN
Who is the creator of Lise holding a bunch of wild flowers?,"{'A': 'Tokiwa Mitsunaga', 'B': 'Pierre-Auguste Renoir', 'C': 'カール・フォン・ハゼナウアー', 'D': 'Jan Styka'}",B,EN
"Who is the creator of Portraits of Prosper and Denys Benoist, the artist's sons?","{'A': 'Kazimierz Gustaw Zemła', 'B': 'Marie-Guillemine Benoist', 'C': 'August Kiss', 'D': 'George Segal'}",B,EN
Who is the creator of The Crowning with Thorns?,"{'A': 'ジャン＝フランソワ・ミレー', 'B': 'Monkan-bō Kōshin', 'C': 'Gustave Moreau', 'D': 'ロバート・ルフェーヴル'}",C,EN
Who is the creator of Still Life with Flowers in an Alabaster Vase and Fruit?,"{'A': 'Albrecht Kauw', 'B': 'Anne Vallayer-Coster', 'C': 'ジャック・クルトワ', 'D': '長沢芦雪'}",B,EN
Who is the creator of Madame de Saint-Huberty in the Role of Dido?,"{'A': 'Caspar von Zumbusch', 'B': 'Edhi Sunarso', 'C': 'Gerardo Porto', 'D': 'Anne Vallayer-Coster'}",D,EN
Who is the creator of Portrait of a Child of Madame Porter?,"{'A': 'Kanō Hōgai', 'B': 'William-Adolphe Bouguereau', 'C': 'Mathurin Moreau', 'D': 'Fernand Humbert'}",B,EN
Who is the creator of Presumed portrait of Marie-Geneviève Lemoine and her daughter Anne Aglaé Deluchi?,"{'A': 'Marie-Victoire Lemoine', 'B': 'Wojciech Zabłocki', 'C': 'Emile Brunet', 'D': 'Frederick Brook Hitch'}",A,EN
Who is the creator of A young woman leaning on the edge of a window?,"{'A': 'Auguste Ricard de Montferrand', 'B': 'Mieczyslaw Welter', 'C': 'Tsukioka Sessai', 'D': 'Marie-Victoire Lemoine'}",D,EN
"Who is the creator of Telemachus, Urged by Mentor, Leaving the Island of Calypso?","{'A': '彭城百川', 'B': '日根対山', 'C': 'Charles Meynier', 'D': 'Anne Louis Girodet-Trioson'}",C,EN
Who is the creator of Gil Blas at Corcuello's?,"{'A': 'Fukae Roshū', 'B': 'ウィリアム・フェルプス・エノ', 'C': 'Paolo Troubetzkoy', 'D': 'Hortense Haudebourt-Lescot'}",D,EN
Who is the creator of Portrait of a young woman leaning on a meridienne?,"{'A': 'Gustav Blaeser', 'B': 'Alexandre-Jean Dubois-Drahonet', 'C': 'Alfred Laliberté', 'D': 'Louise Hersent'}",D,EN
"Who is the creator of Portrait of an Artist, Traditionally Identified as Mademoiselle Halbou?","{'A': '高橋草坪', 'B': 'Louis Galloche', 'C': 'Santō Kyōden', 'D': 'Adèle Romany'}",D,EN
Who is the creator of Self-Portrait with Straw Hat and Palette?,"{'A': 'Edmond Desca', 'B': 'Marie-Élisabeth Gabiou', 'C': 'カミーユ・ピサロ', 'D': 'Jos van Riemsdijk'}",B,EN
Who is the creator of An Indian armed with a Gurkha knife?,"{'A': 'François Gérard', 'B': 'Eugène Delacroix', 'C': 'Jules Coutan', 'D': 'ナリッサラーヌワッティウォン'}",B,EN
Who is the creator of A Young Woman who has just Received a Letter from her Husband. Her Father is looking on a Globe for the Distance from Which the Letter Came?,"{'A': 'Razmik Alaverdyan', 'B': 'Gyokuran Ike', 'C': 'Fujiwara no Nobuzane', 'D': 'Marguerite Gérard'}",D,EN
Who is the creator of The Nursing Mother?,"{'A': 'Marguerite Gérard', 'B': 'Pavel Ivanovitch Bondarenko', 'C': 'Anna Bilińska-Bohdanowicz', 'D': 'Harry Arabyan'}",A,EN
Who is the creator of The Capricious Child (L’enfant capricieux)?,"{'A': 'Agustí Querol i Subirats', 'B': 'Gion Nankai', 'C': 'Bolesław Bałzukiewicz', 'D': 'Marguerite Gérard'}",D,EN
Who is the creator of The Sleeping?,"{'A': 'Raphaël Collin', 'B': 'Iov Kornilovitsj Altoechov', 'C': 'Giuseppe De Nittis', 'D': 'Charles Marie Louis Joseph Sarrabezolles'}",A,EN
Who is the creator of Portrait of Sir Robert Laird Borden?,"{'A': 'William Orpen', 'B': 'テオドール・シャセリオー', 'C': 'Robert Bach', 'D': '狩野興以'}",A,EN
"Who is the creator of Portrait of Camillo Borghese, duke of Guastalla?","{'A': 'Brook Andrew', 'B': 'Jean G. Villin', 'C': 'Franklin Simmons', 'D': 'François Kinson'}",D,EN
Who is the creator of Sophie Unternährer at her easel?,"{'A': 'ジョゼフ・パロセル', 'B': 'Günter Anlauf', 'C': 'レオン・オーギュスタン・レルミット', 'D': 'François Bonvin'}",D,EN
"Who is the creator of Marie Antoinette Gathering the Brushes of Madame Vigée Le Brun, 1784?","{'A': 'Alexis-Joseph Pérignon', 'B': 'Charles Shepherd', 'C': 'Wladimir Pawlowitsch Gratschow', 'D': 'Kawanabe Kyōsai'}",A,EN
"Who is the creator of Guillaume-Marie-Anne, maréchal Brune?","{'A': 'Luc Belin', 'B': 'Gaietà Buïgas i Monravà', 'C': '春好斎北洲', 'D': 'Eugène Battaille'}",D,EN
Who is the creator of Louis XIII and Mlle de La Fayette?,"{'A': 'Eugénie Servières', 'B': 'Tim', 'C': 'Ervand Kotchar', 'D': 'Aljaksej Hlebau'}",A,EN
Who is the creator of Portrait of Claudius Popelin?,"{'A': 'Adélaïde Labille-Guiard', 'B': 'Ghoukas Tchoubarian', 'C': 'Gabriel Ferrier', 'D': 'Lubo Kristek'}",C,EN
Who is the creator of Portrait of the artist with his son Astyanax Scaevola?,"{'A': 'Kanō Shōei', 'B': 'Martin Rajniš', 'C': 'Jean François Bozio', 'D': '玉畹梵芳'}",C,EN
Who is the creator of Portrait of Zoé Jacqueline Duvidal de Montferrier?,"{'A': '祇園南海', 'B': 'Julie Hugo', 'C': 'Félix Alfaro Soriano', 'D': 'ルイ・レオポルド・ロベール'}",B,EN
"Who is the creator of Theseus and Pirithoüs Clearing the Earth of Brigands, Deliver Two Women from the Hands of their Abductors?","{'A': 'ジャン＝フランソワ・ミレー', 'B': 'Angélique Mongez', 'C': '菱川和翁', 'D': 'セオドア・ロビンソン'}",B,EN
Who is the creator of Young Woman Coming Out of the Bath?,"{'A': 'Matthew Noble', 'B': 'Joseph Uphues', 'C': 'Hiromitsu Nakazawa', 'D': 'Rosalie Caron'}",D,EN
"Who is the creator of Portrait of the Young Princess Louise d'Artois, Daughter of the Duchess of Berry, future Duchess of Parma (1819-1864) on the Beach at Dieppe?","{'A': 'Ferdinand Hartzer', 'B': 'Hans Memling', 'C': 'Alexandre-Jean Dubois-Drahonet', 'D': 'ポール・ジューヴ'}",C,EN
Who is the creator of The Bravo?,"{'A': 'Franz von Matsch', 'B': 'Kenkō Shōkei', 'C': 'Aimée Brune-Pagès', 'D': 'Domenico De Angelis'}",C,EN
Who is the creator of Conviction of Anne Boleyn?,"{'A': 'François Pompon', 'B': '藤原信実', 'C': 'Aimée Brune-Pagès', 'D': 'ジョゼフ・パロセル'}",C,EN
Who is the creator of Portrait of Louis-André Boicervoise?,"{'A': 'Louise Eudes de Guimard', 'B': 'ロジェ・ド・ラ・フレネー', 'C': 'Bernard Otto Seeling', 'D': 'ポール・シニャック'}",A,EN
Who is the creator of Portrait of M. L. V...?,"{'A': 'Félicie Schneider', 'B': 'ヴァシル・ボロダイ', 'C': 'Maurice Estève', 'D': 'Nicolae Grigorescu'}",A,EN
Who is the creator of The Squall?,"{'A': 'Kubo Shunman', 'B': 'Félicie Schneider', 'C': '雲谷等璠', 'D': 'フランシス・ピカビア'}",B,EN
"Who is the creator of Portrait of Jeanne d'Osmond, duchesse de Maillé?","{'A': 'Roger-Henri Expert', 'B': 'Levon Ghalumyan', 'C': 'Johannes Schilling', 'D': 'Félicie Schneider'}",D,EN
Who is the creator of Portrait of a woman in yellow shawl?,"{'A': 'J. Massey Rhind', 'B': 'Julie Volpelière', 'C': 'Michail Ossipowitsch Mikeschin', 'D': 'Frid Soghoyan'}",B,EN
Who is the creator of Portrait of a Lady?,"{'A': 'Antonio Pedrero', 'B': 'ベルト・モリゾ', 'C': 'Kanō Sōshū', 'D': 'Amélie Legrand de Saint-Aubin'}",D,EN
Who is the creator of Patroclus handing Briseis to the Heralds of Agamemnon?,"{'A': 'Pierre Edme Louis Pellier', 'B': 'Okada Hankō', 'C': 'ドミニク・アングル', 'D': 'August Leimbach'}",A,EN
Who is the creator of Portrait of Henriette Bépoix?,"{'A': 'Narcisso Virgilio Díaz de la Peña', 'B': 'ポール・リッシェ', 'C': 'Jeanne Donnadieu', 'D': 'ピエール・ピュヴィス・ド・シャヴァンヌ'}",C,EN
Who is the creator of Portrait of King Alfonso XII of Spain as a child?,"{'A': '田崎草雲', 'B': 'Alexandr Roukavichnikov', 'C': 'Emile Brunet', 'D': 'Cécile Ferrère'}",D,EN
Who is the creator of Portrait of Empress Joséphine?,"{'A': 'Itō Jakuchū', 'B': 'Willi Hahn', 'C': 'J. Lecourt', 'D': 'Adélaïde-Félicité Hoguer'}",D,EN
Who is the creator of Bonaparte at the Pont d'Arcole?,"{'A': 'Romeo Julhakyan', 'B': '宮川長春', 'C': 'Adélaïde-Félicité Hoguer', 'D': 'Hugo Lederer'}",C,EN
"Who is the creator of Portrait of Zénaïde Chapt de Rastignac, Duchess of La Rochefoucauld?","{'A': 'クリスタク・ラマ', 'B': '鳥居清長', 'C': 'Edmée Brucy', 'D': 'Miklós Melocco'}",C,EN
"Who is the creator of Guillaume Brune, maréchal de France?","{'A': 'Rose-Jeanne Fajon', 'B': 'Jean-Jacques Le Barbier', 'C': 'Antonio Pisanello', 'D': 'Albert Marquet'}",A,EN
Who is the creator of Portrait of Marie-Thérèse Lesclide?,"{'A': 'ポール・ジューヴ', 'B': '西山完瑛', 'C': 'Noémie Guillaume-Bocquet', 'D': 'Johannes Schilling'}",C,EN
Who is the creator of Les Enfants surpris par l'orage?,"{'A': 'Manuel de Araújo Porto-Alegre', 'B': 'Paul Delaroche', 'C': 'Ishiyama Moroka', 'D': 'フランシス・ピカビア'}",B,EN
Who is the creator of Portrait of Lady Hanne Sophie Louise Wiborg?,"{'A': '牧谿', 'B': '頼山陽', 'C': 'Giovanni Boldini', 'D': 'Utagawa Toyokuni II.'}",C,EN
Who is the creator of On the meadow at the Bois?,"{'A': 'Ettore Ximenes', 'B': 'Giovanni Boldini', 'C': 'Unkoku Tōeki', 'D': 'Suryavarman II.'}",B,EN
Who is the creator of The loyal friend?,"{'A': 'Maurice Boutterin', 'B': 'アントニ・タピエス', 'C': 'Ivan Kawaleridze', 'D': 'Giovanni Boldini'}",D,EN
Who is the creator of Lady with a Guitar?,"{'A': 'ジャン・ランク', 'B': 'ヴィニー・リーム', 'C': 'Giovanni Boldini', 'D': 'Ernst Waegener'}",C,EN
Who is the creator of Young woman in deshabillé (The self-care)?,"{'A': 'Marie-Guillemine Benoist', 'B': 'Utagawa Toyokuni', 'C': 'Giovanni Boldini', 'D': 'Erich Fritz Reuter'}",C,EN
Who is the creator of First fruits – The first strawberries?,"{'A': 'Théodore Chassériau', 'B': 'Giovanni Boldini', 'C': 'Aimée Brune', 'D': 'Bogna Czechowska'}",B,EN
